associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
N/A,R. M. Tryon,PERU,LORETO,In old banana planting,A. R. Smith,Thelypteris opulenta (Kaulf.) Fosberg,"Rio Itaya, 10 kilometers south of Iquitos",N/A,1956-08-13,Iquitos,Typed,1587072|C0666112F,5202,Maynas,A. F. Tryon,no type status,ROLLA M. TRYON & ALICE F. TRYON,N/A,"1979, 1990",N/A,"Aug. 13, 1956",Thelypteris Dryopteris,"Rio Itaya, 10 km. s. of Iquitos"
N/A,Louis O. Williams,NICARAGUA,Matagalpa,Terrestrial on open bank,C. V. Morton & D. B. Lellinger,Lycopodium clavatum L.,"Cloud forest area, Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega, Department of Matagalpa, alt. 1300-1500 meters",1963-01-15,1963-01-08,N/A,Typed,1604338|C0639123F,23634,N/A,Antonio Molina R.|Terua P. Williams,no type status,"Louis O. Williams, Antonio Molina R. and Terua P. Williams",N/A,1964,1300-1500 meters,"January 8-15, 1963",Lycopodium clavatum L.,"Cloud forest area, Sta. María de Ostuma, Cordillera Central de Nicaragua between Matagalpa and Jinotega, Department of Matagalpa, alt. 1300-1500 meters"
N/A,J. T. Atwood,Nicaragua,Granada,Lower cloud forest,M. R. McCarthy,Adiantum poiretii McCarthy & Hickey,Volcan Mombacho. Lower cloud forest near Finca Cutirre,N/A,1977-02-08,N/A,Mix of Handwritten and Typed,1868242,77105,N/A,N/A,no type status,"John T. Atwood, Jr.",N/A,2012,N/A,8 Feb. 1977,Adiantum trapeziforme L.,Volcan Mombacho. Lower cloud forest near Finca Cutirre
N/A,H. Hinton,Mexico,Mexico,dry barranca,M. R. McCarthy,Adiantum exuberans McCarthy & Hickey,Pantoja,N/A,1935-04-21,Pantoja,Mix of Handwritten and Typed,954869,7644,Temascaltepec,et al.,no type status,H. et al.,N/A,2012,N/A,4-21-35,Adiantum trapeziforme L.,Pantoja
Conopharyngia holstii,R. A. Maas Geesteranus,Kenya,Nyanza,"riparian-woodland along the river Itare, among others with Conopharyngia holstii; epiphytic, frond fairly pale green; shaded, frequent",R. Faden,Asplenium sandersonii Hook.,"South Western Mau Forest Reserve, camp 8",N/A,1949-08-12,N/A,Mix of Handwritten and Typed,1445440 | C0355438F,5744,Kericho,N/A,no type status,R.A.Maas Geesteranus,"lat. 0°36'30"" S., long. 35°18'20"" E.",1976,1920 m s.m.,12-VIII-1949,Asplenium dregeanum Kze.,"South Western Mau Forest Reserve, camp 8, lat. 0°36'30"" S., long. 35°18'20"" E."
Quercus sp,M. Véliz,GUATEMALA,Jalapa,"Helecho muy frecuente, con frondes compuestos, glaucos en el envés; creciendo dentro de bosque de Quercus sp",M. Véliz,Lophosoria quadripinnata (J.F. Gmel)C. Chr. var quadripinnata,río Manzanillos,N/A,2005-11-22,Aldea San Raymundo,Typed,2298970|C0359489F,MV 16199,N/A,J. M. Véliz|J. Charco|H. Sains|J. Lopez|R. Esteban,no type status,"M. Véliz con J. M. Véliz, J. Charco, H. Sains, J. Lopez y R. Esteban",14° 33' 43.7 N; 90° 06' 19.7 O,24/XI/2005,2308 msnm,22/XI/2005,Lophosoria quadripinnata (J.F. Gmel)C. Chr. var quadripinnata,río Manzanillos
N/A,C. F. Millspaugh,JAMAICA,N/A,N/A,N/A,Asplenium dentatum L.,PORT ANTONIO,1899-02-06,1899-01-28,PORT ANTONIO,Typed,N/A,893,N/A,N/A,no type status,"PLANTS COLLECTED BY CHAS. F. MILLSPAUGH, M.D., DURING THE WEST-INDIAN CRUISE OF THE AUXILIARY S. YACHT ""UTOWANA"" ALLISON V. ARMOUR, ESQ., OWNER AND MASTER",N/A,N/A,N/A,JAN. 28-FEB. 6,Asplenium dentatum L.,PORT ANTONIO
N/A,T. G. Yuncker,Jamaica,St. Andrew,N/A,N/A,Lycopodium cernuum L.,"Scrambling over side of cut, along trail near Bellevue. Alt. 3000-4000 feet",N/A,1957-11-17,N/A,Typed,N/A,"17,429",N/A,N/A,no type status,T. G. YUNCKER,N/A,N/A,3000-4000 ft.,"Nov. 17, 1957",Lycopodium cernuum L.,"Scrambling over side of cut, along trail near Bellevue. Alt. 3000-4000 ft."
N/A,Carvalho,Equatorial Guinea,BIOCO,Postrada. Forma pequeñas colonias dispersas,J. Fernández Casas,Lycopodiella cernua (L.) Pic.-Serm.,"Malabo - Basilé, km 13, cerca de Basilé, márgenes de la carretera",N/A,1986-07-25,Malabo,Typed,2201362|C0363985F,2092,N/A,N/A,no type status,Carvalho,32NMK7808,1991,390 m,25-VII-1986,Lycopodiella cernua (L.) Pic.-Serm.,"Malabo - Basilé, km 13, cerca de Basilé, 32NMK7808, 390 m, márgenes de la carretera"
N/A,Henk van der Werff,AUSTRALIA,QUEENSLAND,"Rainforest. Terrestrial fern, fronds 1 m tall. Rhizome erect. In sets of two",Henk van der Werff,Diplazium assimile (Endl.) Bedd.,"Boonjee logging area, at base of Mt. Bartle Frere",N/A,1990-06-12,N/A,Typed,C0363442F | 2094887,11699,N/A,N/A,no type status,Henk van der Werff,145°43'E 17°25'S,1991,N/A,12 June 1990,Diplazium assimile (Endl.) Bedd.,"Boonjee logging area, at base of Mt. Bartle Frere"
N/A,M. Tagawa,Japan,Kyushu,Wet rocky slope in densely wooded ravine,N/A,Diplazium amabile (Tag.) Tag.,"western slope of Mt. Hoyoshi, south of Kanoya City",N/A,1956-07-28,Kanoya City,Typed,1475055|C0378283F,1150,Kagoshima,K. Iwatsuki,no type status,"M. Tagawa & K. Iwatsuki, No. 1150",N/A,N/A,N/A,"July 28, 1956",Diplazium amabile (Tag.) Tag.,"western slope of Mt. Hoyoshi, south of Kanoya City"
N/A,W. Takeuchi,Papua New Guinea,New Ireland,Pristine subcloud forest dominated by bryophytic and ferny growth,N/A,Blechnum ledermanni Brause,New Ireland; Hans Meyer Range. Site 4 on the expedition report,N/A,1994-02-05,N/A,Typed,0FCZ0683-A|2158436,9366,N/A,J. Wiakabu,no type status,W. Takeuchi & J. Wiakabu,4°25'S X 152°59'E,N/A,c. 1800 m,"February 5, 1994",Blechnum ledermanni Brause,New Ireland; Hans Meyer Range. Site 4 on the expedition report
N/A,Tagawa,JAPAN,N/A,N/A,N/A,Dryopteris crassirhizoma Nakai,[precise locality unknown],N/A,1956-05-20,N/A,Typed,1478001|C0366013F,888,N/A,Iwatsuki,no type status,Coll: Tagawa & Iwatsuki,N/A,N/A,N/A,"May 20, 1956",Dryopteris crassirhizoma Nakai,N/A
N/A,J. Ohwi,Japan,Honshu,N/A,N/A,Polystichum tripteron Presl,Jimmuji in Sagami,N/A,1951-04-00,N/A,Typed,1464206,NSM. No. 202,Sagami,N/A,no type status,J. Ohwi,N/A,N/A,N/A,April 1951,Polystichum tripteron Presl,Jimmuji in Sagami
N/A,M. Vanoverbergh,Philippines,Luzon,N/A,N/A,Asplenium contiguum Kaulf,Bontoc Subprovince. Luzon,N/A,1913-04-19,N/A,Typed,C0364207F,3591,Bontoc Subprovince,N/A,no type status,Father Morice Vanoverbergh,N/A,N/A,N/A,April 19 13,Asplenium contiguum.Kaulf,Bontoc Subprovince. Luzon
N/A,R. B. Faden,Ceylon,North Western Province,Forest. Locally common. Lithophyte. Rhizome creeping; fronds widely spaced,D. B. Lellinger,Pyrossia lanceolata (L.) Farw.,Doluwakanda Hill,N/A,1977-01-05,N/A,Typed,2014294,77/53,Kurunegala District,A. J. Faden,no type status,R.B. & A.J.Faden,"ca. 7°37'N, 80°24'30""E",1979,600 m,5 Jan. 1977,Pyrossia lanceolata (L.) Farw.,"Doluwakanda Hill, ca. 7°37'N, 80°24'30""E"
N/A,Albert N. Steward,China,Kweichow,"moist brushy slope, Sori black",N/A,Thelypteris esquirolii (Christ) Ching,"Ta Ho Yen, FAN CHING SHAN",N/A,1931-09-04,N/A,Typed,779919|C0377881F,344,N/A,C. Y. Chiao|H. C. Cheo,no type status,"By Albert N. Steward, C. Y. Chiao, and H. C. Cheo",N/A,N/A,980 m,"Sept. 4, 1931",Dryopteris Esquirolii Christ,"Ta Ho Yen, FAN CHING SHAN"
N/A,J. F. Barcelona,Philippines,"W. Visayas, Panay I.",in shaded & moist places along riverbank,Julie F. Barcelona,Selaginella philippina Spring,Egaña - on shaded & moist areas,N/A,1989-11-00,Sibalom,Mix of Handwritten and Typed,PNH No. 190135|018274-1|2210265,48,Antique,N/A,DUPLICATE,J. F. Barcelona,N/A,13 Sept. 2005,N/A,November 19 89,Selaginella cf. repanda,"Antique, Sibalom, Egaña, around"
N/A,L. Fay,LIBERIA,N/A,"On tree trunk about 10' from ground; common in groves of rubber trees, on trunks",N/A,Drynaria laurentii (Christ.) Hieron.,"Cuttington University College. Alt. 250 meters. On tree trunk about 10 feet from ground; common in groves of rubber trees, on trunks",N/A,1985-04-11,N/A,Typed,N° 2111378,1206,N/A,A. Fay,no type status,Col. L. & A. Fay,N/A,N/A,250 m,11 Apr 1985,FERN Drynaria laurentii (Christ.) Hieron.,"Cuttington University College. Alt. 250 m. On tree trunk about 10' from ground; common in groves of rubber trees, on trunks"
N/A,H. St. John,RURUTU,Austral Islands,"Epiphyte. Fronds mostly pendent, coriaceous",E. B. Copeland,Humata banksii Alston,"Northwest slope of Teape, Teti woods, on mossy tree limb, altitude 350 meters",N/A,1934-08-26,N/A,Mix of Handwritten and Typed,1435764,16662,N/A,N/A,no type status,H. St. John,N/A,N/A,altitude 350 meters,"Aug. 26, 1934",Humata banksii Alston,"Northwest slope of Teape, Teti woods, on mossy tree limb, altitude 350 meters"
N/A,T. G. Yuncker,Jamaica,Portland,"wet embankment along trail, rain forest",N/A,Selaginella plana (Desv.) Hieron.,"On wet embankment along trail, rain forest, John Crow Mts., 1.5-2 miles southwest of Ecclesdown",N/A,1958-03-30,N/A,Typed,1481969 | C0383576F,"18,561",N/A,N/A,no type status,T. G. YUNCKER,N/A,N/A,1500-2500 ft.,"Mar. 30, 1958",Selaginella plana (Desv.) Hieron.,"On wet embankment along trail, rain forest, John Crow Mts., 1.5-2 miles southwest of Ecclesdown"
Lycopodium chamae-cyparissus Br.,A. Carestia,N/A,N/A,N/A,Joan H. Wilce,Lycopodium complanatum L.,Salita alla Boscarola presso Scopello in Valsesia,N/A,1871-00-00,Scopello,Typed,Erb. Critt. Ital. Ser. II 851|Erb. Critt. ital. I. 106,s.n.,Valsesia,N/A,no type status,A. CARESTIA,N/A,1962,N/A,1871,LYCOPODIUM COMPLANATUM L.,Salita alla Boscarola presso Scopello in Valsesia
N/A,G. J. Chamberlain,New Zealand,N/A,N/A,N/A,Trichomanes reniforme,Ohakune,N/A,1911-10-15,Ohakune,Typed,1407795|C0358423F,s.n.,N/A,N/A,no type status,G.J. Chamberlain,N/A,N/A,N/A,"Oct. 15, 1911",Trichomanes reniforme,Ohakune
N/A,R. L. Wilbur,"DOMINICA, WEST INDIES",N/A,Common fern with trunk 2 dm. high. Fronds 2 m. long,R. L. Wilbur,Cnemidaria grandifolia (Willd.) Proctor var. grandifolia,Disturbed rainforest in the upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé,N/A,1964-08-02,N/A,Typed,1670026,8185,Parish of St. Paul,E. L. Dunn|H. A. Hespenheide|D. R. Wiseman,no type status,"R. L. Wilbur no. 8185, E. L. Dunn, H. A. Hespenheide, D. R. Wiseman",N/A,1966,N/A,2 August 1964,Hemidaria grandifolia (Willd.),Disturbed rainforest in the upper Layou Valley about 5 miles from Clarke Hall towards Pont Cassé
N/A,R. B. Faden,Ceylon,Central Province,Shady moist bank near stream. Local and uncommon,N/A,Thelypteris,between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road,N/A,1977-01-02,N/A,Typed,2089703|C0377971F,77/31,Nuwara Eliya District,A. J. Faden,no type status,R.B. & A.J.Faden,"6°59'N,80°45'E",N/A,ca 1980 m,2 Jan 1977,= Thelypteris,"between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road, 6°59'N,80°45'E"
"Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus",H. K.,New Zealand,N/A,"in Humus unter Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus,etc.",N/A,Crucispora naucorioides HK. 1971,"in Humus unter Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus,etc.; Kauaeranga Valley, Coromandel Peninsula",N/A,1968-07-05,N/A,Typed,1017207 | C0003693F,68/641,N/A,N/A,Typus,HK.,N/A,N/A,N/A,5.VII.1968,Crucispora naucorioides HK. 1971 (Typus),"in Humus unter Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus,etc.; Kauaeranga Valley, Coromandel Peninsula,N.Z."
N/A,Singer,ECUADOR,Napo,Ad terram in hylaea,N/A,HYGROCYBE DIMORPHOBASIDIATA Sing.,Lago Agrio,N/A,1973-05-14,Lago Agrio,Typed,1017827|C0004429F,B 7463,N/A,N/A,TYPUS!,Singer,N/A,N/A,N/A,14 V 1973,HYGROCYBE DIMORPHOBASIDIATA Sing.,Lago Agrio
Sphagnum spec. and Rubus geoides,Singer,ARGENTINA,Tierra del Fuego,Gregarious in bog margin with Sphagnum spec. and Rubus geoides,N/A,HYGROCYBE FUEGIANA Sing.,"road Ushuaya-Lago Fagnano, SW of highest point",N/A,1988-02-23,N/A,Typed,F1075922 | C0004430F,M10517,Departamento Ushuaia,N/A,HOLOTYPE,Singer M10517,N/A,N/A,N/A,23 II 1988,HYGROCYBE FUEGIANA Sing. (= H. rosea sensu Horak),"road Ushuaya-Lago Fagnano, SW of highest point"
"Blechnum novae-zealandiae, Weinmannia, Dicksonia squarrosa, Leptospermum scoparium",John J. Engel,New Zealand,North Island,"On clayey bank. Clay banks with Blechnum novae-zealandiae overhang, Weinmannia and Dicksonia squarrosa dominant canopy and occasional Leptospermum scoparium",N/A,Telaranea lindenbergii var. papillata Engel & Merr.,"Whareorino Forest, start of track to Leitch's Hut, 280 meters",N/A,2003-02-12,N/A,Typed,1173554,23773,Auckland Prov.,Matt von Konrat | John E. Braggins,Holotype,"John J. Engel, Matt von Konrat & John E. Braggins","38° 24.5' S., 174° 49.8' E.",N/A,280 m.,12 February 2003,Telaranea lindenbergii var. papillata Engel & Merr.,"Whareorino Forest, start of track to Leitch's Hut, 280 m., 38° 24.5' S., 174° 49.8' E."
N/A,Marko Lewis,Ecuador,Imbabura,Wet bank of runoff ravine,W. C. STEERE,Kindbergia praelonga (Hedw.) Ochyra,"E. side of Cerro Cotacachi, NW of Cotacachi",1978-11-22,1978-11-21,Cotacachi,Typed,1065158 | C2079898F,78-2684,N/A,N/A,no type status,"Marko Lewis, no. 78-2684","0°22'N., 78°20'W.",N/A,3750 m,21-22 November 1978,Kindbergia praelonga (Hedw.) Ochyra,"PROV. IMBABURA: E. side of Cerro Cotacachi, NW of Cotacachi, 0°22'N., 78°20'W."
N/A,Marko Lewis,Ecuador,Azuay,Stone wall,W. C. Steere,Hedwigia ciliata (Hedw.) P. Beauv.,"Area Nacional de Recreación ""Cajas"", forested hill S. of ""Surrochucho"" (Laguna Llaviuco), SW of Sayausí, 2°55'S., 79°09'W.",N/A,1978-12-08,Sayausí,Typed,1065433|C2077559F,78-3163,N/A,N/A,no type status,"Marko Lewis, no. 78-3163","2°55'S., 79°09'W.",N/A,3240 m,8 December 1978,Hedwigia ciliata (Hedw.) P. Beauv.,"PROV. AZUAY: Area Nacional de Recreación ""Cajas"", forested hill S. of ""Surrochucho"" (Laguna Llaviuco), SW of Sayausí, 2°55'S., 79°09'W."
N/A,R. Benoist,Equateur,N/A,N/A,Efrain De Luna,Hedwigia ciliata (Hedw.) P. Beauv,environs de Quito,N/A,N/A,N/A,Mix of Handwritten and Typed,1089453|C2077563F,4659 pp,N/A,N/A,no type status,R.Benoist,N/A,1997,N/A,N/A,Hedwigia albicans (Web.)Lindb,environs de Quito
N/A,R. Benoist,Equateur,N/A,N/A,Efrain De Luna,Hedwigia ciliata (Hedw.) P. Beauv.,Sur rocher d'andésite,N/A,1930-03-27,Quito,Mix of Handwritten and Typed,1089455|C2077564F,2279,N/A,N/A,no type status,R.Benoist,N/A,1992,N/A,27 mars 1930,Hedwigia albicans (Web.)Lindb.,Sur rocher d'andésite
N/A,R. S. Williams,Bolivia,N/A,N/A,Efrain De Luna,Hedwigia ciliata (Hedw.) P. Beauv.,"near Pelichuco, 3000 meters",N/A,1902-04-30,N/A,Typed,1089454|C2077565F,2850,N/A,N/A,no type status,"COLLECTED BY R. S. WILLIAMS, 1901-1902",N/A,1992,3000 meters,"April 30, 1902",Hedwigia albicans (Web.) Lindb.,"near Pelichuco, 3000 meters"
N/A,Marko Lewis,Bolivia,La Paz,"Bromeliad habitat. Abundant on rock faces of exposed cliffs, 2630 m",Efrain De Luna,Hedwigia ciliata (Hedw.) P. Beauv.,Near large red outcrop 2 miles from Sorata down Rio Consata,N/A,1979-03-22,Sorata,Typed,1032221|C2077566F,79-1237A,Larecaja,N/A,no type status,"Marko Lewis, no. 79-1237A","15° 41' S., 68° 43' W.",1992,2630 m,22 March 1979,Hedwigia ciliata (Hedw.) P. Beauv.,"Near large red outcrop 2 mi. from Sorata down Rio Consata, 15° 41' S., 68° 43' W."
N/A,Marko Lewis,Bolivia,La Paz,Bromeliad-grass habitat on exposed cliffs,Efrain De Luna,Hedwigia ciliata (Hedw.) P. Beauv.,Near large red outcrop 2 miles from Sorata down Río Consata,N/A,1979-03-22,Sorata,Typed,1032219|C2077567F,79-1232,Larecaja,N/A,no type status,"Marko Lewis, no. 79-1232","15° 41' S., 68° 43' W.",1992,2630 m,22 March 1979,Hedwigia ciliata (Hedw.) P. Beauv.,"DEPTO. LA PAZ, PROV. LARECAJA: Near large red outcrop 2 mi. from Sorata down Río Consata, 15° 41' S., 68° 43' W."
N/A,Marko Lewis,Bolivia,La Paz,Humid cliffs and steep slopes,Efrain De Luna,Hedwigia ciliata (Hedw.) P. Beauv.,"On mountain side directly N. of river, beneath Niño Karine, NNW of Chuma",N/A,1979-03-06,N/A,Typed,C2077568F|1032220,79-1114,Saavedra,N/A,no type status,"Marko Lewis, no. 79-1114","15° 08' S, 69° 03' W",1992,3320 m,6 March 1979,Hedwigia ciliata (Hedw.) P. Beauv.,"DEPTO. LA PAZ, PROV. SAAVEDRA: On mountain side directly N. of river, beneath Niño Karine, NNW of Chuma, 15° 08' S, 69° 03' W"
N/A,F. J. Hermann,Bolivia,Cochabamba,On conglomerate boulder on shrubby NW slope,Efrain De Luna,Hedwigia ciliata (Hedw.) P. Beauv.,"On conglomerate boulder on shrubby NW slope of Mt. Tunari, near Liriuni Aguas Termales Hotel, 28 kilometers NW",N/A,1972-12-27,Cochabamba,Typed,C2077569F|1040675,25152,N/A,N/A,no type status,F. J. Hermann,N/A,1992,ca. 2700 m.,"December 27, 1972",Hedwigia ciliata (Hedw.) Beauv.,"On conglomerate boulder on shrubby NW slope of Mt. Tunari, near Liriuni Aguas Termales Hotel, alt. ca. 2700 m., 28 km. NW."
N/A,Y. Mexia,Peru,Loreto,On fallen log,Bartram,Pilosium subchlorophyllosum C.M.,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago,N/A,1931-12-02,N/A,Typed,1057692|C2077570F,6204,N/A,N/A,no type status,"Ynes Mexia, No. 6204",N/A,N/A,400 m,"Dec. 2, 1931",Pilosium subchlorophyllosum C.M.,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago
N/A,Y. Mexia,Peru,Loreto,On fallen log,Bartram,Pilosium sub-lorophyllum C.M.,Above Pongo de Manseriche. Streamlet near mouth of Rio Santiago. On fallen log,N/A,1931-12-02,N/A,Typed,C2077571F,6204,N/A,N/A,no type status,"Ynes Mexia, No. 6204",N/A,N/A,400 m,"Dec. 2, 1931",Pilosium sub-lorophyllum C.M. det. Bartram,Above Pongo de Manseriche. Alt. 400 m. Streamlet near mouth of Rio Santiago. On fallen log
N/A,A. C. Smith,British Guiana,N/A,"On decayed wood, in swamp",E. B. Bartram,Pilosium flaccisetum C.M.,"Basin of Essequibo River, near mouth of Onoro Creek, lat. about 1°35' N.; dense forest",1937-12-24,1937-12-15,N/A,Typed,1023751|C2077572F,2748,N/A,N/A,no type status,"A. C. SMITH, NO. 2748",lat. about 1°35' N.,N/A,N/A,"Dec. 15-24, 1937",Pilosium flaccisetum C.M.,"Basin of Essequibo River, near mouth of Onoro Creek, lat. about 1°35' N.; dense forest"
Cecropia (bospapaja),J. Florschütz-de Waard,Surinam,Nickerie,Secondary wood with Cecropia (bospapaja) on rotting log,Rudi Zielman,Pilosium chlorophyllum (Hornsch.)C.Müll.,"area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. 5N 58W qu.SE",N/A,1981-11-05,N/A,Mix of Handwritten and Typed,1073523|1010101|C2077573F,5315,N/A,R. Zielman,no type status,J.Florschütz-de Waard & R.Zielman,5N 58W qu.SE,5 - 11 - 1981,0-50 m,5 - 11 - 1981,Pilosium chlorophyllum (Hornsch.)C.Müll.,"area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. 5N 58W qu.SE"
N/A,J. Florschütz-de Waard,Surinam,Nickerie,"Savanna forest, on rotting log",R. Zielman,Pilosium chlorophyllum(Hornsch.)C.Müll.,"Area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. 5N 56W qu. SE",N/A,1981-11-03,N/A,Mix of Handwritten and Typed,1073529|100107|C2077574F,5254,N/A,R. Zielman,no type status,J.Florschütz-de Waard & R.Zielman,N/A,N/A,0 - 50 m,3-11-1981,Pilosium chlorophyllum(Hornsch.)C.Müll.,"Area of Kabalebo Dam project, distr. Nickerie, line NW from road km 39.5, p. 5N 56W qu. SE"
N/A,J. Florschütz-de Waard,Surinam,Nickerie,"Rainforest, on rotting log",R. Zielman,Pilosium chlorophyllum(Hornsch.)C.Müll.,"Area of Kabalebo Dam project, distr. Nickerie, line W from road 34 km, p. 5N 58W qu. SE",N/A,1981-10-30,N/A,Typed,1073528|1040106,5098,N/A,R. Zielman,no type status,J.Florschütz-de Waard & R.Zielman,N/A,N/A,0 - 50 m,30-10-1981,Pilosium chlorophyllum(Hornsch.)C.Müll.,"Area of Kabalebo Dam project, distr. Nickerie, line W from road 34 km, p. 5N 58W qu. SE"
N/A,J. C. Lindeman,Surinam,Nickerie,Epiphyte on tree trunk,H. R. Zielman,Pilosium chlorophyllum (Hornsch.) C.Müll.,"Area of Kabalebo Dam project, distr.Nickerie, Forest S of km 28.7",N/A,1980-09-03,N/A,Typed,1073527|C2077576F,243 A,N/A,A. R. A. Görts-van Rijn|M. J. Jansen-Jacobs|A. M. C. Hetterscheid-Hollants,no type status,"J.C.Lindeman, A.R.A.Görts-van Rijn, M.J.Jansen-Jacobs & A.M.C.Hetterscheid-Hollants","4° 5° NB, 57° 30' 58° WL",N/A,30 - 130 m,3-IX-1980,Pilosium chlorophyllum (Hornsch.) C.Müll.,"Area of Kabalebo Dam project, distr.Nickerie, 4° 5° NB, 57° 30' 58° WL. Forest S of km 28.7"
Astrocaryum,J. Florschütz-de Waard,SURINAME,Nickerie,On decaying log in marsh forest with Astrocaryum,R. Zielman,PILOSIUM CHLOROPHYLLUM (Hornsch.) C. Müll.,"Distr. Nickerie, Kabalebo river area, line W, from road kilometers 34, 5°N., 58°W., alt. 0-50 meters",N/A,1981-10-31,N/A,Typed,1029882|A 1555539|C2077577F,5141,Kabalebo river area,R. Zielman,no type status,J. Florschütz-de Waard and R. Zielman,"5°N., 58°W.",N/A,0-50 m,31 October 1981,PILOSIUM CHLOROPHYLLUM (Hornsch.) C. Müll.,"Distr. Nickerie, Kabalebo river area, line W, from road km 34, 5°N., 58°W., alt. 0-50 m"
N/A,J. Florschütz,SURINAME,N/A,On rotting log in rainforest,R. Zielman and J. Florschütz-de Waard,PILOSIUM CHLOROPHYLLUM (Hornsch.) C. Muell.,"Brownsberg, trail to Leo Val, altitude approximately 500 meters",N/A,1975-12-18,N/A,Typed,№ 1065613|C2077578F,4690,N/A,P. A. Florschütz,no type status,J. and P.A. Florschütz 4690,N/A,N/A,ca. 500 m,18 December 1975,PILOSIUM CHLOROPHYLLUM (Hornsch.) C. Muell.,"Brownsberg, trail to Leo Val, alt. ca. 500 m"
N/A,H. Cornelissen,GUYANA,N/A,On rotting tree base in mixed rain forest,J. Florschütz-de Waard,Pilosium chlorophyllum (Hornsch.) C. Müll.,"Mabura Hill, 180 kilometers S of Georgetown",N/A,1977-03-08,N/A,Typed,N° 1091586|C2077579F,C076,N/A,S. R. Gradstein,no type status,H.Cornelissen & S.R.Gradstein C076,5°20'N 58°40'W,N/A,0-50 m,8 March 1977,Pilosium chlorophyllum (Hornsch.) C. Müll.,"Mabura Hill, 180 km S of Georgetown, 5°20'N 58°40'W, alt. 0-50 m"
N/A,R. Spruce,N/A,N/A,N/A,R. R. Ireland and W. R. Buck,Pilosium chlorophyllum (Hornsch.) C. Müll. in Broth.,Fl. Amazon prope Para,N/A,0000-00-00,Para,Mix of Handwritten and Typed,1078188|C2077580F,1321,N/A,N/A,no type status,Musci Amazonici et Andini ex R. Spruce,N/A,1992,N/A,s.d.,Stereophyllum chlorophyllum. Hornsch.,Fl. Amazon prope Para
N/A,R. E. Schultes,Colombia,Vaupés,On rotten log,H. A. Crum,Pilosium chlorophyllum (Hornsch.) Jaeg.,Río Vaupés: Mitú and vicinity. Cerro Mitú,N/A,1952-10-22,Mitú,Typed,1055492|C2077581F,17922,N/A,I. Cabrera,no type status,Richard Evans Schultes et Isidoro Cabrera,"Lat. 1° 0' N, Long. 70° 5' W",1956,N/A,"Oct. 22, 1952",Pilosium chlorophyllum (Hornsch.) Jaeg.,Río Vaupés: Mitú and vicinity. Cerro Mitú
N/A,Richard Evans Schultes,Colombia,Vaupés,On rotten logs,H. A. Crum,Pilosium chlorophyllum (Hornsch.) C.M.,"Rio Kuduyari (affluent of Rio Vaupés), Yapobodá, quartzitic savannah",1951-10-06,1951-10-04,N/A,Typed,C2077582F|1055491,14294,N/A,Isidoro Cabrera,no type status,Richard Evans Schultes et Isidoro Cabrera,N/A,1956,N/A,"October 4-6, 1951",Pilosium chlorophyllum (Hornsch.) C.M.,"Rio Kuduyari (affluent of Rio Vaupés), Yapobodá, quartzitic savannah"
N/A,R. E. Schultes,Colombia,Vaupés,On trunks,D. Griffin III,PILOSIUM CHLOROPHYLLUM (HORNSCH.) C.M. in BROTH.,"Comisaría del Vaupés, Rio Apaporis. Soratama",N/A,1951-06-00,N/A,Typed,1055490|C2077583F,12309,N/A,N/A,no type status,RICHARD EVANS SCHULTES,N/A,N/A,N/A,June 1951,PILOSIUM CHLOROPHYLLUM (HORNSCH.) C.M. in BROTH.,"Comisaría del Vaupés, Rio Apaporis. Soratama"
N/A,R. E. Schultes,Colombia,N/A,N/A,D. Griffin III,Pilosium chlorophyllum (Hornsch.) C. M. in Broth.,San Jose del Guaviare,N/A,1950-12-00,San Jose del Guaviare,Mix of Handwritten and Typed,1055459|C2077584F,11128,N/A,N/A,no type status,RICHARD EVANS SCHULTES,N/A,N/A,N/A,Dec. 1950,Pilosium chlorophyllum (Hornsch.) C. M. in Broth.,San Jose del Guaviare
