modelname,associatedTaxa,collectedBy,country,firstPoliticalUnit,habitat,identifiedBy,latestScientificName,locality,maximumEventDate,minimumEventDate,municipality,originalMethod,otherCatalogNumbers,recordNumber,secondPoliticalUnit,secondaryCollectors,typeStatus,verbatimCollectors,verbatimCoordinates,verbatimDateIdentified,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Peru,Loreto,Dense forest on log,PASS,PASS,PASS,N/A,1931-11-25,N/A,Typed,PASS,6160-a,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"Nov. 25, 1931",Vesicularia amphibola (Spr.) Broth.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Peru,Loreto,PASS,PASS,PASS,PASS,N/A,1931-12-04,N/A,Typed,PASS,6217-a,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"Dec. 4, 1931",Vesicularia amphibola (Spr.) Broth.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Peru,Loreto,PASS,PASS,PASS,PASS,N/A,1931-12-12,N/A,Typed,PASS,6259-a,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"Dec. 12, 1931",Vesicularia amphibola (Spr.) Broth.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Peru,Loreto,PASS,PASS,PASS,PASS,N/A,1932-01-03,N/A,PASS,PASS,6354-a,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"Jan. 3, 1932",Vesicularia amphibola (Spr.) Broth.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,Y. Mexia,Peru,Loreto,PASS,PASS,PASS,PASS,N/A,1932-01-03,N/A,Typed,PASS,6375a,N/A,N/A,no type status,PASS,N/A,PASS,PASS,"Jan. 3, 1932",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,PASS,Peru,Loreto,PASS,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Peru,Loreto,PASS,PASS,PASS,PASS,N/A,1932-01-03,N/A,Typed,PASS,6377,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"Jan. 3, 1932",Vesicularia amphibola (Spr.) Broth.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,Y. Mexia,Peru,Cuzco,on rotten logs in virgin forest,PASS,PASS,PASS,N/A,1936-05-14,N/A,Typed,PASS,8070,La Convencion,N/A,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Peru,Cuzco,on rotten logs in virgin forest,PASS,PASS,PASS,N/A,1936-05-14,N/A,Typed,PASS,8070,La Convencion,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,SANTA CATARINA,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,N/A,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,F. J. Hermann,Colombia,Santander,On base of tree trunk,H. Robinson,PASS,PASS,N/A,1972-12-19,N/A,PASS,PASS,25019,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"December 19, 1972",Vesicularia vesicularis (Schwaegr.) Broth.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. E. Schultes,Colombia,PASS,N/A,PASS,PASS,PASS,N/A,1950-12-00,Villavicencio,Typed,PASS,11107,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"Dec., 1950",Vesicularia vesicularis (Schwgr.) Broth.,alrededores de Villavicencio
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,P. C. Hutchison,PERU,Amazonas,N/A,H. Robinson,PASS,PASS,N/A,1964-04-01,N/A,Typed,PASS,PASS,PASS,J. K. Wright,no type status,PASS,N/A,1966,PASS,1 April 1964,PASS,"Cerros Calla Calla, east side, 5 km. above Leimebamba on the road to Balsas, at San Miguel (no buildings at this locality)"
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Brazil,PASS,PASS,PASS,PASS,PASS,N/A,1931-04-21,Corinto,Typed,PASS,5687,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"April 21, 1931",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. Spruce,PASS,PASS,N/A,W. Mitten,PASS,PASS,N/A,0000-00-00,Baños,Mix of Handwritten and Typed,1078203,1023,N/A,N/A,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,PASS,Bolivia,Tarija,Bank of creek,W. Buck,PASS,PASS,N/A,1979-02-08,PASS,Typed,PASS,79-590,PASS,N/A,no type status,PASS,PASS,1980,PASS,8 February 1979,Entodon cf. nano-climacium C.M. (= E. micans Herz.),PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Bolivia,La Paz,Very shady ground along creek in humid shrubs,W. Buck,PASS,Near large red outcrop 2 miles from Sorata down Río Consata,N/A,1979-03-22,N/A,Typed,PASS,79-1220,Larecaja,N/A,no type status,PASS,"15° 41' S., 68° 43' W.",1980,PASS,22 March 1979,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,H. W. Foote,PASS,N/A,PASS,PASS,PASS,PASS,N/A,1911-09-03,PASS,PASS,N/A,s.n.,N/A,N/A,no type status,COLLECTED BY HARRY WARD FOOTE,N/A,N/A,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Bolivia,La Paz,PASS,W. Buck,Entodon polycarpus,Between Abra Huallata and waterfall at Millipaya,N/A,1979-04-01,N/A,Typed,PASS,79-1346,Larecaja,N/A,no type status,PASS,PASS,1980,3780 m,1 April 1979,cf. Entodon polycarpus,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,Nothofagus pumilio,H. Roivainen,Argentina,Tierra del Fuego,PASS,R. Ochyra,PASS,PASS,N/A,1970-01-25,PASS,Typed,PASS,2095,PASS,N/A,no type status,H. Roivainen,PASS,1996,150 m s.m.,25.1.1970,Isopterygium pulchellum (Hedw.) Jaeg.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,H. Roivainen,Argentina,Tierra del Fuego,PASS,R. Ochyra,PASS,PASS,N/A,1969-12-24,Ushuaia,Typed,PASS,1352,N/A,N/A,no type status,H. Roivainen,PASS,1996,300 m s.m.,24.12.1969,Isopterygium pulchellum (Brid.) Jaeg.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,E. P. Killip,COLOMBIA,Santander,N/A,R. R. Ireland,PASS,PASS,N/A,1926-11-29,N/A,Typed,PASS,14871,N/A,A. C. Smith,no type status,E. P. Killip & A. C. Smith,N/A,1988,PASS,"November 29, 1926",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. E. Schultes,Colombia,Meta,N/A,D. Griffin III,PASS,PASS,N/A,1950-12-00,Villavicencio,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,PASS,"Dec., 1950",Isopterygium tenerum (Sw.) Mitt.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,D. C. Geijskes,PASS,N/A,PASS,H. R. Zielman,PASS,PASS,N/A,1952-09-29,N/A,PASS,PASS,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,N/A,29 - 9 - 1952,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Brazil,Minas Gerais,PASS,R. R. Ireland,PASS,PASS,N/A,PASS,PASS,Typed,PASS,PASS,N/A,N/A,PASS,PASS,N/A,1988,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Brazil,PASS,PASS,PASS,PASS,PASS,N/A,1930-07-21,PASS,Typed,PASS,4888,N/A,N/A,no type status,PASS,N/A,PASS,PASS,"July 21, 1930",Isopterygium laxum (Hpe.) Broth.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Brazil,Minas Gerais,PASS,PASS,PASS,PASS,N/A,PASS,Viçosa,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,1988,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Brazil,PASS,PASS,PASS,PASS,PASS,N/A,1930-12-23,PASS,PASS,PASS,5441,N/A,N/A,no type status,PASS,N/A,PASS,PASS,"Dec. 23, 1930",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,Coccoloba sp.,H. S. Irwin,PASS,Bahia,PASS,R. R. Ireland,PASS,PASS,N/A,1971-03-02,PASS,Typed,PASS,31332,N/A,R. M. Harley | G. L. Smith,no type status,PASS,N/A,1988,ca. 500m,2 March 1971,ISOPTERYGIUM TENERUM (Sw.) Mitt.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Brazil,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,Typed,PASS,4884,N/A,N/A,no type status,PASS,N/A,PASS,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Brazil,PASS,PASS,PASS,PASS,PASS,N/A,1930-05-14,PASS,PASS,PASS,4698,N/A,N/A,no type status,PASS,N/A,PASS,PASS,"May 14, 1930",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Brazil,PASS,PASS,PASS,PASS,PASS,N/A,1930-07-21,PASS,Typed,PASS,4884,N/A,N/A,no type status,PASS,N/A,PASS,PASS,"July 21, 1930",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Brazil,Minas Gerais,PASS,PASS,PASS,PASS,N/A,1930-03-31,PASS,Typed,PASS,4545,N/A,N/A,no type status,PASS,N/A,1988,PASS,"March 31, 1930",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,V. Schiffner,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2898,N/A,N/A,no type status,PASS,N/A,1988,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Y. Mexia,Brazil,PASS,PASS,PASS,PASS,PASS,N/A,1930-07-06,PASS,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,PASS,PASS,"July 6, 1930",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. S. Williams,BOLIVIA,N/A,PASS,R. R. Ireland,PASS,PASS,N/A,1901-11-29,N/A,PASS,PASS,2095,N/A,N/A,no type status,PASS,N/A,1988,190 meters,"Nov. 29, 1901",Isopterygium tenerum (Sw.) Mitt.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,R. S. Williams,Bolivia,N/A,N/A,R. S. Williams,PASS,PASS,1902-00-00,1901-00-00,N/A,PASS,PASS,PASS,N/A,N/A,no type status,PASS,N/A,PASS,N/A,1901-1902,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,1907-07-27,PASS,PASS,PASS,s.n.,PASS,N/A,no type status,PASS,N/A,PASS,PASS,27/7 1907,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,England,N/A,N/A,N/A,PASS,[precise locality unknown],N/A,0000-00-00,N/A,PASS,PASS,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,N/A,s.d.,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,N/A,PASS,PASS,N/A,N/A,PASS,Gorge de Jeret,N/A,1878-00-00,N/A,PASS,PASS,s.n.,N/A,N/A,no type status,N/A,N/A,PASS,PASS,1878,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,England,Sussex,N/A,N/A,Pogonatum urnigerum,PASS,N/A,PASS,N/A,PASS,1096014,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,N/A,PASS,Pogonatum urnigerum,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,PASS,PASS,PASS,N/A,N/A,PASS,PASS,N/A,PASS,PASS,PASS,PASS,s.n.,PASS,N/A,no type status,PASS,N/A,N/A,N/A,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,PASS,PASS,N/A,PASS,PASS,N/A,PASS,PASS,Handwritten,1058477,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,N/A,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,C. Müller,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,no type status,C. Müller Frib.,N/A,PASS,etwa 1250 m s. m.,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,PASS,In declivis graminosis silvaticis,PASS,PASS,PASS,N/A,1946-05-00,PASS,Typed,1270015,PASS,PASS,N/A,no type status,PASS,N/A,N/A,ca 580 m,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Scotland,N/A,N/A,PASS,PASS,[precise locality unknown],N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,no type status,PASS,N/A,PASS,N/A,PASS,Pogonatum urnigerum,N/A
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,Philippe,PASS,N/A,N/A,N/A,PASS,PASS,N/A,0000-00-00,N/A,PASS,1058446,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,N/A,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Germany,N/A,N/A,N/A,PASS,PASS,N/A,PASS,N/A,PASS,PASS,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,N/A,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,C. Jensen,Denmark,Sjælland,PASS,PASS,PASS,PASS,N/A,1901-10-25,PASS,PASS,PASS,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,N/A,25/10 1901,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,N/A,N/A,N/A,PASS,PASS,N/A,PASS,N/A,PASS,1058475,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,N/A,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,N/A,PASS,N/A,PASS,1058481,PASS,N/A,N/A,no type status,PASS,N/A,N/A,N/A,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,G. E. Hunt,SCOTLAND,N/A,N/A,PASS,PASS,PASS,N/A,PASS,N/A,PASS,1182976,s.n.,N/A,N/A,no type status,ex herb. George E. Hunt,N/A,PASS,N/A,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,1976-07-18,PASS,Mix of Handwritten and Typed,PASS,PASS,PASS,N/A,no type status,PASS,N/A,N/A,PASS,Le 18.07.1976,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,M. Onraedt,PASS,PASS,talus forestier,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,N/A,no type status,M. Onraedt,N/A,PASS,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,PASS,N/A,N/A,Pogonatum urnigerum,[precise locality unknown],N/A,PASS,N/A,PASS,PASS,s.n.,PASS,N/A,no type status,PASS,N/A,N/A,N/A,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,N/A,PASS,PASS,PASS,PASS,PASS,N/A,PASS,no type status,PASS,N/A,N/A,N/A,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,1862-10-17,Degerfelden,PASS,1054981,PASS,N/A,N/A,no type status,PASS,N/A,N/A,N/A,17. October 1862,Pogonatum urnigerum (L.) Pal. Beauv.,An einem Waldrande auf dem rothen Sandsteinbruche oberhalb Degerfelden
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,N/A,1862-09-00,PASS,PASS,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,N/A,September 1862,Pogonatum urnigerum (L.) Pal. Beauv.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,C. Jensen,Denmark,Zealand,sandy soil,C. Jensen,PASS,PASS,N/A,1904-11-21,N/A,Typed,N/A,104,N/A,N/A,no type status,PASS,N/A,N/A,N/A,"November 21, 1904",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,P. Allorge,Spain,Navarra,PASS,PASS,PASS,PASS,N/A,PASS,N/A,Typed,PASS,PASS,N/A,N/A,no type status,P. Allorge,N/A,PASS,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,PASS,N/A,N/A,PASS,PASS,N/A,PASS,N/A,Typed,PASS,PASS,N/A,N/A,no type status,PASS,N/A,N/A,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,S. Churchill,BOLIVIA,Chuquisaca,PASS,S. Churchill,PASS,PASS,N/A,2004-05-12,N/A,Typed,PASS,22853,Belisario Boeto,H. Huaylla | R. Lozano | M. Serrano,no type status,PASS,"18°43'43""S 64°29'07""W",Jun 2004,2740 m,12 May 2004,Neckera scabridens C. Müller,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,Pernambuco,PASS,G. P. Lewis,PASS,PASS,N/A,2007-06-23,PASS,Mix of Handwritten and Typed,PASS,PASS,PASS,PASS,no type status,PASS,PASS,12.2012,PASS,23/VI/2007,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,I. Kukkonen,AUSTRALIA,Queensland,PASS,J. Sarvela,PASS,PASS,N/A,1981-09-13,N/A,PASS,PASS,11003,Atherton Tableland,N/A,no type status,PASS,N/A,1982,N/A,13. Sept. 1981,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,Guanabara,PASS,A. P. Duarte,PASS,PASS,N/A,1960-09-07,PASS,PASS,K001046329,PASS,N/A,N/A,no type status,PASS,N/A,23.9.60,N/A,7.9.60,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,W. Hoehne,PASS,São Paulo,N/A,M. Kuhlmann,PASS,PASS,N/A,PASS,PASS,PASS,PASS,10228,N/A,N/A,no type status,W. Hoehne,N/A,N/A,PASS,PASS,Cestrum corymbosum Schlecht.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,H. Eggert,PASS,Illinois,N/A,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,s.n.,N/A,N/A,no type status,PASS,N/A,N/A,N/A,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,I. Kukkonen,Ethiopia,PASS,PASS,J. Sarvela,PASS,PASS,N/A,1982-11-08,N/A,PASS,PASS,12608,N/A,N/A,no type status,Ilkka Kukkonen 12608,PASS,PASS,PASS,8.XI.1982,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,PASS,PASS,PASS,Occurring on the banks of a stream on a substrate of sand and shingle,PASS,PASS,PASS,N/A,2012-03-23,PASS,PASS,E00570050,PASS,PASS,PASS,HOLOTYPE,PASS,PASS,PASS,360 m,PASS,Mimulus peregrinus sp. nov.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,United Kingdom,Surrey,N/A,PASS,PASS,PASS,N/A,1902-08-09,N/A,Mix of Handwritten and Typed,PASS,PASS,N/A,N/A,no type status,PASS,PASS,N/A,N/A,Aug. 9th 1902,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,B. Van de Vijver,PASS,PASS,macchia-shrub with Cistus and Pinus,PASS,PASS,PASS,N/A,2007-04-25,PASS,Mix of Handwritten and Typed,PASS,s.n.,N/A,N/A,no type status,PASS,N/A,PASS,N/A,25/04/2007,Ophrys oestrifera subsp. garganensis Van de Vijver & W. Van Looken,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,G. Hatschbach,Brazil,PASS,PASS,PASS,PASS,PASS,N/A,1968-11-09,PASS,PASS,K001207911,20590,PASS,N/A,no type status,PASS,PASS,971,N/A,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,J. J. de Wilde,Gabon,N/A,PASS,N/A,PASS,PASS,N/A,1991-01-22,N/A,Typed,K000263710,10130,N/A,PASS,ISOTYPE,PASS,PASS,N/A,PASS,22-1-1991,Rhynchosia gabonensis Jongkind,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,W. Suksdorf,United States,WASHINGTON,PASS,PASS,PASS,PASS,N/A,1926-08-03,Bingen,Typed,PASS,12045,PASS,N/A,no type status,WILHELM SUKSDORF,N/A,PASS,N/A,PASS,Solanum triflorum Nutt.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,J. F. Macbride,PERU,N/A,PASS,F. A. Michelangeli,PASS,PASS,1923-09-01,1923-08-27,PASS,PASS,PASS,5234,PASS,N/A,PASS,COLL. J. FRANCIS MACBRIDE,N/A,20.08,ABOUT 4000 FEET,"AUG. 27-SEPT. 1, 1923",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,PASS,X. Cornejo,ECUADOR,Manabí,PASS,PASS,PASS,PASS,N/A,1997-10-27,PASS,PASS,B 10 0375227,5822,N/A,C. Bonifaz,ISOTIPO,PASS,PASS,PASS,PASS,"Oct. 27, 1997",PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,1887-04-02,N/A,Mix of Handwritten and Typed,B 10 0185601,s.n.,N/A,N/A,no type status,M. l'Abbé DELAVAY,N/A,N/A,N/A,PASS,Gentiana albescens Franch.,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,Venezuela,PASS,PASS,PASS,PASS,PASS,PASS,1993-04-16,N/A,Mix of Handwritten and Typed,B 10 0030508,3685,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,Sarawak,PASS,PASS,Mallotus paniculatus,Base of Gunung Pueh,N/A,1988-12-21,N/A,Typed,PASS,283,PASS,N/A,no type status,PASS,N/A,PASS,PASS,21.12.1988,Mallotus paniculatus,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,M. Jacobs,PASS,Sarawak,PASS,N/A,PASS,PASS,N/A,1958-08-01,N/A,Typed,PASS,PASS,PASS,N/A,no type status,M. JACOBS,PASS,N/A,PASS,PASS,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,P. J. M. Maas,Brazil,Espírito Santo,"High forest, on brown sand; vegetation with many Palmae and terrestrial and epiphytic Bromeliaceae",P. J. M. Maas,PASS,PASS,N/A,1999-02-16,PASS,Typed,B 10 0030420,8833,Santa Teresa,PASS,Isotype,"P. J. M. & H. Maas, L. Kollmann",19°58'S 40°32'W,PASS,800 m,16 Feb 1999,PASS,PASS
sonnet-3.5_gpt-4o-cropped_gpt-4o-collage,N/A,PASS,PASS,PASS,N/A,H. Manitz,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,2007,PASS,PASS,PASS,PASS
