Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,substrate,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
0116_C0363828F.jpg,T. G. Yuncker,T.G. Yuncker,N/A,"17,429","Nov. 17, 1957",1957-11-17,N/A,Lycopodium cernuum L.,Lycopodium cernuum L.,N/A,N/A,N/A,Jamaica,St. Andrew,N/A,N/A,"Scrambling over side of cut, along trail near Bellevue.",trail near Bellevue,Scrambling over side of cut,,Alt. 3000-4000 ft.,N/A,1482756,Typed,no type status
0117_C0363985F.jpg,Carvalho 2092,Carvalho,N/A,2092,25-IV-1986,1986-04-25,N/A,Lycopodiella cernua (L.) Pic.-Serm.,Lycopodiella cernua (L.) Pic.-Serm.,J. Fernandez Casas,1991,N/A,Equatorial Guinea,Bioko,Malabo - Basile,N/A,"Bioko: Malabo - Basile, km 13, cerca de Basile, 32NMK7870",Km 13 near Basile,Margins of the road,,390 m,32NMK7870,2201362,Typed,no type status
0118_C0363442F.jpg,Henk van der Werff 11699,H. van der Werff,N/A,11699,12 June 1990,1990-06-12,1990-06-12,Diplazium amlwille (Endl.) Bedd.,Diplazium amlwille (Endl.) Bedd.,N/A,N/A,N/A,Australia,Queensland,N/A,N/A,"Boonjee logging area, at base of Mt. Bartle Frere","Boonjee logging area, at base of Mount Bartle Frere",Rainforest,,N/A,145°43' E 17°25' S,N/A,Typed,no type status
0119_C0378283F.jpg,M. Togawa & K. Iwatsuki,M. Togawa,K. Iwatsuki,11550,"July 28, 1956",1956-07-28,N/A,Diplazium umbilicatum (Mett.) Tagawa,Diplazium umbilicatum (Mett.) Tagawa,N/A,N/A,N/A,Japan,Kagoshima,N/A,N/A,"Kyushu. Pref. Kagoshima: western slope of Mt. Koyahsi, south of Kanoya City","Western slope of Mount Koyahsi, south of Kanoya City",Wet rocky slope in densely wooded ravine,,N/A,N/A,N/A,Typed,no type status
0120_C0364726F.jpg,W. Takeuchi & J.B. Malingtau,W. Takeuchi,J.B. Malingtau,3665,"February 5, 1994",1994-02-05,1994-02-05,Blechnum induratum Brause,Blechnum induratum Brause,N/A,N/A,N/A,Papua New Guinea,New Ireland,N/A,Hans Meyer Range,"Camp Mendol, Hans Meyer Range, Site 4 on the expedition report","Camp Mendol, Hans Meyer Range","Hygropetric rainforest, forest dominated by bryophytes and fern growth",,c. 1800 m,4°25'S x 152°39'E,02702684-A,Typed,no type status
0121_C0366013F.jpg,Tagawa & Iwatsuki 886,M. Tagawa,K. Iwatsuki,886,"May 20, 1956",1956-05-20,N/A,Dryopteris crassirhizoma Nakai,Dryopteris crassirhizoma Nakai,N/A,N/A,N/A,Japan,N/A,N/A,N/A,Sheet #2,[precise locality unknown],N/A,,N/A,N/A,N/A,Typed,no type status
0122_C0366453F.jpg,J. Ohwi,J. Ohwi,N/A,s.n.,April 1951,1951-04-00,1951-04-00,Polystichum tripteron Frasl,Polystichum tripteron Frasl,N/A,N/A,N/A,Japan,Honshu,N/A,"Jumoji, In Sengami",Honshu: Jumoji; In Sengami,"Honshu, Jumoji, In Sengami",N/A,,N/A,N/A,1464206,Typed,no type status
0123_C0364207F.jpg,Father M. Vanoverbergh,M. Vanoverbergh,N/A,3591,April 13,0000-04-13,N/A,Asplenium contiguum Kaulf.,Asplenium contiguum Kaulf.,N/A,N/A,N/A,Philippines,Luzon,Bontoc Subprovince,N/A,"Bontoc Subprovince, Luzon",[precise locality unknown],N/A,,N/A,N/A,393429,Typed,no type status
0124_C0376117F.jpg,R.B & A.J.Faden,R.B. Faden,A.J. Faden,77/53,5 Jan. 1977,1977-01-05,N/A,Pyrossia lanceolata (L.) Farw. det. D.B. Lellinger 1979,Pyrossia lanceolata (L.) Farw.,D.B. Lellinger,1979,N/A,Sri Lanka,Central Province,Kandy,N/A,"North Western Province, Kurunegala District, Doluwa, Uskavanda Hill, ca.","North Western Province, Kurunegala District, Doluwa, Uskavanda Hill",Forest,,ca. 600 m,N/A,2014294,Typed,no type status
0125_C0377881F.jpg,"Albert N. Steward, C. Y. Chiao, H. C. Cheo",A.N. Steward,"C.Y. Chiao, H.C. Cheo",3444,"Sept. 6, 1931",1931-09-06,1931-09-06,"Dryopteris squamiseta T. Moore in partly burning slopes, Soil black",Thelypteris squamiseta (Hook.) Ching,N/A,N/A,N/A,China,Kweichow Province,N/A,N/A,"Tso Yieng Shan, To Yo Hsien","Tso Yieng Shan, To Yo Hsien","In partly burning slopes, Soil black",,alt. 880 m.,N/A,779919,Typed,no type status
0126_C0382365F.jpg,Julie F. Barcelona,J.F. Barcelona,N/A,48,Nov.—1989.,1989-11-00,1989-11-00,Selaginella cf. nipponica,Selaginella cf. nipponica,J.F. Barcelona,Nov. —1989.,N/A,Philippines,N/A,N/A,N/A,"Visayas, Panay Isl., Antique Prov., Culasi, Northwest Panay Peninsula, Mataas na Gulod","Northwest Panay Peninsula, Mataas na Gulod","Igba-o, shaded & moist areas",,N/A,N/A,PNH n. 190235,Typed,no type status
0127_C0368029F.jpg,L. & A. Fay,L. Fay,A. Fay,1206,11 Apr 1985,1985-04-11,N/A,Drynaria laurentii (Christ.) Hieron.,Drynaria laurentii (Christ.) Hieron.,N/A,N/A,N/A,Liberia,N/A,N/A,N/A,Cuttington University College,Cuttington University College,"On tree trunk about 10' from ground; common in groves of rubber trees, on trunks.",,Alt. 250 m.,N/A,N° 2111378,Typed,no type status
0128_C0356535F.jpg,H. St. John,H. St. John,N/A,16662,"Aug. 26, 1934",1934-08-26,N/A,Humata banksii Alston,Humata banksii Alston,E. B. Copeland,N/A,N/A,Austral Islands,Raivavae,N/A,N/A,"Northwest slope of Teie, Teit woods","Northwest slope of Teie, Teit woods","Epiphytic on mossy tree limb, in woods",,350 meters,N/A,1435764,Typed,no type status
0129_C0383576F.jpg,T. G. Yuncker,T.G. Yuncker,N/A,"18,561","Mar. 30, 1958",1958-03-30,N/A,Selaginella plana (Div.) Hieron.,Selaginella plana (Div.) Hieron.,N/A,N/A,N/A,Jamaica,Portland,N/A,N/A,"On wet embankment along trail, rain forest, John Crow Mts., 1.5-2 miles southwest of Ecclesdown.","On wet embankment along trail, rain forest, John Crow Mountains, one and a half to two miles southwest of Ecclesdown",Rain forest,,Alt. 1500-2500 ft.,N/A,1481955,Typed,no type status
0130_C0383180F.jpg,A. Carissi,A. Carissi,N/A,s.n.,1871,1871-00-00,1871-00-00,Lycopodium complanatum L.,Lycopodium complanatum L.,Joan H. Wllce,1962,N/A,Italy,N/A,N/A,Valaisen,Salita alla boscarela presso Sozzello in Valaisen 1871,Salita alla boscarela near Sozzello in Valaisen,Salita alla boscarela presso Sozzello in Valaisen 1871,,N/A,N/A,N/A,Typed,no type status
0131_C0358423F.jpg,G.J. Chamberlain,G.J. Chamberlain,N/A,s.n.,"Oct. 15, 1911",1911-10-15,1911-10-15,Trichomanes reniforme,Trichomanes reniforme,N/A,N/A,N/A,New Zealand,N/A,N/A,Ohakune,Ohakune,Ohakune,N/A,,N/A,N/A,1407795,Typed,no type status
0132_C0662992F.jpg,"R.L. Dunn, H.A. Hespenheide, D.R. Wiseman",R.L. Dunn,"H.A. Hespenheide, D.R. Wiseman",815,2 August 1964,1964-08-02,N/A,Cnemidaria grandifolia (Willd.) Proctor var. grandifolia,Cnemidaria grandifolia var. grandifolia,R.L. Wilbur,1966,N/A,Dominica,St. Paul,N/A,N/A,Disturbed rainforest in the upper Layou Valley about 2 miles from Clarke Hall towards Pont Cassé.,Disturbed rainforest in the upper Layou Valley about two miles from Clarke Hall towards Pont Cassé,Common fern with trunk 2 dm high. Fronds 2 m. long,,N/A,N/A,1670026,Typed,no type status
0133_C0377971F.jpg,R.B.A. Jayasundera,R.B.A. Jayasundera,N/A,s.n.,2 Jan 1977,1977-01-02,1977-01-02,Thelypteris,Trigonospora thwaitesii (Bedd.) Holttum,N/A,N/A,N/A,Sri Lanka,Central Province,Nuwara Eliya District,N/A,between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road,Between mile posts 46/3 and 46/4 on Nuwara Eliya-Kandy road,Shady moist bank near stream,,ca 1950 m,"6°59'50"" 80°45'E",N/A,Typed,no type status
0134_C0272257F.jpg,leg. H. et P. Sydow,H. Sydow,P. Sydow,s.n.,14. 8. 1903.,1903-08-14,N/A,"Entyloma crastophilum Sacc. Michelia I, p. 540; Sacc. Syll. VII, p. 491.",Entyloma crastophilum Sacc.,N/A,N/A,N/A,Germany,Sachsen,N/A,Schmilka,"am ""Grossen Winterberge"" Zweisel bei Schmilka.",am Grossen Winterberge Zweisel near Schmilka,Auf Blättern von Holcus lanatus.,,N/A,N/A,C0272257F,Typed,no type status
0135_C0272323F.jpg,"O. Mattirolo, comm. G. Lagerheim",O. Mattirolo,N/A,s.n.,27/9 1895,1895-09-27,1895-09-27,Neovossia Moliniae (Thüm.) Körn.,Neovossia Moliniae (Thüm.) Körn.,N/A,N/A,N/A,Italy,Como,N/A,Rodero,"Rodero, prov. Como in ovarii Moliniae coerulae",ovaries of Molinia coerulae,N/A,,N/A,N/A,C0272323F,Typed,no type status
0136_C0272329F.jpg,"Richard W. Pohl, Gerrit Davidse",R.W. Pohl,G. Davidse,11146,25 September 1968,1968-09-25,1968-09-25,Oplismenus setarius (Lam.) Roem. & Schult.,Oplismenus setarius (Lam.) Roem. & Schult.,N/A,N/A,N/A,Costa Rica,Puntarenas,N/A,N/A,5 KM NW of the Carretera Interamericana in Boruca area,5 kilometers northwest of the Carretera Interamericana in Boruca area,Carpeting the ground at the margin of forest and savanna,,elev. 450 m.,N/A,C0272329F,Typed,no type status
0137_C0272400F.jpg,E. W. D. Holway,E.W.D. Holway,N/A,s.n.,"Aug. 8, 1901",1901-08-08,1901-08-08,"Tuburcinia Clintoniae, Kom. 1899: Fungi Rossiae, p. 260. On Streptopus rosens.",Tuburcinia Clintoniae,N/A,N/A,Streptopus rosens.,Canada,British Columbia,N/A,N/A,"Glacier, Brit. Columbia","Glacier, British Columbia",N/A,,N/A,N/A,C0272400F,Typed,no type status
0138_C0272404F.jpg,F. Bubak,F. Bubak,N/A,s.n.,Majo,1900-05-00,1900-05-00,Tuburcinia anemones (Pers.) Lirol.,Tuburcinia anemones (Pers.) Lirol.,N/A,N/A,Anemones nemorosae,Czech Republic,Bohemia,N/A,Poděbrady,ad folia viva Anemones nemorosae ad Poděbrad,ad folia viva Anemones nemorosae ad Poděbrad,N/A,,N/A,N/A,CO272404F,Typed,no type status
0139_C0272225F_%201.jpg,Harold E. Parks and Joseph P. Tracy,H.E. Parks,J.P. Tracy,13207,"June 3, 1934",1934-06-03,N/A,Exobasidium Vaccinii (Fuckl.) Wor.,Exobasidium Vaccinii (Fuckl.) Wor.,N/A,N/A,Vaccinium ovatum Pursh,United States,California,Humboldt,Trinidad,Trinidad,Trinidad,N/A,,N/A,N/A,C0272225F,Typed,no type status
0140_C0272229F_%201.jpg,Lee Bonar,L. Bonar,N/A,s.n.,21 August 1954,1954-08-21,1954-08-21,Exobasidium Vaccinii (Fckl.) Wor.,Exobasidium Vaccinii (Fckl.) Wor.,N/A,N/A,Arctostaphylos patula Greene.,United States,California,Shasta County,N/A,"Manzanita Lake, Lassen National Park, Shasta County.","Manzanita Lake, Lassen National Park",N/A,,N/A,N/A,C0272229F,Typed,no type status
0141_C0272218F_%201.jpg,H. E. Parks and J. P. Tracy,H. E. Parks,J. P. Tracy,s.n.,"Sept. 15, 1930",1930-09-15,1930-09-15,"Exobasidium Vaccinii (Fckl.) Wor. Host, Arbutus Menziesii Pursh.",Exobasidium Vaccinii (Fckl.) Wor.,N/A,N/A,Arbutus Menziesii Pursh.,United States,California,Humboldt County,N/A,"Kneeland, Bald Hills","Kneeland, Bald Hills",[precise locality unknown],,N/A,N/A,C0272218F,Typed,no type status
0142_C0003693F.jpg,H.K.,H.K.,N/A,68/641,5.VII.1968,1968-07-05,1968-07-05,Crucibulum laeve (Huds.) Kambly,Crucibulum laeve (Huds.) Kambly,N/A,N/A,"Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus, etc.",New Zealand,Coromandel Peninsula,N/A,Kaueranga Valley,"Kaueranga Valley, Coromandel Peninsula, N.Z.","Kaueranga Valley, Coromandel Peninsula","In humus unter Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus, etc.",,N/A,N/A,1017207,Typed,no type status
0143_C0004429F.jpg,Singer,N/A,N/A,"""B 7463""",14 V 1973,1973-05-14,1973-05-14,HYDROCYBE DIMORPHOBASIDIATA Sing. ,N/A,N/A,N/A,N/A,Ecuador,Napo,N/A,N/A,Lago Agrio,Lago Agrio,N/A,,N/A,N/A,1017827,Typed,TYPE
0144_C0004430F.jpg,Singer M0517,R. Singer,N/A,M0517,23 II 1988,1988-02-23,N/A,"HYDROCYBE FUEGIANA Sing ( = H. rosea, sensu Horak)",HYDROCYBE FUEGIANA Sing,N/A,N/A,"Sphagnum spec., Rubus geoides",Argentina,Tierra del Fuego,Departamento Ushuaia,N/A,"va. road Ushuaya-Lago Fagnano, SW of higheest point","road Ushuaya-Lago Fagnano, southwest of highest point",Gregarious in bog margin with Sphagnum species and Rubus geoides,,N/A,N/A,F1075922,Typed,Holotype
0145_C0209265F_3143.jpg,P. Ponce de Leon,P. Ponce de Leon,N/A,s.n.,"September 21, 1978",1978-09-21,1978-09-21,Amanita,Amanita,N/A,N/A,N/A,United States,Alaska,N/A,N/A,"At or above timberline, windswept slopes of mountains about 20-30 miles north of Mt. McKinley, with mosses, lichens, Vaccinium spp. and other Ericads.","At or above timberline, windswept slopes of mountains about 20-30 miles north of Mt. McKinley","With mosses, lichens, Vaccinium spp. and other Ericads.",,N/A,N/A,F 1075812,Typed,no type status
0146_C0225578F_7209.jpg,P. Ponce de Leon,P. Ponce de Leon,N/A,303,"September 21, 1978",1978-09-21,1978-09-21,Lycoperdon,Lycoperdon,N/A,N/A,N/A,United States,Alaska,N/A,N/A,"At or above timberline, windswept slopes of mountains 20-30 miles north of Mt. McKinley","At or above timberline, windswept slopes of mountains 20-30 miles north of Mount McKinley","Cream color. On high slopes above timberline. With mosses, lichens, Vaccinium spp. and other Ericads.",,N/A,N/A,F:1074604,Typed,no type status
0147_C0227005F_7903.jpg,P. Ponce de Leon,P. Ponce de Leon,N/A,267,"September 20, 1978",1978-09-20,N/A,No. 267. (Agaricaceae),N/A,N/A,N/A,"Albies, Prunus, Betula, Alnus species",United States,Alaska,N/A,N/A,"Boggy area south of Yukon, just below the Chatanika River, about 25 miles north of Fairbanks, Alaska.","Boggy area south of Yukon, just below the Chatanika River, about 25 miles north of Fairbanks","In hummocks composed of grasses, lichens, mosses and Ericads, under Albies, Prunus, Betula and Alnus species",,N/A,N/A,F 1075800,Typed,no type status
0148_C0237407F_12659.jpg,Leg. Chr. King,C. King,N/A,s.n.,1988,1988-00-00,1988-00-00,Psilocybe muliercula Sing. & Smith,Psilocybe muliercula Sing. & Smith,Singer,N/A,N/A,New Zealand,South Island,N/A,N/A,N/A,[precise locality unknown],N/A,,N/A,N/A,C0237407F,Typed,no type status
0149_C0275073F.jpg,PAUL C. STANDLEY,P.C. Standley,N/A,82917,"JAN. 9, 1941",1941-01-09,1941-01-09,Phoradendron vitis (Humb.) Spreng. On Vitis tiliifolia H. & B.,Phoradendron vitis (Humb.) Spreng.,N/A,N/A,Vitis tiliifolia H. & B.,Guatemala,Huehuetenango,N/A,San Rafael Petzal,"Near crossing of Río San Juan Ixtán, east of San Rafael Petzal","Near crossing of Rio San Juan Ixtan, east of San Rafael Petzal",N/A,,alt. about 1730 m.,N/A,The Field Museum (F) C0275073F,Typed,no type status
0150_C0275088F.jpg,PAUL C. STANDLEY,P.C. Standley,N/A,86140,"FEB. 5, 1941",1941-02-05,1941-02-05,Mainmia rubi (Sied. & Holw.) Jacks. O.I. II :III On Rubus eriocarpus Liebm.,Gervasía,Arthur,N/A,Rubus eriocarpus Liebm.,Guatemala,Quetzaltenango,N/A,N/A,"Dept. Quetzaltenango: Oak-pine forest, above Los Vahos, Cerro Quemado","Oak-pine forest, above Los Vahos, Cerro Quemado",Oak-pine forest,,alt. 2900–3000 m.,N/A,C0275088F,Mix of Handwritten and Typed,no type status
0151_C0291873F.jpg,E. W. D. Holway,E.W.D. Holway,N/A,27,"Jan. 27, 1915",1915-01-27,N/A,Ravenelia appendiculata Lagerh. & Diet. on Phyllanthus sp.,Ravenelia appendiculata Lagerh. & Diet.,E.B. Mains,s.d.,Phyllanthus sp.,Guatemala,Sololá,N/A,Sololá,"Sololá, Guatemala","Sololá, Guatemala",N/A,,N/A,N/A,C0291873F,Typed,no type status
0152_C0264367F.jpg,W.G. Bramley,W.G. Bramley,N/A,s.n.,s.d.,00-00-00,00-00-00,Nectria cinnabarina (Tode ex Fr.) Fr. with Tubercularia vulgaris,Nectria cinnabarina (Tode ex Fr.) Fr.,T. Petch,10 Jan. 1938,Tubercularia vulgaris,United Kingdom,England,Yorkshire,Bolton Percy,"Bolton Percy, Yorkshire","Bolton Percy, Yorkshire",On Crataegus,,N/A,N/A,C0264367F,Typed,no type status
0153_C0095081F.jpg,H. Imshaug & K. Ohlsson,H. Imshaug,K. Ohlsson,49793,9 October 1971,1971-10-09,1971-10-09,Xanthoparmelia mougeotii (Schaer.) Hale,Xanthoparmelia mougeotii (Schaer.) Hale,N/A,N/A,"Anthobryum, Berberis",Chile,Magallanes,N/A,N/A,Scattered Anthobryum and Berberis on low hill near Primera Angostura,on low hill near Primera Angostura,N/A,,N/A,"52° 27' S., 69° 36' W.",N/A,Typed,no type status
0154_C0095120F.jpg,W. L. Culberson & R. Ornduff,W. L. Culberson,R. Ornduff,22493,"September 3, 1998",1998-09-03,1998-09-03,"Xanthoria parietina (L.) Th.Fr. in N. Acta Reg. Soc. Sc. Upsal., ser. 3, 3:67. 1861.",Xanthoria parietina (L.) Th.Fr.,W. L. Culberson,N/A,Zyophyllum sp.,South Africa,Western Cape,N/A,N/A,"15 km SE of Oudtshoorn, on the road above Blossoms.","15 kilometers southeast of Oudtshoorn, on the road above Blossoms",On twigs of Zyophyllum sp.,,N/A,N/A,N/A,Typed,no type status
0155_C0090513F.jpg,HENRY A. IMSHAUG & FREDERICK H. IMSHAUG,H.A. Imshaug,F.H. Imshaug,31340,21 September 1963,1963-09-21,N/A,Bamblyliospora chloritis (Nyl.) Zahlbr.,Bamblyliospora chloritis (Nyl.) Zahlbr.,N/A,N/A,N/A,Tobago,N/A,N/A,N/A,"Main Ridge along ""Mt. St. George - Castara Track"" (near Castara)",Main Ridge along Mt. St. George - Castara Track near Castara,Scattered cultivations in clearings of rain forest,,ca. 1200 ft.,N/A,N/A,Typed,no type status
0156_C0053622F.jpg,Edward M. Wheeler,E.M. Wheeler,N/A,s.n.,7 Jan 1989,1989-01-07,1989-01-07,Buellia bahiana Malme on Ilex glabra,Hafellia bahiana (Malme) Sheard,R.J. Salm,20 August 2019,Ilex glabra,United States,Florida,Polk County,N/A,"POLK COUNTY: Tiger Creek Preserve, just to right of Wakeford Road Entrance","Tiger Creek Preserve, just to right of Wakeford Road Entrance",N/A,,N/A,N/A,N/A,Typed,no type status
0157_C0052970F.jpg,Shirley Tucker,S. Tucker,N/A,16863,"March 17, 1977",1977-03-17,N/A,Buellia punctata (Hoffm.) Mass.,Amandinea punctata (Hoffm.) Coppins & Scheid.,R. J. Salm,3 July 2019,Taxodium,United States,Louisiana,St. Tammany Parish,N/A,"Fontainebleau State Park, north shore of Lake Pontchartrain","Fontainebleau State Park, north shore of Lake Pontchartrain",Common on Taxodium,,N/A,"30°20'N, 90°03'W",N/A,Typed,no type status
0158_C0090117F.jpg,H. T. Lumbsch,H.T. Lumbsch,N/A,10566 b,14.7.1994,1994-07-14,1994-07-14,Acarospora,Acarospora,N/A,N/A,N/A,USA,Arizona,Gila Co.,San Carlos,"San Carlos Lake, E exposed slopes above dam, just N of Coolidge","San Carlos Lake, east exposed slopes above dam, just north of Coolidge",On siliceous rocks,,N/A,"33°11'N, 110°32'W",N/A,Typed,no type status
0159_C0090150F.jpg,"N. Hladun, H.T. Lumbsch & A. Henssen",N. Hladun,H.T. Lumbsch & A. Henssen,925d,1983/05/24,1983-05-24,N/A,Acarospora,Acarospora,N/A,N/A,N/A,Spain,Catalunya,Prov. Gerona,Torroella de Fluvia,"Les Torruelles, bei Torroella de Fluvia, auf Granitfelsen im Kalkfadmoor","Les Torruelles near Torroella de Fluvia, on granite rocks in the limestone peat bog",N/A,,N/A,N/A,N/A,Typed,no type status
0160_C0090526F.jpg,H.T. Lumbsch,H.T. Lumbsch,N/A,8890,10.5.1983,1983-05-10,1983-05-10,Bellemerea,Bellemerea,N/A,N/A,N/A,Italy,South Tyrol,N/A,N/A,"Italien, Südtirol, Vinschgau, Gomagoi, E des Ortes. An Silikatgestein.","Italy, South Tyrol, Vinschgau, Gomagoi, east of the place on silicate rock",On silicate rock,,N/A,N/A,N/A,Typed,no type status
0161_C0090341F.jpg,"T. Feuerer, H. Hertel & H. Kilias",T. Feuerer,H. Hertel & H. Kilias,282,12.X.1977,1977-10-12,1977-10-12,Buellia schaerereri DNOT.,Buellia schaerereri DNOT.,N/A,N/A,N/A,Italy,Südtirol,N/A,N/A,"Dolomiten, Rosengarten-Gruppe Purtschellerhaus-Tal (on the road between Nigerepass and Tiers), near the deviation of the path into Tschamin-Tal at Rungun, 1220 m (meters)","Dolomites, Rosengarten Group Purtschellerhaus-Tal (on the road between Nigerepass and Tiers), near the deviation of the path into Tschamin-Tal at Rungun",Sparse larch stand on alpine meadowland. On the trunk base and on slightly sloping stems of European larch (Larix decidua) in abundance,,1220 m,N/A,N/A,Typed,no type status
0162_C0095075F.jpg,Henry A. Imshaug,H.A. Imshaug,N/A,60155,3 October 1976,1976-10-03,1976-10-03,Xanthoria fallax (Hepp) Arn.,Xanthoria fallax (Hepp) Arn.,N/A,N/A,on Acer,United States,Michigan,Chippewa County,Drummond Island,"CHIPEWA COUNTY (DRUMMOND ISLAND): Along road at Drummond airport, Sec. 25, T. 42 N., R. 5 E.","Along road at Drummond airport, Section 25, Township 42 North, Range 5 East",N/A,,N/A,46° 01' N and 83° 44' W,N/A,Typed,no type status
0163_C0055249F.jpg,H. Mietzsch,H. Mietzsch,N/A,6246,27.8.1988,1988-08-27,1988-08-27,Baemyces fungoides Sw.,Baemyces fungoides Sw.,N/A,N/A,N/A,Switzerland,Graubünden,N/A,Zernez,"Schweiz, Graubünden, Unterengadin, TK 25: 1218 Zernez, Marangun, Sursaas","Unterengadin, Marangun, Sursaas",Auf Erde,,2150-2300 m alt.,N/A,N/A,Typed,no type status
0164_C0089982F.jpg,H. Mietszsch,H. Mietszsch,N/A,6983,26.8.1989,1989-08-26,1989-08-26,Xanthoparmelia somloensis (Gyelnik) Hale,Xanthoparmelia somloensis (Gyelnik) Hale,N/A,N/A,N/A,Switzerland,Graubünden,N/A,Savognin,"Schweiz, Graubünden, Albula-Tal, TK 25: 1236 Savognin, Straße von Latsch nach Stugl","Albula Valley, TK 25: 1236 Savognin, road from Latsch to Stugl",Locker an Gestein,,1600 m alt.,N/A,N/A,Typed,no type status
0165_C0090059F.jpg,leg. Aino Henssen,A. Henssen,N/A,s.n.,29.8.1971,1971-08-29,1971-08-29,Xanthoria elegans (Link) Th. Fr.,Xanthoria elegans (Link) Th. Fr.,N/A,N/A,N/A,Switzerland,Graubünden,N/A,N/A,"Graubünden, Albula Pass, auf Dolomit",Albula Pass on dolomite,N/A,,2000 m ü.M.,N/A,21 931 a,Typed,no type status
0166_C0095147F.jpg,William L. Culberson,W.L. Culberson,N/A,s.n.,9.VIII.1996,1996-08-09,1996-08-09,Xanthoria polycarpa (Ehrh.) Riebcr,"Polycauliona polycarpa (Hoffmann) Frödén, Arup & Søchting",R.J. Salm,7 July 2019,N/A,USA,Washington,Spokane County,Spokane,"In urbe Spokane, loco Riverside State Park. Ad ramunculos fruticis in Pineto (Pinus ponderosa).",Riverside State Park near the branches of shrubs in a Ponderosa Pine forest,N/A,,N/A,N/A,N/A,Typed,no type status
0167_C0052862F.jpg,G. Follmann,G. Follmann,N/A,s.n.,s.d.,s.d.,s.d.,Abrothallus parmeliarum (SOMM.) ARN. (anam. Vouauxiomyces santessonii HAWKSW.) Patellariaceae,Abrothallus parmeliarum (SOMM.) ARN. (anam. Vouauxiomyces santessonii HAWKSW.),G. Follmann,N/A,N/A,Germany,Rheinland-Pfalz,N/A,N/A,"Deutschland, Rheinland-Pfalz: zerstreut in der Oberinde der Lagerlappen von Hypogymnia physodes (L.) NYL., 450 m, NW – SW, pH 6,0; Heckengürtel am Südfuß des Schwirzheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel","Oberinde der Lagerlappen von Hypogymnia physodes, am Südfuß des Schwirzheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel",zerstreut in der Oberinde der Lagerlappen von Hypogymnia physodes; Heckengürtel,,450 m,N/A,KOELN,Typed,no type status
0168_C0052873F.jpg,H.T. Lumbsch & E. Mietzsch,H.T. Lumbsch,E. Mietzsch,5135 b,24.5.1987,1987-05-24,N/A,Buellia punctata (Hoffm.) Massal.,Amandinea punctata (Hoffm.) Coppins & Scheid.,R.J. Salm,3 July 2019,N/A,Germany,Rheinland-Pfalz,Landkreis Mainz/Bingen,6013 Bingen,TK 25: Ockenheimer Hörnchen,Ockenheimer Hörnchen,An Populus,,N/A,N/A,N/A,Typed,no type status
0169_C0053240F.jpg,N/A,N/A,N/A,MTB5608,9.7.90,1990-07-09,N/A,Aspicilia caesiocinerea Nyl. ex Malbr.,"Circinaria caesiocinerea (Nyl. ex Malbr.) A. Nordin, Savic & Tibell","A. Nordin, Savic, Tibell",3 July 2019,N/A,N/A,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,,450m,N/A,8000,Mix of Handwritten and Typed,no type status
0170_C0053210F.jpg,H.T. Lumbsch & E. Mietzsch,H.T. Lumbsch,E. Mietzsch,5127 a,24.5.1987,1987-05-24,N/A,Aspicilia contorta,"Circinaria contorta (Hoffm.) A. Nordin, Savic & Tibell",R.J. Salm,3 July 2019,N/A,Germany,Rheinland-Pfalz,Landkreis Mainz-Bingen,Ingelheim am Rhein,"BRD, Rheinland-Pfalz, Landkreis Mainz-Bingen, TK 25: 6014 Ingelheim am Rhein, Weg von Gau-Algesheim zum Ockenheimer Hörnchen. An Mörtel.","TK 25: 6014 Ingelheim am Rhein, way from Gau-Algesheim to Ockenheimer Hörnchen on mortar",on mortar,,N/A,N/A,N/A,Typed,no type status
0171_C0090185F.jpg,"H.T. Lumbsch, E. Mietzsch & C.",H.T. Lumbsch,E. Mietzsch & C.,7103 f,19.11.1989,1989-11-19,N/A,Xanthoparmelia conspersa (Ach.) Hale,Xanthoparmelia conspersa (Ach.) Hale,N/A,N/A,N/A,Germany,Hessen,Stadt Wiesbaden,Dotzheim,"TK 25: 5925 Wiesbaden, Dotzheim, Fels am Weilburger Bach. An Silikatgestein",Fels am Weilburger Bach,An Silikatgestein,,N/A,N/A,N/A,Typed,no type status
0172_C0090105F.jpg,H.T. Lumbsch,H.T. Lumbsch,N/A,12159,26.08.2001,2001-08-26,2001-08-26,Arctoparmelia centrifuga,Arctoparmelia centrifuga,N/A,N/A,N/A,Norway,Sogn og Fjordane,N/A,N/A,"NORWEGEN. Sogn og Fjordane. Jotunheimen, alpine Matten an der Straße 55 zwischen Turtegrö und Hervassbu","Jotunheimen, alpine Matten at road 55 between Turtegrö and Hervassbu",Auf Silikatgestein,,1400 m alt.,N/A,N/A,Typed,no type status
