Image,title,Collected by,Secondary Collectors,phylum,family,genus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,identifiedBy,dateIdentified,acceptedScientificName,otherScientificName,scientificName,associatedTaxa,verbatimEventDate,eventDate,country,countryCode,firstPoliticalUnit,secondPoliticalUnit,city,verbatimLocality,locality,habitat,substrate,verbatimElevation,maximumElevationInMeters,minimumElevationInMeters,verbatimCoordinates,decimalLatitude,decimalLongitude,collectionCode,recordNumber,catalogNumber,language,languageRemarks,originalMethod,Type status,occurrenceRemarks,Sex,reproductiveCondition,generalNotes,expeditionFundedBy,generalInformationAboutThePlantSpecimenItself,rawFormat
0146_C2079361F.jpg,Herbarium of Donald Richards,F J Herman,N/A,(Division): Bryophyta,Hypnaceae,Vesicularia,vesicularis,N/A,(Schwaegr.) Broth.,H. Robinson,N/A,Vesicularia vesicularis (Schwaegr.) Broth.,N/A,,N/A,"December 19, 1972",19-12-1972,Colombia,CO,Santander,N/A,N/A,"On base of tree trunk, Parajuitas",Parajuitas,on tree trunk,N/A,ca. 4000 feet,N/A,1219.2 meters,N/A,N/A,N/A,Cryptogamic Herbarium,20519,1099191,N/A,N/A,Typed,no type status,1/4 mile NW Florida,N/A,N/A,Ex Herb Fred J. Hermann #land 1073,N/A,There are multiple plant specimens mounted on a sheet,
0147_C2079362F.jpg,Bryophyta Colombiae,Richard Evans Schultes,N/A,(Division): Bryophyta,Hypnaceae,Vesicularia,vesicularis,N/A,(Schwägr.) Broth.,Dana Griffin III,"December, 1950",Vesicularia vesicularis (Schwägr.) Broth.,N/A,,N/A,"Dec., 1950",December-1950,Colombia,CO,Meta,N/A,Villavicencio,Intendencia del Meta; alrededores de Villavicencio,Surroundings of Villavicencio,N/A,N/A,Alt 500 m,500 meters,500 meters,N/A,N/A,N/A,N/A,11107,1055509,Spanish,The label includes both Spanish and English information.,Mix of Handwritten and Typed,no type status,"Collected in cooperation with Department of Agriculture of the United States and Institute of Natural Sciences (unclear last word, possibly Scientific Research)",N/A,N/A,The identification was performed by Dana Griffin III in December 1950.,United States Department of Agriculture and the Institute of Natural Sciences,"The plant specimen appears to be a small to moderate sized, moss-like plant mounted on a sheet, with no apparent soil.",
0148_C2079715F.jpg,Entodon jamesonii (Tayl.) Mitt.,J.P. Frahm,"P. Geissler, S.R. Gradstein, G. Philippi, W. Schulze-Motel",(Division): Bryophyta,Entodontaceae,Entodon,jamesonii,N/A,(Tayl.) Mitt.,W. Schulze-Motel,4.9.1982,Entodon jamesonii (Tayl.) Mitt.,N/A,,N/A,4.9.1982,04-09-1982,Peru,PE,Amazonas,Chachapoyas,N/A,"Strasse Chachapoyas Cajamarca oberhalb Leimebamba km 417, exponierter Hang, hochandiner Regenwald auf Kalkstein","Road Chachapoyas Cajamarca above Leimebamba km 417, exposed slope, high Andean rainforest on limestone",high Andean rainforest on limestone,N/A,2800 msnm,N/A,2800,N/A,N/A,N/A,Field Museum Natural History Cryptogamic Herbarium,875,1676822,N/A,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,There are multiple plant specimens mounted on a sheet.,
0149_C2079716F.jpg,Chicago Natural History Museum Cryptogamic Herbarium,J. Kenneth Wright,N/A,(Division): Bryophyta,Entodontaceae,Entodon,jamesonii,N/A,(Tayl.) Mitt.,E. Robison,1966,Entodon jamesonii (Tayl.) Mitt.,N/A,,N/A,1 April 1964,01-04-1964,Peru,PE,Amazonas,Province of Chachapoyas,N/A,"Cerros Calla Calla; side km above Leimebamba on the road to Balsas, at San Miguel (no buildings at this locality)","Cerros Calla Calla, near Leimebamba, road to Balsas",N/A,N/A,Altitude 3400 meters,3400,3400,N/A,N/A,N/A,N/A,4806,1042194,English,N/A,Typed,no type status,N/A,N/A,N/A,"""Set of 5. Duplicate: USM, US, NY, MOxU, UC, US""","Seventh Botanical Garden Expedition to the Andes, 1962–1964","There is one plant specimen mounted on a sheet; no presence of soil, sample size appears moderate",
0150_C2079717F.jpg,Flora of Venezuela Bryophytes of the Venezuelan Paramos,Dana Griffin III,N/A,(Division): Bryophyta,Entodontaceae,Entodon,jamesonii,N/A,(Taylor) Broth.,Dana Griffin III,N/A,"According to GBIF (gbif.org), the accepted scientific name is Entodon jamesonii (Taylor) Müller Hal. This aligns with the latest taxonomic treatment. Source: https://www.gbif.org/species/5281561",N/A,,N/A,30. Oct. 1983,30-10-1983,Venezuela,VE,Estado Merida,N/A,N/A,"Páramo de Los Granates, finca de Los Granates, a lo largo del río de Los Granates y en las lomas cercanas.","Páramo de Los Granates, near Los Granates farm, along the Los Granates river and nearby hills","On rock, dry, in shade",Rock,"3,000-3,200 meters",3200,3000,N/A,N/A,N/A,N/A,PV-966,106416,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,"The label mentions ""Collection supported for phase 2 'National Science Foundation, U.S.A. Flora of the Venezuelan Páramos.'""",The specimen appears to be a single plant specimen mounted on a sheet without soil and is moderate in size,
0151_C2079718F.jpg,"Plants of Brazil, State of Minas Gerais",Ynes Mexia,N/A,(Division): Bryophyta,Entodontaceae,Entodon,lindbergii,N/A,Hedw.,Ale. Cortés,N/A,"Entodon lindbergii (I checked using GBIF (https://www.gbif.org/species/2673192) and found no evidence that indicates the name has changed or is regarded as a synonym, therefore Entodon lindbergii seems to be the currently accepted name.)",N/A,,N/A,"April 21, 1931",21-04-1931,Brazil,BR,Minas Gerais,N/A,N/A,"Fazenda do Diamante, Campo ruim",Fazenda do Diamante,Campo ruim,Base of living tree in shade,Alt. 500 meters,N/A,500 meters,N/A,N/A,N/A,Cryptogamic Herbarium Field Museum of Natural History,5677,N/A,English,The original label information is primarily in English,Typed,no type status,N/A,N/A,N/A,"""det. Ale. Cortés""",N/A,"It looks like multiple plant specimens are mounted on a single sheet, without visible soil, and appear to be small in size",
0152_C2079719F.jpg,Herb. Sullivant,Anderson and Crum,N/A,(Division): N/A,(The family in which the taxon is classified): N/A,(The genus in which the taxon is classified): N/A,(The specific epithet of the scientific name): N/A,(The infraspecific epithet of the scientific name): N/A,(The authorship information for the scientific name): N/A,"Mitten, det. Anderson, Jan. 50, Re-det. Crum, Mar. 52","01-01-1950, 01-03-1952",unsure and check,Entodon cladorrhizans Heden.,,N/A,March 1941,01-03-1941 to 31-03-1941,United States,US,North Carolina,N/A,Biltmore,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cryptogamic Herbarium,1023,1078203,English,N/A,"(Handwritten, Typed, Mix of Handwritten and Typed): Mix of Handwritten and Typed",no type status,N/A,N/A,N/A,"Re-det. Crum, March. 52",N/A,There appear to be multiple plant specimens mounted on a sheet; the sample looks small,
0153_C2079720F.jpg,Bryophyta of Bolivia,Marko Lewis,N/A,(Division): Bryophyta,Hypnaceae,Entodon,cladorrhizans,N/A,(Hedw.) Müll. Hal.,M. Buck,N/A,Entodon cladorrhizans (Hedw.) Müll. Hal.,Entodon cf. concinnus (Hook. & Wilson) Paris and E. meiens Buck,,N/A,8 February 1979,08-02-1979,Bolivia,BO,Tarija,N/A,N/A,"DEPTO. TARIJA, PROV. MENDEZPROV. CEROFCAJONPROV. AVILES: Canyon 5 miles southwest of Tablada, SW of Tarija, 316 miles by mi","Canyon 5 miles southwest of Tablada, southwest of Tarija",Bank of creek,N/A,2160 meters,N/A,2160,"21°30' S, 64°50' W",-21.500,-64.833,N/A,79-590,1678758,English,N/A,Typed,No type status,N/A,N/A,N/A,"cf. stands for confer, which means ""compare with"" or ""refer to"". The label suggests the specimen was not definitively identified but was compared to Entodon concinnus and E. meiens.",N/A,There are multiple plant specimens mounted on a sheet; no visible soil; the sample size appears moderate.,
0154_C2079721F.jpg,Bryophyta of Bolivia,Marko Lewis,N/A,(Division): Bryophyta,Hypnaceae,Entodon,cladorrhizans,N/A,(F. Weber & D. Mohr) Müll. Hal.,M. Buck,"1980 (Note: This is an inferred date as the label indicates that M. Buck made the determination in 1980, but it could be a publication or decision year, not a precise identification date; please check)",Entodon cladorrhizans,Entodon nano-climacium (synonym),,N/A,22 March 1979,22-03-1979,Bolivia,BO,La Paz,N/A,Near large red out-crop 2 miles from Sorata down Rio Consata,"DEPTO. LA PAZ, PROV. LARECAJA: Near large red out-crop 2 miles from Sorata down Rio Consata","Near the Rio Consata, in Larecaja Province, Department of La Paz",Very shady ground along a creek in humid shrubs,Ground along creek,2600 meters,2600,2600,"15°41' S, 68°43' W",-15.6833,-68.7167,N/A,79-1220,1687859,N/A,N/A,Typed,no type status,N/A,N/A,N/A,N/A,"Field Museum of Natural History (Note: This is an inference, as the museum is the institution that houses the herbarium; please check)","The specimen appears to be a moderate-sized, single plant specimen mounted on a sheet, with no soil present.",
0155_C2079722F.jpg,Musci: Yale Peruvian Expedition of 1911,Harry Ward Foote,N/A,(Division): Bryophyta,Funariaceae,Entosthodon,fascicularis,N/A,(Hedw.) Müll. Hal.,N/A,N/A,Entosthodon fascicularis (Hedw.) Müll. Hal.,N/A,,N/A,Sept. 3,03-09-1911,Peru,PE,N/A,N/A,San Miguel,On rocks San Miguel,San Miguel,On rocks,Rocks,"13,000 feet",3962.4 meters,3962.4 meters,N/A,N/A,N/A,MUSCI,N/A,N/A,English,N/A,Handwritten,No type status,N/A,N/A,N/A,N/A,Yale Peruvian Expedition of 1911,The herbarium sheet contains a single small moss specimen mounted on paper with no soil present.,
0156_C2079723F.jpg,"Bryophyta of Bolivia,","Marko Lewis,","N/A,","(Division): Bryophyta,","unsure and check,","Entodon,","polycarpus,","N/A,","(unavailable),","M. Buck,","1980,","unsure and check,","N/A,",,"N/A,","1 April 1979,","1979-04-01,","Bolivia,","BO,","La Paz,","Larecaja,","N/A,","Between Abra Huallatani and waterfall at Millipaya,","Between Abra Huallatani and waterfall at Millipaya,","Waterfall ravine, highest extension of shrubs,","N/A,","3780 meters,","N/A,","3780,","15°51' South, 68°39' West,","-15.85,","-68.65,","Cryptogamic Herbarium,","79-1346,","1068868,","English,","N/A,","Typed,","no type status,","N/A,","N/A,","N/A,","The label reads 'cf.' before the genus and species name, which indicates that the identification is uncertain (""cf."" is an abbreviation for the Latin 'confer', meaning 'compare to'),",N/A,"There are multiple plant specimens mounted on the sheet,",
0157_C2079595F.jpg,Cryptogamic Herbarium - Field Museum of Natural History,H. Roivainen,N/A,(Division): Bryophyta,Hypnaceae,Isopterygium,pulchellum,N/A,(Hedw.) Jaeg.,R. Ochyra,1996,Isopterygium pulchellum (Hedw.) Jaeg.,N/A,,N/A,25-I-1970,25-01-1970,Argentina,AR,Tierra del Fuego,N/A,Ushuaia,"Ushuaia, Arroyo Grande",N/A,"In crevices of rocks and on humus-clay soil of Nothofagus pumilio, at the edge of a waterfall","Rocks, humus-clay soil",150 meters,N/A,150 meters,"54°47'S, 68°17'W",-54.78333,-68.28333,N/A,2095,1182417,English,N/A,Handwritten,no type status,Quite abundant,N/A,N/A,"Determined by R. Ochyra, 1996",N/A,There appear to be multiple plant specimens mounted on a sheet,
0158_C2079596F.jpg,Plantae Argentinae,H Rovainen,N/A,(Division): Bryophyta,Hypnaceae,Isopterygium,pulchellum,N/A,(Hedw.) Mitt.,Ochyra,1996,Isopterygium pulchellum (Hedw.) Mitt.,N/A,,N/A,21.XII.1969,21-12-1969,Argentina,AR,Tierra del Fuego,N/A,N/A,"Tierra del Fuego australis, Ushuaia, Valle del río Pipo",Valle del río Pipo,Suelo humoso húmedo en el pendiente del río,Humus,300 meters,N/A,300,"54°46' S, 68°20' W",-54.7667,-68.3333,FIELD MUSEUM OF NATURAL HISTORY CRYPTOGRAMIC HERBARIUM,1352,1182415,Latin,"The scientific name and habitat description are in Latin, while the label also contains entries in Spanish.",Typed,no type status,"bastant (bastante, translated: fairly or quite) conspissamente (densely in Latin)",N/A,N/A,The label indicates that the specimen was identified by Ochyra in 1996.,N/A,There are multiple plant specimens mounted on the sheet.,
0159_C2079597F.jpg,Isoterygium tenerum (Sw.) Mitt.,E. P. Killip,A. C. Smith,(Division): Bryophyta,Hypnaceae,Isoterygium,tenerum,N/A,(Sw.) Mitt.,R. R. Ireland,1988,Isoterygium tenerum (Sw.) Mitt.,N/A,,N/A,"November 29,1926",29-11-1926,Colombia,CO,Santander,N/A,N/A,"""Dept. Santander, Between Puerto Wilches and Puerto Santos, near Kilometer 115""",Between Puerto Wilches and Puerto Santos,"""Disturbed Calm Jungle""",On tree at 2 meters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14971,N/A,English,N/A,Typed,no type status,N/A,N/A,N/A,"""Revision by R.R. Ireland National Herbarium of Canada (CANM) 1988""",N/A,The herbarium sheet contains small plant specimens,
0160_C2079598F.jpg,Bryophyta Colombiae,Richard Evans Schultes,N/A,Bryophyta,Hypnaceae,Isoterygium,tenerum,N/A,(Sw.) Mitt.,R. R. Ireland,1988,Isoterygium tenerum (Sw.) Mitt.,N/A,,N/A,"Dec., 1950",01-12-1950,Colombia,CO,Meta,N/A,N/A,Intendencia del Meta: alrededores de Villavicencio,Around Villavicencio,N/A,N/A,alt. 500 meters,N/A,500 meters,N/A,N/A,N/A,N/A,111110,1055473,Spanish and English,There are Spanish terms in the verbatimLocality field which were translated to English,Mix of Handwritten and Typed,no type status,N/A,N/A,N/A,Revision by R. R. Ireland National Herbarium of Canada (CAN) 1988; Collection in cooperation with the Department of Agriculture of the United States and the National Institute of Natural Sciences (Colombia),"Department of Agriculture of the United States, National Institute of Natural Sciences (Colombia)",The plant specimen itself consists of a few small moss fragments without visible soil,
0161_C2079599F.jpg,Flora Surinamensis,D. C. Geijskes,N/A,(Division): N/A,N/A,Isoterygium,tenerum,N/A,(Sw.) Mitt.,H. R. Zielman,29-09-1952,Isoterygium tenerum (Sw.) Mitt.,N/A,,N/A,29-9-1952,29-09-1952,Surinam,SR,N/A,N/A,N/A,"Marowijne River, Armina Falls rainforest","Marowijne River, Armina Falls",Rainforest,"On roots and rocks on bank of river, shade",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1073518,N/A,N/A,,no type status,N/A,N/A,N/A,No additional notes present.,N/A,The plant specimen appears moderate in size and is mounted on a sheet without any visible soil.,
0162_C2079600F.jpg,Plants of Brazil,Ynes Mexia,N/A,(Division): Bryophyta,Hypnaceae,Isopterygium,tenerum,N/A,(Swartz) Mitt.,R. R. Ireland,1988,Isopterygium tenerum (Swartz) Mitt.,N/A,,N/A,"July 6, 1930",06-07-1930,Brazil,BR,Minas Gerais,N/A,Viçosa,"Agricultural College land, Horticultural Hill",N/A,Cultivated woods near base. On rotten logs. Abundant.,On rotten logs,Approx 3700 feet,N/A,1127.76 meters (converted from approximately 3700 feet),N/A,N/A,N/A,N/A,8431,1039979,English,N/A,Typed,no type status,Received 1981,N/A,N/A,N/A,N/A,There are multiple plant specimens mounted on the sheet,
0163_C2079601F.jpg,"Plants of Brazil, State of Minas Gerais, Isopterygium tenerum (Sw.) Mitt.",Ynes Mexia,N/A,(Division): Bryophyta,Hypnaceae,Isopterygium,tenerum,N/A,(Sw.) Mitt.,Revision by R.R. Ireland,1988,"Isopterygium tenerum (Sw.) Mitt., according to the verified authority, the World Flora Online - An Online Flora of All Known Plants.",Isopterygium laxum (Hook.) Broth.,,N/A,"July 21, 1930",21-07-1930,Brazil,BR,Minas Gerais,N/A,N/A,Viçosa Agricultural College Bank,"Carrigás Riberrão, Viçosa Agricultural College Bank",Shady streambank,On rotten wood,Alt. 675 m.,675 meters,675 meters,N/A,N/A,N/A,Cryptogamic Herbarium Field Museum of Natural History,4888,873565,English,N/A,,no type status,N/A,N/A,N/A,N/A,N/A,"The specimen appears to be moderate in size, with multiple fragments of the plant sample mounted on a sheet, with visible plant material and substrate on the mounting paper.",
0164_C2079602F.jpg,"Plants of Brazil, State of Minas Gerais, Isoterygium tenerum (Sw.) Mitt.",Ynes Mexia,N/A,(Division): Bryophyta,Hypnaceae,Isopterygium,tenerum,N/A,(Sw.) Mitt.,R. R. Ireland,1988,"Isopterygium tenerum (Sw.) Mitt. (According to GBIF at https://www.gbif.org/species/5280837, the accepted name is Isopterygium tenerum (Sw.) Mitt.)","Leucodon brachypus H. A. Crum (According to the label, this might be an older determination, but the latest available information is used for acceptedScientificName)",,N/A,"Dec. 8, 1930",08-12-1930,Brazil,BR,Minas Gerais,N/A,N/A,Road to Sao Miguel.,Sao Miguel,Dense forest,On rotten logs,Alt. 710 meters,N/A,710 meters,N/A,N/A,N/A,N/A,8306,870841,English,N/A,Typed,no type status,In fruit,N/A,In fruit,Revision by R.R. Ireland National Herbarium of Canada (CANM) 1988,N/A,The sample is moderate in size and consists of multiple moss specimens mounted on a sheet; no soil is present,
0165_C2079603F.jpg,"Plants of Brazil, State of Minas Geraes",Ynes Mexia,N/A,Bryophyta,Hypnaceae,Isopterygium,tenerum,N/A,(Sw.) Mitt.,R.R. Ireland,1988,Isopterygium tenerum (Sw.) Mitt.,N/A,,N/A,"Dec 23, 1930",23-12-1930,Brazil,BR,Minas Gerais,N/A,Viçosa,Viçosa Agricultural College lands. Base of Horticulture Hill,"Horticulture Hill, Viçosa","On rotting logs, in woods",Rotting logs,Alt 670 meters,N/A,670 meters,N/A,N/A,N/A,CRYPTOGAM: BRYOPHYTA,5442,378853,English,N/A,Typed,no type status,Abundant,N/A,N/A,Revision by R.R. Ireland National Herbarium of Canada (CANM) 1988,N/A,The specimen appears to be multiple moss samples mounted on a herbarium sheet without soil present. The sample size looks small.,
0166_C2079604F.jpg,Isoterygium tenerum (Sw.) Mitt.,H. S. Irwin,"R. M. Harley, C. L. Smith",(Division): Bryophyta,Sematophyllaceae,Heterophyllium,tenerum,N/A,(Sw.) W.R. Buck,R. R. Ireland,1988,Heterophyllium tenerum (Sw.) W.R. Buck,Isoterygium tenerum (Sw.) Mitt.,,Coccoloba sp.,2 March 1971,02-03-1971,Brazil,BR,Bahia,N/A,N/A,"Valley of the Rio das Ondas, on the bank and exposed roots of Coccoloba sp., and on adjacent soil, at riverbank. Out-curve, gallery forest, and adjacent cerrado ca. 10 kilometers west of Barreiras, elev. ca. 500 meters.","Rio das Ondas, Barreiras",Gallery forest and adjacent cerrado,Bark and soil,ca. 500 meters,N/A,approximately 500 meters,N/A,N/A,N/A,N/A,31332,1059328,English,N/A,,no type status,N/A,N/A,N/A,Field work executed with the collaboration of the Universidade de Brasília and partly funded by The National Science Foundation.,The National Science Foundation,The plant specimen consists of multiple small plant samples mounted on a sheet with some soil particles present.,
0167_C2079606F.jpg,Plants of Brazil,Ynes Mexia,N/A,(Division): Marchantiophyta,Isotachidaceae,Isotachis,serrata,N/A,(R.M. Schust.),R. R. Ireland,1988,Isotachis serrata,N/A,,N/A,"July 21, 1929",21-07-1929,Brazil,BR,Minas Gerais,N/A,N/A,"Vicosa Agricultural College lands, Corrego Teixeira",Corrego Teixeira,Shady streambank,On rotten logs,Alt. 675 meters,675 meters,675 meters,N/A,N/A,N/A,C,4884,830845,English,N/A,Typed,no type status,Abundant,N/A,N/A,Revision by R.R. Ireland National Herbarium of Canada (CANM) 1988,N/A,"The specimen appears to be a moderate-sized, single plant specimen mounted on the sheet with no visible soil.",
0168_C2079607F.jpg,"Plants of Brazil, State of Minas Gerais",Ynes Mexia,N/A,(Division): Bryophyta,Polytrichaceae,Isopogon,anemonifolius,N/A,(Kunth) Beard,R. R. Ireland,1988,Isopogon anemonifolius (Kunth) Beard,Isopogon anethifolius (Salisb.) Knight,,N/A,"May 14, 1930",14-05-1930,Brazil,BR,Minas Gerais,N/A,N/A,"Fazenda de Cresoium. Wood on slope, On rotten logs",Fazenda de Cresoium,"Wood on slope, On rotten logs",rotten logs,Alt. 700 meters,N/A,700 meters,N/A,N/A,N/A,CRY,4690,870839,English,N/A,Typed,no type status,N/A,N/A,N/A,"Revision by R. R. Ireland, National Herbarium of Canada (CANM) 1988",N/A,Multiple plant specimens appear to be mounted on the sheet,
0169_C2079608F.jpg,N/A,Ynes Mexia,N/A,(Division): Tracheophyta,Hymenophyllaceae,Hymenophyllum,cuneatum,N/A,(Colla) Mattei,R.R. Ireland,1988,Hymenophyllum cuneatum,Hymenophyllum cuneatum (Colla) Mattei,,N/A,"July 21, 1930",21-07-1930,Brazil,BR,Minas Gerais,N/A,Viçosa,Viçosa Agricultural College lands. Corrego Riberao.,Corrego Riberao,"Shady streambank, on rotten log",Rotten log,Alt. 675 meters,N/A,675 meters,N/A,N/A,N/A,N/A,4884,1039977,English,N/A,Typed,no type status,Abundant,N/A,N/A,N/A,N/A,"The specimen appears to be small to moderate in size, and there seem to be multiple fern specimen fragments mounted on a sheet.",
0170_C2079609F.jpg,"Plants of Brazil, State of Minas Gerais",Ynes Mexia,N/A,Bryophyta,Hypnaceae,Isoterygium,tenerum,N/A,(Sw.) Mitt.,R. R. Ireland,1988,,Isoterygium alvarense (Hamm.) J.J. Amann,,N/A,"March 31, 1930",31-03-1930,Brazil,BR,Minas Gerais,N/A,N/A,"Road to Sao Miguel, near Stream ‘Furta.’ Cut over woods on slope. On rotting tree trunk.",Road to Sao Miguel,Cut over woods on slope,On rotting tree trunk,Alt. 710 m.,N/A,710 meters,N/A,N/A,N/A,Cryptogamic Herbarium,4545,1039978,English,N/A,Handwritten,no type status,N/A,N/A,N/A,"Revision by R.R. Ireland, 1988 at National Herbarium of Canada (CANM)",Herbarium of Donald Richards,The plant specimen appears moderate in size with multiple fragments mounted on the sheet; no soil is present,
0171_C2079611F.jpg,Isoterygium tenerrimum (Sw.) Mitt.,H Schaefrffer,N/A,(Division): Bryophyta,Hypnaceae,Isoterygium,tenerrimum,N/A,(Sw.) A.J. Shaw,R.R. Ireland,1988,Isoterygium tenerrimum (Sw.) A.J. Shaw,Isoterygium auranticum (Mitt.) A. Jaeger,,N/A,Feb 6-7,06-02-1952 to 07-02-1952,Brasilia,BR,Sao Paulo,N/A,N/A,prope urbem Cerquercruz,near the city of Cerquercruz,in palude,N/A,ca. 670 meters,N/A,670,N/A,N/A,N/A,Crypto R,2898,102176,Latin,N/A,Handwritten,no type status,N/A,N/A,N/A,N/A,N/A,"The specimen appears moderately sized, multiple plant specimens mounted on a single sheet.",
0172_C2079856F.jpg,Isoterygium tenerum (Sw.) Mitt.,Ynes Mexia,N/A,(Division): Bryophyta,Hypnaceae,Isoterygium,tenerum,N/A,(Sw.) Mitt.,R. R. Ireland,1988,Isoterygium tenerum (Sw.) Mitt.,Isoterygium tenerum var. brachyneuron,,N/A,"July 6, 1930",06-07-1930,Brazil,BR,Minas Gerais,N/A,N/A,"Viçosa Agricultural College lands, Morro do Cruzeiro hill, on rotted wood near base, cut over logs","Viçosa Agricultural College lands, Morro do Cruzeiro hill",Over woods near base,Rotted wood,Alt 670 meters,N/A,670 meters,N/A,N/A,N/A,N/A,4641,87084,English,N/A,Typed,no type status,Abundant,N/A,N/A,Isoterygium tenerum var. brachyneuron (Mitt.) Mitt. ex P. de la Varde,N/A,Multiple plant specimens appear mounted on the sheet; no soil visible; sample size looks moderate,
0173_C2079858F.jpg,Isoterygium tenerum (Sw.) Mitt.,R. S. Williams,N/A,(Division): Bryophyta,Hypnaceae,Isoterygium,tenerum,N/A,(Sw.) Mitt.,R. R. Ireland,1988,Isoterygium tenerum (Sw.) Mitt.,N/A,,N/A,2-12-1901,02-12-1901,Bolivia,BO,La Paz,N/A,N/A,"San José, below",Below San José,Moss,On soil,3200 meters,N/A,3200 meters,N/A,N/A,N/A,Cryptogamic Herbarium,2055,1039993,English,N/A,,no type status,N/A,N/A,N/A,"Revision by R. R. Ireland, National Herbarium of Canada (CAN)",Distributed from the Herbarium of The New York Botanical Garden,The herbarium sheet contains multiple small moss specimens mounted on a white background.,
0174_C2079859F.jpg,Mosses of Bolivia,R. S. Williams,N/A,(Division): Bryophyta,Hypnaceae,Isopterygium,tenerum,N/A,(Sw.) Mitt.,Robyn and R. Ireland,1988,Isopterygium tenerum,N/A,,N/A,23 June 1902,23-06-1902,Bolivia,BO,N/A,N/A,N/A,Murillo,Murillo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CRYPT,2037,1017422,English,N/A,Typed,no type status,N/A,N/A,N/A,N/A,"Purchased and distributed by the Herbarium, University of Michigan","The specimen appears to be a single moss specimen mounted on the sheet, in good condition without any visible soil; the size of the mounted specimen is small.",
0175_C2010970F.jpg,Ex Herbarium I. Hagen,I. Hagen,N/A,(Division): Angiosperms,Rosaceae,Sanguisorba,minor,N/A,Scop.,N/A,N/A,Sanguisorba minor Scop.,Poterium sanguisorba (L.) Spach.,,N/A,unsure and check,unsure and check,Norway,NO,Unsure and check,Unsure and check,Unsleben,Unsure and check,Norway Hills and Fields at Unsleben,Hills and Fields,N/A,altit. mtr 240 (750 feet),240 meters,240 meters,N/A,N/A,N/A,Cryptogamic Herbarium of The Field Museum,N/A,N/A,Latin and English,"The label contains text in Latin (specifically, the old name of the species and the details about location and elevation) and English",Handwritten,no type status,N/A,N/A,N/A,"The herbarium label indicates that the sample is part of the Ex Herbarium I. Hagen, collected from Norway in the hills and fields at Unsleben, at an elevation of 240 meters",N/A,"There are multiple small plant specimens mounted on the sheet, but there is no visible soil",
0176_C2010972F.jpg,N/A,N/A,N/A,(Division): N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Unable to verify without a picture of the label that includes the scientific name,N/A,,N/A,N/A,N/A,England,GB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cryptogamic Herbarium,N/A,655341,N/A,N/A,Typed,no type status,N/A,N/A,N/A,N/A,N/A,There are multiple plant specimens mounted on the sheet,
0177_C2000534F.jpg,Herbarium of Johns Hopkins University,N/A,N/A,Bryophyta,Polytrichaceae,Polytrichum,commune,N/A,Hedw.,C. F. Degerbol,N/A,Polytrichum commune,N/A,,N/A,1878,1878 (exact day and month not provided),France,FR,N/A,N/A,Cirque de Gavarnie,Pyrenees; Cirque de Gavarnie,"Cirque de Gavarnie, Pyrenees",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1308,N/A,N/A,N/A,Mix of Handwritten and Typed,no type status,N/A,N/A,sporophytes present,N/A,N/A,"The herbarium sheet contains a single, moderately sized, mounted plant specimen with visible sporophytes.",
0178_C2000536F.jpg,"Herbarium of the New York Botanical Garden Elizabeth Gertrude Britton Moss Herbarium, Polytrichum juniperinum, Sussex, England",E. G. Britton,N/A,(Division): Bryophyta,Polytrichaceae,Polytrichum,juniperinum,N/A,Hedw.,unsure and check,N/A,Polytrichum juniperinum Hedw.,N/A,,N/A,July 31,31-07-unknown year,England,GB,N/A,N/A,N/A,Sussex,Sussex,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cryptogamic Herbarium, Field Museum of Natural History",N/A,1096014,English,N/A,Handwritten,no type status,N/A,N/A,N/A,Ex Herb W. Mitten,N/A,The plant specimen appears to be a small to moderate size and is mounted on a herbarium sheet without visible soil or multiple specimens.,
0179_C2000538F.jpg,Isoetes louisianensis,A B Langlois,N/A,(Division): Lycopodiophyta,Isoetaceae,Isoetes,louisianensis,N/A,Shreve,unsure,N/A,"Isoetes louisianensis Shreve, 1915",N/A,,N/A,6 Apr 1903,06-04-1903,United States,US,Louisiana,N/A,St. Martin,Upper Atchafalaya,Atchafalaya River,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CRYPT,556,1182972,English,N/A,Mix of Handwritten and Typed,no type status,N/A,N/A,N/A,"""Gift of Elmer J. Richards""",N/A,"The specimen appears moderate in size, and no soil is present.",
