record_ref,fieldname,observed_val,true_val,is this field,,,,
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,collectedBy,B. O'Connor,S. Churchill,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,recordNumber,1163435,20792,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,verbatimEventDate,"Oct. S. Churchill, 2001",4 Ago 2001,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,minimumEventDate,2001-10-00,8/4/2001,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,verbatimIdentification,Hedwigiaceae Braunia exserta C. Müller,Braunia exerta C. Müller,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,latestScientificName,Braunia exserta,Braunia exerta,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,verbatimDateIdentified,4 Ago 2001,2001,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,secondPoliticalUnit,Burnet O'Connor,Burdett O'Connor,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,verbatimLocality,"35 km oeste de Entre Rios (carretera a Tarija), Bosque montano Tucumano-Boliviano, remanente. <20792-20809>",Tarija: Burnet O'Connor Serrania Huacayoj. Ca. 35 km oeste de Entre Rios (carretera a Tarija),     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,locality,[precise locality unknown],"Serrania Huacayoj, cerca 35 kilometros oeste de Entre Rios, carretera a Tarija",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,habitat,"Musgo sobre ramas, C.fr.",Bosque montano Tucumano-Boliviano remanente,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,verbatimElevation,2100 m,2300 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,verbatimCoordinates,21°25'S 64°13'W,21°25'S 64°19'W,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/735/C0341248F.jpg,otherCatalogNumbers,1163435,1183435,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/738/C0341251F.jpg,verbatimCollectors,Leg. B. Sparre,B. Sparre,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/738/C0341251F.jpg,recordNumber,s.n.,B11750,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/738/C0341251F.jpg,verbatimIdentification,"Naturhistoriska Riksmuseet, Stockholm (S)",Braunia cirrhifolia (Mitt.) Jaeg.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/738/C0341251F.jpg,identifiedBy,Det. W. R. Buck,W. R. Buck,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/738/C0341251F.jpg,firstPoliticalUnit,Tucumán,Tucuman,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/738/C0341251F.jpg,municipality,Rio Cochuna,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/738/C0341251F.jpg,verbatimLocality,1000 m.s.s.l.,"Argentina, Prov. Tucuman, Chicligasta, Rio Cochuna",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/738/C0341251F.jpg,locality,[precise locality unknown],Rio Cochuna,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/738/C0341251F.jpg,habitat,"Subtropical rainforest, epiphyte",Subtropical rainforest,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/738/C0341251F.jpg,verbatimElevation,1000 m.s.s.l.,1000 m a.s.l.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/738/C0341251F.jpg,otherCatalogNumbers,1136855,1136355,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/740/C0341253F.jpg,verbatimCollectors,"Marko Lewis, no. 79-1625",Marko Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/740/C0341253F.jpg,verbatimIdentification,Braunia cirrhifolia (Mitt.) Jaeg.,Braunia cirrhifolia (Mitt.) Wils. ex Jaeg.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/740/C0341253F.jpg,identifiedBy,Efraín De Luna,E. De Luna,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/740/C0341253F.jpg,municipality,Sorata,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/740/C0341253F.jpg,verbatimLocality,"In ravine with waterfall, 3250 m.","Depto. La Paz, Prov. Larecaja: Canyon 1 km. E. of Cachipata, SE of Sorata",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/740/C0341253F.jpg,locality,"In ravine with waterfall, 3250 meters","Canyon 1 kilometer east of Cachipata, southeast of Sorata",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/740/C0341253F.jpg,habitat,N/A,Ravine with waterfall,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/740/C0341253F.jpg,verbatimElevation,3250 m.,3250 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/740/C0341253F.jpg,verbatimCoordinates,"15° 48' S., 68° 36' W.","15° 48' S., 68° 36' W",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/741/C0341254F.jpg,verbatimCollectors,Braunia plicata (Mitt.) Jaeg.,Marko Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/741/C0341254F.jpg,collectedBy,N/A,M. Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/741/C0341254F.jpg,recordNumber,N/A,82-303,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/741/C0341254F.jpg,verbatimEventDate,s.d.,9-Dec-82,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/741/C0341254F.jpg,minimumEventDate,N/A,12/9/1982,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/741/C0341254F.jpg,identifiedBy,Dana Griffin III,D. Griffin III,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/741/C0341254F.jpg,secondPoliticalUnit,N/A,Larecaja,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/741/C0341254F.jpg,verbatimLocality,"Prov. Larecaja: Río Chalusuyu: Along the Río Chalusuyu, a branch of the Río San Cristóbal, 16°44'S, 68°41'W  ca. 2450 m.","Depto. La Paz Prov. Larecaja: 'Río Chalusuyu' Along the Río Chalusuyu, a branch of the Río San Cristóbal, 3 km NW of Sorata",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/741/C0341254F.jpg,locality,[precise locality unknown],"Along the Río Chalusuyu, a branch of the Río San Cristóbal, 3 kilometers northwest of Sorata",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/741/C0341254F.jpg,habitat,"Arid woodland and cliff area, many cacti present. At base of cliff near river amongst a boulder pile in a deep canyon. Small trees, tree cacti and shrubs in shady, protected area.","Arid woodland and cliff area, many cacti present; at base of cliffs near river amongst a boulder pile in a deep canyon",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/741/C0341254F.jpg,verbatimElevation,ca. 2450 m.,ca. 2450 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/741/C0341254F.jpg,otherCatalogNumbers,1091442,1091412,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/742/C0341255F.jpg,verbatimCollectors,"Det. Efrain De Luna, 1992 Duke University Herbarium",Marko Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/742/C0341255F.jpg,verbatimLocality,"Near large red outcrop 2 mi. from Sorata down Rio Consata, 15° 41' S., 68° 43' W.","Depto. La Paz, Prov. Larecaja: Near large red out-crop 2 mi. from Sorata down Río Consata",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/742/C0341255F.jpg,locality,Near large red outcrop 2 miles from Sorata down Rio Consata,Near large red outcrop 2 miles from Sorata down Río Consata,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/742/C0341255F.jpg,habitat,"Abundant on exposed rock face, 2600 m.",N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/742/C0341255F.jpg,verbatimElevation,2600 m.,2600 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/742/C0341255F.jpg,verbatimCoordinates,"15° 41' S., 68° 43' W.","15° 41' S., 68° 43' W",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/744/C0341257F.jpg,verbatimCollectors,"Efrain De Luna, 1979",Marko Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/744/C0341257F.jpg,collectedBy,E. De Luna,M. Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/744/C0341257F.jpg,recordNumber,1032341,79-947,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/744/C0341257F.jpg,identifiedBy,"Efrain De Luna, 1992",E. De Luna,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/744/C0341257F.jpg,verbatimDateIdentified,Duke University Herbarium,1992,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/744/C0341257F.jpg,verbatimLocality,"Trail between Charazani and Niño Karine, NNW of Chuma, 15° 11' S., 69° 04' W.","Depto. La Paz, Prov. Saavedra: Trail between Charasani and Niño Karine, NNW of Chuma",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/744/C0341257F.jpg,locality,"Trail between Charazani and Niño Karine, NNW of Chuma [precise locality unknown]","Trail between Charasani and Niño Karine, north northwest of Chuma",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/744/C0341257F.jpg,habitat,"Banks of trail, 3200-3240 m.",Banks of trail,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/744/C0341257F.jpg,verbatimElevation,3200-3240 m.,3200-3240 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/744/C0341257F.jpg,verbatimCoordinates,"15° 11' S., 69° 04' W.","15° 11' S., 69° 04' W",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/745/C0341258F.jpg,verbatimCollectors,"Det. Efraín De Luna, 1992",Marko Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/745/C0341258F.jpg,collectedBy,E. De Luna,M. Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/745/C0341258F.jpg,secondPoliticalUnit,N/A,Saavedra,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/745/C0341258F.jpg,verbatimLocality,"Trail between Charazani and Nino Karine, NNW of Chuma, 15° 11' S., 69° 04' W.","Depto. La Paz, Prov. Saavedra: Trail between Charasani and Niño Karine, NNW of Chuma",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/745/C0341258F.jpg,locality,"Trail between Charazani and Nino Karine, NNW of Chuma","Trail between Charasani and Niño Karine, north northwest of Chuma",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/745/C0341258F.jpg,habitat,"Banks of trail, 3200 m.",Banks of trail,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/745/C0341258F.jpg,verbatimElevation,3200 m.,3200 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/745/C0341258F.jpg,verbatimCoordinates,"15° 11' S., 69° 04' W.","15° 11' S., 69° 04' W",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/750/C0341263F.jpg,verbatimCollectors,"Efrain De Luna, Nov. 1979",Marko Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/750/C0341263F.jpg,collectedBy,E. De Luna,M. Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/750/C0341263F.jpg,recordNumber,s.n.,79-935,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/750/C0341263F.jpg,verbatimEventDate,Nov. 1979,5-Mar-79,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/750/C0341263F.jpg,minimumEventDate,1979-11-00,3/5/1979,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/750/C0341263F.jpg,verbatimIdentification,Braunia rupestris (Mitt.) Jaeg.,Hedwigidium integrifolium (P. Beauv.) Dix.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/750/C0341263F.jpg,identifiedBy,P. Beauv.,E. De Luna,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/750/C0341263F.jpg,verbatimDateIdentified,N/A,1991,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/750/C0341263F.jpg,verbatimLocality,"Trail between Charazani and Ñito Karine, NSW of Chuma, 15° 11' S, 68° 04' W","Depto. La Paz, Prov. Saavedra: Trail between Charasani and Niño Karine, NNW of Chuma",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/750/C0341263F.jpg,locality,"Along bank of trail, 3200 m","Trail between Charasani and Niño Karine, north northwest of Chuma",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/750/C0341263F.jpg,habitat,Hedwigidium integrifolium (P. Beauv.) Dix.,Banks of trail,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/750/C0341263F.jpg,verbatimElevation,3200 m.,3200 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/750/C0341263F.jpg,verbatimCoordinates,"15° 11' S, 68° 04' W","15° 11' S., 69° 04' W",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/751/C0341264F.jpg,verbatimCollectors,Marko Lewis no. 79-615,Marko Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/751/C0341264F.jpg,verbatimIdentification,Bryophyta of Bolivia Hedwigidium integrifolium (P. Beauv.) Dix.,Hedwigidium integrifolium (P. Beauv.) Dix.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/751/C0341264F.jpg,latestScientificName,Hedwigidium integrifolium,Braunia rupestris,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/751/C0341264F.jpg,identifiedBy,N/A,E. De Luna,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/751/C0341264F.jpg,verbatimDateIdentified,N/A,1991,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/751/C0341264F.jpg,country,Mexico,Bolivia,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/751/C0341264F.jpg,firstPoliticalUnit,Puebla,Tarija,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/751/C0341264F.jpg,secondPoliticalUnit,N/A,Méndez,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/751/C0341264F.jpg,verbatimLocality,"DEPTO. TARIJA, PROV. MENDEZ. 8 mi. NE of Iscayachi, E. slope of mountains (hike from summit of road into canyon N. of Tarija-Iscayachi Hwy.), 21° 27' S., 64° 54' W.","Depto. Tarija, Prov. Méndez: 5 mi. NE of Iscayachi, E. slope of mountains (hike from summit of road into canyon N. of Tarija-Iscayachi Hwy.)",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/751/C0341264F.jpg,locality,[precise locality unknown],"5 miles northeast of Iscayachi, hike from summit of road into canyon north of Tarija-Iscayachi Highway",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/751/C0341264F.jpg,habitat,"Dirt bank in Khemna forest, 3350 m.",Dirt ban in Kheñwa forest,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/751/C0341264F.jpg,verbatimElevation,3350 m.,3350 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/751/C0341264F.jpg,verbatimCoordinates,"21° 27' S., 64° 54' W.","21° 27' S., 49° 54' W",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/752/C0341265F.jpg,verbatimCollectors,"W. Dillon, U. Molau, & P. Matekaitis 31280","M. Dillon, U. Molau & P. Matekaitis",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/752/C0341265F.jpg,collectedBy,W. Dillon,M Dillon,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/752/C0341265F.jpg,recordNumber,31280,3128D,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/752/C0341265F.jpg,identifiedBy,N/A,D. Griffin III,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/752/C0341265F.jpg,secondPoliticalUnit,Prov. Yungay,Yungay,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/752/C0341265F.jpg,municipality,Yungay,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/752/C0341265F.jpg,verbatimLocality,"Ca. 25 km NE of Yungay, slopes below Laguna de Llanganuco, + 3380 m. Growing on branches.","Ca. 25 km NE of Yungay, below Laguna de Llanganuco",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/752/C0341265F.jpg,locality,"Ca. 25 kilometers northeast of Yungay, slopes below Laguna de Llanganuco","Circa 25 kilometers northeast of Yungay, below Laguna de Llanganuco",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/752/C0341265F.jpg,habitat,Growing on branches,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/752/C0341265F.jpg,verbatimElevation,+ 3380 m,±3380 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/752/C0341265F.jpg,otherCatalogNumbers,1111862,1111863,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/753/C0341266F.jpg,verbatimCollectors,"Det. Efraín De Luna, 1992 Duke University Herbarium","Dana Griffin, III y Jesús Dugarte",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/753/C0341266F.jpg,collectedBy,E. De Luna,D. Griffin III,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/753/C0341266F.jpg,secondaryCollectors,N/A,J. Dugarte,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/753/C0341266F.jpg,recordNumber,1064157,PV-1143,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/753/C0341266F.jpg,verbatimEventDate,s.d.,1 marzo 1985,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/753/C0341266F.jpg,minimumEventDate,N/A,3/1/1985,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/753/C0341266F.jpg,identifiedBy,Dora Griffin III,D. Griffin III,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/753/C0341266F.jpg,secondPoliticalUnit,Libertador,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/753/C0341266F.jpg,verbatimLocality,"Sobre roca + seca, a baja luz.","Estado Merida: Quebrada Gavidia, al sur de Mucuchíes, entre la peña La Virgen y el puente de El Potrerito, cerca del pueblo de Gavidia",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/753/C0341266F.jpg,locality,[precise locality unknown],"Quebrada Gavidia, al sur de Mucuchíes, entre La Peña La Virgen y el puente de El Potrerito, cerca del pueblo de Gavidia",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/753/C0341266F.jpg,habitat,N/A,Páramo con Espeletia schultzii,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/753/C0341266F.jpg,verbatimElevation,N/A,3.100-3.200 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/753/C0341266F.jpg,otherCatalogNumbers,1064157,1064457,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/755/C0341268F.jpg,verbatimCollectors,"Det. Efrain De Luna, 1992 Duke University Herbarium",Marko Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/755/C0341268F.jpg,collectedBy,E. De Luna,M. Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/755/C0341268F.jpg,verbatimIdentification,Braunia subincana Broth.,Braunia laxifolia Herz.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/755/C0341268F.jpg,latestScientificName,Braunia laxifolia,Braunia subincana,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/755/C0341268F.jpg,municipality,Castaon,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/755/C0341268F.jpg,verbatimLocality,"at summit of mountain above and W. of Entre Rios, along road to Tarija, 21° 28' S, 64° 12' W","Depto. Tarija, Prov. O'Connor: Casteon, at summit of mountain above and W. of Entre Ríos, along road to Tarija",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/755/C0341268F.jpg,locality,[precise locality unknown],"Casteon, at summit of mountain above and west of Entre Ríos, along road to Tarija",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/755/C0341268F.jpg,habitat,"On rocks in dry deciduous forest, 1750 m.",Dry deciduous forest,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/755/C0341268F.jpg,verbatimElevation,1750 m.,1750 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/755/C0341268F.jpg,verbatimCoordinates,"21° 28' S, 64° 12' W","21° 28' S., 64° 12' W",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/757/C0341270F.jpg,verbatimCollectors,"Det Efrain De Luna, 1992 Duke University Herbarium",F. J. Hermann,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/757/C0341270F.jpg,collectedBy,E. De Luna,F. J. Hermann,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/757/C0341270F.jpg,recordNumber,1979,25278,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/757/C0341270F.jpg,verbatimEventDate,28-Dec-72,24-Dec-72,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/757/C0341270F.jpg,minimumEventDate,12/28/1972,12/24/1972,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/757/C0341270F.jpg,latestScientificName,Braunia subplicata,Braunia subincana,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/757/C0341270F.jpg,secondPoliticalUnit,Chapare,Chaparé,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/757/C0341270F.jpg,municipality,N/A,Cochabamba,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/757/C0341270F.jpg,verbatimLocality,"From the Province of Chapare, alt. ca. 3500 ft.","Province of Chaparé, in market at Cochabamba",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/757/C0341270F.jpg,locality,From the Province of Chapare [precise locality unknown],In market,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2307/757/C0341270F.jpg,verbatimElevation,alt. ca. 3500 ft.,ca. 9500 ft,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/102/C0341698F.jpg,verbatimCollectors,R.M.Gradstein & M.Lewis 7560,S.R.Gradstein & M.Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/102/C0341698F.jpg,collectedBy,R. M. Gradstein,S. R. Gradstein,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/102/C0341698F.jpg,verbatimIdentification,"Bryophyta neotropica exsiccata Fascicle V (1990), edited by S. R. Gradstein distributed by the Institute of Systematic Botany, Utrecht 220. Racopilum intermedium Hampe det. R.O. van Zanten",Racopilum intermedium Hampe,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/102/C0341698F.jpg,identifiedBy,R. O. van Zanten,B. O. van Zanten,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/102/C0341698F.jpg,firstPoliticalUnit,Dept. Cochabamba,Cochabamba,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/102/C0341698F.jpg,secondPoliticalUnit,Prov. Chapare,Chapare,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/102/C0341698F.jpg,municipality,Incachaca,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/102/C0341698F.jpg,verbatimLocality,"5 km S of road Cochabamba - Villa Tunari km 95, alt. 2300 m","Bolivia. Dept. Cochabamba, Prov. Chapare, Incacorral, 5 km S of road Cochabamba - Villa Tunari km 95",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/102/C0341698F.jpg,locality,"5 kilometers south of road Cochabamba - Villa Tunari kilometer 95, altitude 2300 meters","Incacorral, 5 kilometers south of Cochabamba-Villa Tunari road, Km 95",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/102/C0341698F.jpg,habitat,On cliff under brush in area of wet meadows and secondary woodlands,Wet meadows and secondary woodlands,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/102/C0341698F.jpg,verbatimElevation,alt. 2300 m,2300 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/191/C0341739F.jpg,verbatimCollectors,Marko Lewis 83-503,Marko Lewis,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/191/C0341739F.jpg,verbatimIdentification,Racophilum tomentosym (Hedw.) Brid.,Racopilum tomentosum (Hedw.) Brid.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/191/C0341739F.jpg,latestScientificName,Racophilum tomentosum,Racopilum tomentosum,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/191/C0341739F.jpg,municipality,Coroico,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/191/C0341739F.jpg,verbatimLocality,'Coroico' Yungas of Coroico along road between Coroico and Yolosa,Depto. La Paz Prov. Nor Yungas: 'Corocio' 1 km S of Coroico along road between Coroico and Yolosa,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/191/C0341739F.jpg,locality,along road between Coroico and Yolosa,1 kilometer south of Coroico along road between Coroico and Yolosa,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/191/C0341739F.jpg,habitat,Fruit and coffee plantations. On rocks in shady fruit orchard.,"Fruit and coffee plantations, shady fruit orchard",     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/191/C0341739F.jpg,verbatimElevation,ca. 1650 m.,ca. 1650 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/191/C0341739F.jpg,verbatimCoordinates,N/A,16°11'S 67°43'E,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/199/C0341763F.jpg,recordNumber,6281-a,5281-a,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/199/C0341763F.jpg,verbatimIdentification,Rhyncostelum tomentosum (Hook.) Brid.,Racopilum tomentosum (Hedw.) Brid.,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/199/C0341763F.jpg,latestScientificName,Rhyncostelum tomentosum,Racopilum tomentosum,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/199/C0341763F.jpg,firstPoliticalUnit,N/A,Minas Gerais,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/199/C0341763F.jpg,municipality,N/A,Viçosa,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/199/C0341763F.jpg,verbatimLocality,Fazenda da F. Lopes. On rotting log.,Viçosa. Fazenda de F. Lopez,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/199/C0341763F.jpg,locality,Fazenda da F. Lopes [precise locality unknown],Fazenda de F. Lpoez,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/199/C0341763F.jpg,habitat,On rotting log,Cut over woods,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/199/C0341763F.jpg,verbatimElevation,Alt. 780 m.,720 m,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/199/C0341763F.jpg,otherCatalogNumbers,0281-a,N/A,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/207/C0341787F.jpg,verbatimCollectors,"Leg. S. R. Gradstein, W. A. Weber et al. 21.IV.1976",S. R. Gradstein & W. A. Weber,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/207/C0341787F.jpg,verbatimEventDate,21.IV.1976,24.IV.1976,     ,,,,
https://fm-digital-assets.fieldmuseum.org/2308/207/C0341787F.jpg,minimumEventDate,4/21/1976,4/24/1976,     ,,,,
