Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus,accessURI
0278_C0666203F.jpg,Macbride & Featherstone,Macbride,Featherstone,162,"July 8-12, 1922",1922-07-08,1922-07-12,Dryopteris Pteroidea (Kl.) Kze,Thelypteris pavoniana (Kl.) R.M. Tryon,Alan R. Smith,N/A,N/A,Peru,N/A,N/A,Mito,Summit; Mts. e. of the pass.,"Summit, mountains east of the pass",Shrub formation,About 9000 ft.,N/A,518129,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1073/033/C0666203F.jpg
0279_C0666202F.jpg,J. J. Wurdack No. 1705,J. J. Wurdack,N/A,1705,June 1962,1962-06-00,N/A,Thelypteris (Thelypteris) pavoniana (Klotzsch),Thelypteris pavoniana (Klotzsch) Tryon,Alan R. Smith,"1979, 1989",N/A,Peru,Amazonas,Provincia de Chachapoyas,N/A,Upper slopes of Puma-urcu east-southeast of Chachapoyas,Upper slopes of Puma-urcu east-southeast of Chachapoyas,On banks,2700-3000 m,N/A,1647265,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/1073/032/C0666202F.jpg
0280_C0666202F.jpg,J. J. Wurdack,J. J. Wurdack,N/A,760,June 1962,1962-06-00,1962-06-00,Thelypteris (Cyclosorus) pavoniana (Klotzsch) det. D. C. Eaton,Thelypteris pavoniana (Klotzsch) Tryon,Alan R. Smith,"1979, 1989",N/A,Peru,Amazonas,Chachapoyas,N/A,Upper slopes of Puma-urcu east-southeast of Chachapoyas,"Upper slopes of Puma-urcu, east-southeast of Chachapoyas",On banks,2700-3000 m,N/A,1647265,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1073/032/C0666202F.jpg
0281_C0666112F.jpg,G. S. Sperling and T. R. Dudley,G. S. Sperling,T. R. Dudley,5202,"Aug. 13, 1956",1956-08-13,N/A,Thelypteris opulenta (Kaulf.) Fosberg,Thelypteris opulenta (Kaulf.) Fosberg,Alan R. Smith,"1979, 1990",N/A,Peru,Loreto,Maynas,N/A,"Rio Itaya, 10 km. S. of Iquitos.","Rio Itaya, 10 kilometers south of Iquitos","In old banana planting. Fern: leaf, sterile pinnae, fertile pinnae.",N/A,N/A,1587072,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/1072/942/C0666112F.jpg
0080_C0639123F.jpg,"Louis O. Williams, Antonio Molina R., Terua P. Williams",Louis o. williams,"Antonio molina r., Terua p. williams",23634,10-18 Dec 1968,1968-12-10,1968-12-18,Lycopodium clavatum L.,Lycopodium clavatum L.,C. V. Morton & D. B. Lellinger,1964,N/A,Nicaragua,Matagalpa,Jinotega,N/A,"Sta. María de Ostuma, Cordillera Central de Nicaragua, between Matagalpa and Jinotega.","Sta. María de Ostuma, Cordillera Central de Nicaragua, between Matagalpa and Jinotega",Cloud forest area,1300-1800 meters,N/A,1604388,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1081/508/C0639123F.jpg
0094_C0675553F.jpg,"John T. Atwood, Jr.",John T. Atwood Jr.,N/A,77105,8 Feb. 1977,1977-02-08,1977-02-08,Adiantum trapeziforme L.,Adiantum etherium McCarthy & Hickey,R. McCarthy,2012,N/A,Nicaragua,Granada,N/A,N/A,"Volcan Mombacho, Lower cloud forest near Finca Cuítre.","Volcan Mombacho, near Finca Cuítre",Lower cloud forest,N/A,N/A,1868242,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1748/926/C0675553F.jpg
0088_C0675619F.jpg,Geo. B. Hinton et al.,Geo. B. Hinton,et al.,7644,At 21-25,N/A,N/A,Adiantum trapeziforme L.,Adiantum trapeziforme L.,M. Palacios Rios,Agosto/1986,N/A,Mexico,Mexico,Temascaltepec,N/A,Pantaco,Pantaco,Dry barranca,N/A,N/A,954869,Handwritten,no type status,http://fm-digital-assets.fieldmuseum.org/1749/002/C0675619F.jpg
0069_C0355438F.jpg,R.A.Mass Geesteranus,R.a.mass Geesteranus,N/A,5744,dd. 12-VIII-69,1969-08-12,N/A,Asplenium borgeanum Kze.,Asplenium sandersonii Hook.,R. Faden,1976,N/A,Kenya,Nyanza Province,Kericho Distr.,N/A,"South West Kano Forest Reserve, camp 6","South West Kano Forest Reserve, camp 6","riparian-woodland along the river Itare, among others with Conocephalum holstii",1920 m,"lat. 0°36'30"" S., long. 35°10'20"" E.",1445440,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1751/323/C0355438F.jpg
0086_C0359489F.jpg,M. Véliz; E. Charo; H. Sains; J. López; R. E. Esteban,M. Véliz,E. Charo; H. Sains; J. López; R. E. Esteban,2308,IV/6/99,1999-04-06,N/A,Lophosoria quadripinnata (J.F. Gmel.) C. Chr. var quadripinnata,Lophosoria quadripinnata (J.F. Gmel.) C. Chr. var quadripinnata,M. Véliz; J. M. Véliz,22/IX/2005,N/A,Guatemala,Jalapa,N/A,Mataquescuintla,"Aleda San Raymundo, Finca Manzanillos","Aldea San Raymundo, Finca Manzanillos",En el orilla de bosque de Quercus sp.,2036 msnm,"14°33' 47""N 90°09' 16""O",2298970,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1824/625/C0359489F.jpg
0092_C0662895F.jpg,"Allison V. Armour, E. J. Palmer, M. C. Johnston, C. A. Weatherby, T. G. Yuncker, L. J. Brass, M. N. Cushing, O. Sheld, and Master ",Allison v. armour,"E. J. Palmer, M. C. Johnston, C. A. Weatherby, T. G. Yuncker, L. J. Brass, M. N. Cushing, O. Sheld, and Master",893,Jan. 20-Feb. 6,0000-01-20,0000-02-06,Asplenium dentatum L.,Asplenium dentatum L.,N/A,N/A,N/A,Jamaica,N/A,N/A,Port Antonio,Port Antonio,Port Antonio,N/A,N/A,N/A,10692,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1752/612/C0662895F.jpg
0081_C0363828F.jpg,T. G. Yuncker,T. G. Yuncker,N/A,"17,429","Nov. 17, 1957",1957-11-17,N/A,Lycopodium cernuum L.,Lycopodium cernuum L.,N/A,N/A,N/A,Jamaica,St. Andrew,N/A,N/A,"Scrambling over slide of cut, along trail near Bellevue.",Trail near Bellevue,Scrambling over side of cut,Alt. 3000-4000 ft.,N/A,1482756,Typed,No type status,http://fm-digital-assets.fieldmuseum.org/1847/286/C0363828F.jpg
0074_C0363985F.jpg,Carvalho 2092,Carvalho,N/A,2092,25-IV-1986,1986-04-25,1986-04-25,Lycopodiella cernua (L.) Pic. Serm.,Lycopodiella cernua (L.) Pic. Serm.,J. Fernandez Casas,1991,N/A,Equatorial Guinea,Bioco,"Malabo - Basile, km 13, cerca de Basile",N/A,"32NMK7808, 390 m, márgenes de la carretera","390 meters, margins of the road",N/A,390 m,32NMK7808,2201362,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1847/445/C0363985F.jpg
0083_C0363442F.jpg,Henk van der Werff,Henk van der Werff,N/A,11699,12 June 1990,1990-06-12,1990-06-12,Diplazium assimile (C. Presl) Bedd.,"Diplazium assimile (C.Presl) Bedd. det: Henk van der Werff, 1991 (MO)",Henk van der Werff,1991,N/A,Australia,Queensland,N/A,N/A,"Boonjee logging area, at base of Mt. Bartle Frere","Boonjee logging area, at base of Mount Bartle Frere",Rainforest,1450 m,145°43'E 17°25'S,2094887,Typed,No type status,http://fm-digital-assets.fieldmuseum.org/1847/568/C0363442F.jpg
0097_C0378283F.jpg,M. Togawa & K. Iwatsuki,M. Togawa,K. Iwatsuki,1150,"July 25, 1956",1956-07-25,N/A,Diplazium umbilicatum (Poir.) T. Moore,Diplazium umbilicatum (Poir.) T. Moore,N/A,N/A,N/A,Japan,Kagoshima,N/A,N/A,"Kyushu. Pref. Kagoshima: western slope of Mt. Koyachi, south of Kanoya City","western slope of Mount Koyachi, south of Kanoya City",Wet rocky slope in densely wooded ravine,N/A,N/A,1475055,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2128/136/C0378283F.jpg
0095_C0364726F.jpg,M. Takeuchi & J. Wiakabu,M. Takeuchi,J. Wiakabu,9366,"February 5, 1994",1994-02-05,N/A,Blechnum ledermannii Brause,Blechnum ledermannii Brause,N/A,N/A,N/A,Papua New Guinea,New Ireland,N/A,N/A,"On expedition; Hans Meyer Range, Site 4","Hans Meyer Range, Site 4","Hydrphasite and recent forest dominated by calophyllum, 425m from low shrub",c. 1800 m,4° 25.5' S 152°59.5'E,0262768A,Handwritten,no type status,http://fm-digital-assets.fieldmuseum.org/1862/027/C0364726F.jpg
0091_C0366013F.jpg,Tagawa & Iwatsuki 886,Tagawa,Iwatsuki,886,"May 20, 1956",1956-05-20,N/A,Dryopteris crassirhizoma Nakai,Dryopteris crassirhizoma Nakai,N/A,N/A,N/A,Japan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1475001,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1864/937/C0366013F.jpg
0072_C0366453F.jpg,J. Ohwi,J. Ohwi,N/A,202,April 1951,1951-04-00,1951-04-00,Polystichum tripteron Presl,Polystichum tripteron Presl,N/A,N/A,N/A,Japan,Honshu,N/A,Junmachi in Sengami,Honcu: Junmachi in Sengami,Honcu: Junmachi in Sengami,N/A,N/A,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1863/394/C0366453F.jpg
0089_C0364207F.jpg,Father M. Vanoverbergh,Father M. Vanoverbergh,N/A,3591,April 13,1913-04-13,N/A,Asplenium contiguum Kaulf.,Asplenium contiguum Kaulf.,N/A,N/A,N/A,Philippines,Bontoc Subprovince,N/A,N/A,"Bontoc Subprovince, Luzon","Bontoc Subprovince, Luzon",N/A,N/A,N/A,393429,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/1862/882/C0364207F.jpg
0084_C0376117F.jpg,R. & A. J. Faden,R. Faden,A. J. Faden,77/53,5 Jan. 1977,1977-01-05,1977-01-05,Pyrossia lanceolata (L.) Farw.,Pyrossia lanceolata (L.) Farw.,D. B. Lellinger,N/A,N/A,Ceylon,Central Province,Kuruwagala,N/A,"North Western Province, Kuruwagala District, Doloswakande Hill, ca.",Doloswakande Hill,Forest,600 m,N/A,2014294,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1897/625/C0376117F.jpg
0096_C0377881F.jpg,"Albert N. Steward, Fay-Chi Chang, H. C. Chow",Albert N. steward,"Fay-Chi Chang, H. C. Chow",3144,"Sept. 6, 1931",1931-09-06,N/A,Dryopteris squamigera var. squamigera Christ,Thelypteris squamigera (Christ) Ching,N/A,N/A,N/A,China,Kweichow,N/A,N/A,"70 li to Ye, Hain Chang Shan","70 li to Ye, Hain Chang Shan",Moist brushy slopes,alt. 880 Tm,N/A,779919,Handwritten,no type status,http://fm-digital-assets.fieldmuseum.org/1904/108/C0377881F.jpg
0077_C0382365F.jpg,Julie F. Barcelona,Julie f. barcelona,N/A,48,Nov.—1989,1989-11-00,N/A,Selaginella cf. appendiculata,Selaginella cf. appendiculata,Julie F. Barcelona,Nov.—1989,N/A,Philippines,Visayas,Antique Province,N/A,"Visayas, Panay I., Antique Prov., Semirara I.",Semirara Island,Egata – on shaded & moist areas,N/A,N/A,PNH no. 19235,Mix of Handwritten and Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1909/756/C0382365F.jpg
0073_C0368029F.jpg,L. & A. Fay,L. Fay,A. Fay,1206,11 Apr 1985,1985-04-11,N/A,Drynaria laurentii (Christ.) Hieron.,Drynaria laurentii (Christ.) Hieron.,N/A,N/A,N/A,LIBERIA,N/A,N/A,Cuttington University College,Cuttington University College. Alt. 250 m.,Cuttington University College,"On tree trunk about 10' from ground; common in groves of rubber trees, on trunks.",Alt. 250 m.,N/A,N° 2111378,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1896/920/C0368029F.jpg
0085_C0356535F.jpg,H. St. John,H. St. John,N/A,16662,"Aug. 26, 1934",1934-08-26,1934-08-26,Hymenophyllum baueri var. minimum,Hymenophyllum baueri var. minimum,Det. B.B. Copeland,N/A,N/A,Austral Islands,Raivavae,N/A,N/A,"Northwest slope of Teape, Teia woods","Northwest slope of Teape, Teia woods",Epiphytic on mossy tree limb,altitude 350 meters,N/A,1435764,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1990/120/C0356535F.jpg
0071_C0383576F.jpg,T. G. Yuncker,T. G. Yuncker,N/A,"18,561","Mar. 30, 1958",1958-03-30,N/A,Selaginella plana (Dier.) Hieron.,Selaginella plana (Dier.) Hieron.,N/A,N/A,N/A,Jamaica,Portland,N/A,N/A,"On wet embankment along trail, rain forest, John Crow Mts., 1.5-2 miles south-west of Ecclesdown.","On wet embankment along trail, John Crow Mts., 1.5-2 miles southwest of Ecclesdown.",rain forest,Alt. 1500-2500 ft.,N/A,1451955,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1995/841/C0383576F.jpg
0070_C0383180F.jpg,A. Carestia,A. Carestia,N/A,851,1871,1871-00-00,N/A,Lycopodium complanatum L.,Lycopodium complanatum L.,Joan H. Wilec,1962,N/A,Italy,N/A,N/A,N/A,Salita alla Busgocera presso Soglielo in Valsesia,Salita alla Busgocera near Soglielo in Valsesia,N/A,N/A,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/1982/572/C0383180F.jpg
0079_C0358423F.jpg,G.J. Chamberlain,G.j. Chamberlain,N/A,N/A,"Oct. 15, 1911",1911-10-15,N/A,Trichomanes reniforme,Trichomanes reniforme,N/A,N/A,N/A,New Zealand,N/A,N/A,Ohakune,Ohakune,Ohakune,N/A,N/A,N/A,1407795,Typed,no type status,https://fm-digital-assets.fieldmuseum.org/1991/498/C0358423F.jpg
0087_C0662992F.jpg,"P.L. Redfearn, Jr., R.L. Wilbur, H.A. Hespenheide, D.R. Wiseman",P.l. Redfearn,"R.l. Wilbur, H.a. Hespenheide, D.r. Wiseman",18156,2 August 1964,1964-08-02,N/A,Cnemidaria grandifolia (Willd.) Proctor var. grandifolia,Cnemidaria grandifolia var. grandifolia,R. L. Wilbur 1966,1966,N/A,Dominica,N/A,N/A,N/A,Parish of St. Paul: Disturbed rainforest in the upper Layou Valley about 1.5 miles from Clarke Hall towards Pont Casse.,"Parish of St. Paul, upper Layou Valley about 1.5 miles from Clarke Hall towards Pont Casse",Disturbed rainforest,N/A,N/A,1670026,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2116/918/C0662992F.jpg
0082_C0377971F.jpg,R.B. Faden,R.b. faden,N/A,2089703,2 Jan 1977,1977-01-02,1977-01-02,Thelypteris biseriata (Wall. ex Bedd.) Ching,Thelypteris biseriata (Wall. ex Bedd.) Ching,N/A,N/A,N/A,Ceylon,Central Province,Nuwara Eliya District,N/A,"between mile posts 45/5 and 45/6 on Nuwara Eliya-Kandy road, 6°59'50"" 80°45'E.",between mile posts 45/5 and 45/6 on Nuwara Eliya-Kandy road,"Shady moist bank near stream, Local and uncommon",ca. 1980 m,"6°59'50"" 80°45'E",N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2128/029/C0377971F.jpg
0050_C0272257F.jpg,H. et P. Sydow,H. Sydow,P. Sydow,67,14. 8. 1903,1903-08-14,N/A,Entyloma crastophilum Sacc.,Entyloma crastophilum Sacc.,N/A,N/A,Holcus lanatus,Germany,Saxony,N/A,Zwiesel bei Schmilka,"Sachsen: am Grossen Winterberge, Zwiesel bei Schmilka","Grossen Winterberge, Zwiesel bei Schmilka",Auf Blättern,N/A,N/A,C0272257F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2161/729/C0272257F.jpg
0058_C0272257F.jpg,H. et P. Sydow,H. Sydow,P. Sydow,67,14. 8. 1903,1903-08-14,N/A,Entyloma crastophilum Sacc.,Entyloma crastophilum Sacc.,N/A,N/A,Holcus lanatus,Germany,Sachsen,N/A,Zwiesel bei Schmilka,"am Grossen Winterberge, Zwiesel bei Schmilka",Grossen Winterberge,Auf Blättern,N/A,N/A,C0272257F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2161/729/C0272257F.jpg
0053_C0272323F.jpg,"O. Mattirolo, comm. G. Lagerheim",O. Mattirolo,G. Lagerheim,876,27/9 1895,1895-09-27,N/A,Neovossia Moliniae (Thüm.) Körn.,Neovossia Moliniae (Thüm.) Körn.,N/A,N/A,Molinia coerulea,Italia,prov. Como,N/A,Rodero,"Rodero, prov. Como in ovaris Moliniae coeruleae",in ovaries of Molinia caerulea,N/A,N/A,N/A,C0272323F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2161/795/C0272323F.jpg
0061_C0272323F.jpg,"O. Mattirolo, comm. G. Lagerheim",O. Mattirolo,G. Lagerheim,876,27/9 1895,1895-09-27,1895-09-27,Neovossia Moliniae (Thüm.) Körn.,Neovossia Moliniae (Thüm.) Körn.,N/A,N/A,Moliniae,Italia,prov. Como,N/A,Rodero,"Rodero, prov. Como in ovaris Moliniae coeruleae",Rodero,in ovaris Moliniae coeruleae,N/A,N/A,C0272323F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2161/795/C0272323F.jpg
0054_C0272329F.jpg,"Richard W. Pohl, Gerrit Davidse",Richard W. Pohl,Gerrit Davidse,11146,25 September 1968,1968-09-25,N/A,Oplismenus setarius (Lam.) Roem. & Schult.,Oplismenus setarius (Lam.) Roem. & Schult.,N/A,N/A,N/A,Costa Rica,Puntarenas,N/A,N/A,5 KM NW of the Carretera Interamericana in Boruca area,5 kilometers northwest of the Carretera Interamericana in Boruca area,Carpeting the ground at the margin of forest and savanna,elev. 450 m.,N/A,C0272329F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2161/800/C0272329F.jpg
0062_C0272329F.jpg,"Richard W. Pohl, Gerrit Davidse",Richard W. Pohl,Gerrit Davidse,11146,25 September 1968,1968-09-25,1968-09-25,Oplismenus setarius (Lam.) Roem. & Schult.,N/A,N/A,N/A,N/A,Costa Rica,Puntarenas,N/A,N/A,5 KM NW of the Carretera Interamericana in Boruca area,5 kilometers northwest of the Carretera Interamericana in Boruca area,Carpeting the ground at the margin of forest and savanna,elev. 450 m.,N/A,C0272329F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2161/800/C0272329F.jpg
0055_C0272400F.jpg,E. W. D. Holway,E. W. D. Holway,N/A,1789,"Aug. 8, 1901",1901-08-08,N/A,"Tuburcinia Clintoniae, Kom.","Tuburcinia Clintoniae, Kom.",F. Bartholomew,N/A,Streptopus rosens.,Canada,British Columbia,N/A,N/A,Glacier,Glacier,N/A,N/A,N/A,C0272400F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2161/871/C0272400F.jpg
0063_C0272400F.jpg,E. W. D. Holway,E. W. D. Holway,N/A,1789,"Aug. 8, 1901",1901-08-08,1901-08-08,"Tuburcinia Clintoniae, Kom.","Tuburcinia Clintoniae, Kom.",N/A,N/A,Streptopus rosens.,Canada,British Columbia,N/A,N/A,"Glacier, Brit. Columbia","Glacier, British Columbia",N/A,N/A,N/A,C0272400F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2161/871/C0272400F.jpg
0051_C0272404F.jpg,leg. F. Bubak,F. Bubak,N/A,3239,Majo,0000-05-00 ,0000-05-00 ,Tuburcinia anemones (Pers.) Liroid,Tuburcinia anemones (Pers.) Liroid,N/A,N/A,Anemones nemorosae,Czech Republic,Bohemia,N/A ,Poděbrady,"ad Poděbrad, ad folia viva Anemones nemorosae",Poděbrady,N/A,N/A,N/A,C0272404F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2161/875/C0272404F.jpg
0059_C0272404F.jpg,F. Bubak,F. Bubak,N/A,3239,Majo,0000-05-00,N/A,Tuburcinia anemones (Pers.) Liro,Tuburcinia anemones (Pers.) Liro,N/A,N/A,Anemones nemorosae,Czech Republic,Bohemia,N/A,Poděbrady,"ad folia viva Anemones nemorosae ad Poděbrad, m. Majo.",N/A,ad folia viva Anemones nemorosae (on live leaves of Anemones nemorosae),N/A,N/A,CO272404F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2161/875/C0272404F.jpg
0057_C0272225F_ 1.jpg,Harold E. Parks and Joseph P. Tracy,Harold e. parks,Joseph p. tracy,13207,"June 3, 1934",1934-06-03,1934-06-03,Exobasidium Vaccinii (Fuckl.) Wor.,Exobasidium Vaccinii (Fuckl.) Wor.,N/A,N/A,Vaccinium ovatum Pursh,United States of America,California,Humboldt County,Trinidad,Trinidad.,Trinidad,N/A,N/A,N/A,C0272225F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2184/981/C0272225F_ 1.jpg
0065_C0272225F_ 1.jpg,Harold E. Parks and Joseph P. Tracy,Harold E. Parks,Joseph P. Tracy,13207,"June 3, 1934",1934-06-03,1934-06-03,Exobasidium Vaccinii (Fuck.) Wor.,Exobasidium Vaccinii,N/A,N/A,Vaccinium ovatum Pursh,United States,California,Humboldt,Trinidad,Trinidad,Trinidad,N/A,N/A,N/A,C0272225F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2184/981/C0272225F_ 1.jpg
0056_C0272229F_ 1.jpg,Lee Bonar,Lee Bonar,N/A,890,21 August 1954,1954-08-21,1954-08-21,Exobasidium Vaccinii (Fckl.) Wor.,Exobasidium Vaccinii (Fckl.) Wor.,N/A,N/A,Arctostaphylos patula Greene.,United States of America,California,Shasta County,N/A,"Manzanita Lake, Lassen National Park, Shasta County.","Manzanita Lake, Lassen National Park",N/A,N/A,N/A,C0272229F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2184/989/C0272229F_ 1.jpg
0064_C0272229F_ 1.jpg,Lee Bonar,Lee Bonar,N/A,890,21 August 1954,1954-08-21,1954-08-21,Exobasidium Vaccinii (Fckl.) Wor.,Exobasidium Vaccinii (Fckl.) Wor.,N/A,N/A,Arctostaphylos patula Greene.,United States of America,California,Shasta County,N/A,"Manzanita Lake, Lassen National Park, Shasta County.","Manzanita Lake, Lassen National Park",N/A,N/A,N/A,C0272229F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2184/989/C0272229F_ 1.jpg
0052_C0272218F_ 1.jpg,H. E. Parks and J. P. Tracy,H. E. Parks,J. P. Tracy,238,"Sept. 15, 1930",1930-09-15,N/A,Exobasidium Vaccinii (Fckl.) Wor.,Exobasidium Vaccinii (Fckl.) Wor.,N/A,N/A,Arbutus Menziesii Pursh.,United States,California,Humboldt County,N/A,"Kneeland, Bald Hills","Kneeland, Bald Hills",Seriously affecting the young shoots.,N/A,N/A,C0272218F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2184/966/C0272218F_ 1.jpg
0060_C0272218F_ 1.jpg,H. E. Parks and J. P. Tracy,H. E. Parks,J. P. Tracy,238,"Sept. 15, 1930",1930-09-15,N/A,Exobasidium Vaccinii (Fckl.) Wor.,Exobasidium Vaccinii (Fckl.) Wor.,N/A,N/A,Arbutus Menziesii Pursh.,United States,California,Humboldt County,N/A,"Kneeland, Bald Hills","Kneeland, Bald Hills",Seriously affecting the young shoots,N/A,N/A,C0272218F,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2184/966/C0272218F_ 1.jpg
0066_C0004429F.jpg,Singer,Singer,N/A,'B 7463,14 v 1973,1973-05-14,1973-05-14,HYDROCYBE DIMORPHOBASIDIATA Sing. Ad terram in hylaeaa,N/A,N/A,N/A,N/A,Ecuador,Napo ,N/A,Lago Agrio,Lago Agrio,Lago Agrio,Ad terram in hylaeaa,N/A,N/A,1017827 ,Typed,Type,http://fm-digital-assets.fieldmuseum.org/407/128/C0004429F.jpg
0067_C0004429F_a.jpg,,,,,,,,,,,,,,,,,,,,,,,,,http://fm-digital-assets.fieldmuseum.org/407/129/C0004429F_a.jpg
0068_C0004430F.jpg,Singer,Singer,N/A,M0517,23 II 1988,1988-02-23,1988-02-23,"Hygrocybe fuegiana Sing (= H. rosea, sensu Horak)",Hygrocybe fuegiana,N/A,N/A,"Sphagnum spp., Rubus geoides",Argentina,Tierra del Fuego,Departamento Ushuaia,N/A,"va. road Ushuaya-Lago Fagnano, SW of highest point","road Ushuaya to Lago Fagnano, southwest of highest point",Gregarious in bog margin,N/A,N/A,F1075922,Typed,Holotype,http://fm-digital-assets.fieldmuseum.org/407/130/C0004430F.jpg
0046_C0095081F.jpg,H. Imshaug & K. Ohlsson,H. Imshaug,K. Ohlsson,49793,9 October 1971,1971-10-09,N/A,Xanthoparmelia mougeotii (Schaer.) Hale,Xanthoparmelia mougeotii (Schaer.) Hale,Hale,N/A,"Anthobryum, Berberis",Chile,Magallanes,N/A,N/A,Scattered Anthobryum and Berberis on low hill near Primera Angostura,low hill near Primera Angostura,N/A,N/A,"52° 27' S., 69° 36' W.",N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2117/165/C0095081F.jpg
0033_C0095120F.jpg,W. L. Culberson & R. Ornduff,W. L. Culberson,R. Ornduff,22493,"September 3, 1998",1998-09-03,N/A,"Xanthoria parietina (L.) Th.Fr. in N. Acta Reg. Soc. Sc. Upsal., ser. 3, 3:67. 1861.",Xanthoria parietina,W. L. Culberson,N/A,N/A,South Africa,Western Cape,N/A,N/A,"15 km SE of Oudtshoorn, on the road above Blossoms.","15 kilometers southeast of Oudtshoorn, on the road above Blossoms",On twigs of Zyophyllum sp.,N/A,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2117/199/C0095120F.jpg
0035_C0090513F.jpg,HENRY A. IMSHAUG & FREDERICK H. IMSHAUG,Henry A. Imshaug,Frederick H. Imshaug,31340,21 September 1963,1963-09-21,N/A,Bamblyiospora chloritis (Nyl.) Zahlbr.,Bamblyiospora chloritis (Nyl.) Zahlbr.,N/A,N/A,N/A,Tobago,N/A,N/A,N/A,"Scattered cultivations in clearings of rain forest, ca. 1200 ft., Main Ridge along ""Mt. St. George - Castara Track"" (near Castara)","Main Ridge along ""Mt. St. George - Castara Track"" near Castara",Scattered cultivations in clearings of rain forest,ca. 1200 ft.,N/A,N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2116/097/C0090513F.jpg
0036_C0053622F.jpg,Edward M. Wheeler,Edward M. Wheeler,N/A,9401,7 Jan 1989,1989-01-07,N/A,Buellia bahiana Malme,Hafellia bahiana (Malme) Sheard,R.J. Salm,20 August 2016,on Ilex glabra,United States of America,Florida,Polk County,N/A,"Tiger Creek Preserve, just to right of Wakeford Road Entrance","Tiger Creek Preserve, just to the right of Wakeford Road Entrance",N/A,N/A,N/A,Lumbsch - 9401,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2115/765/C0053622F.jpg
0031_C0052970F.jpg,Shirley Tucker,Shirley Tucker,N/A,16863,"March 17, 1977",1977-03-17,N/A,Buellia punctata (Hoffm.) Mass.,Amandinea punctata (Hoffm.) Coppins & Scheid.,R. J. Salm,3 July 2019,Taxodium,United States of America,Louisiana,St. Tammany Parish,N/A,"Fontainebleau State Park, north shore of Lake Pontchartrain","Fontainebleau State Park, north shore of Lake Pontchartrain",N/A,N/A,"30°20'N, 90°03'W",L-10469,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2541/682/C0052970F.jpg
0030_C0090117F.jpg,H. T. Lumbsch,H. T. Lumbsch,N/A,10566 b,14.7.1994,1994-07-14,1994-07-14,Acarospora,Acarospora,N/A,N/A,N/A,USA,Arizona,Gila Co.,San Carlos Lake,"San Carlos Lake, E exposed slopes above dam, just N of Coolidge","East exposed slopes above dam, just North of Coolidge",On siliceous rocks,N/A,"33°11'N, 110°32'W",N/A,Typed,no type status,http://fm-digital-assets.fieldmuseum.org/2541/820/C0090117F.jpg
