Image,verbatimCollectors,collectedBy,secondaryCollectors,recordNumber,verbatimEventDate,minimumEventDate,maximumEventDate,verbatimIdentification,latestScientificName,identifiedBy,verbatimDateIdentified,associatedTaxa,country,firstPoliticalUnit,secondPoliticalUnit,municipality,verbatimLocality,locality,habitat,substrate,verbatimElevation,verbatimCoordinates,otherCatalogNumbers,originalMethod,typeStatus
0116_C0363828F.jpg,T. G. Yuncker,T. G. Yuncker,N/A,"No. 17,429","Nov. 17, 1957",1957-11-17,1957-11-17,Lycopodium cernuum L.,Lycopodium cernuum L.,N/A,N/A,N/A,Jamaica,St. Andrew,N/A,N/A,"Scrambling over side of cut, along trail near Bellevue. Alt. 3000-4000 ft.",trail near Bellevue,side of cut,N/A,3000-4000 ft.,N/A,1482756,Typed,no type status
0117_C0363985F.jpg,Carvalho 2092,Carvalho,N/A,2092,25-IV-1986,1986-04-25,1986-04-25,Lycopodiella cernua (L.) Pic. Serm.,Lycopodiella cernua (L.) Pic. Serm.,J. Fernández Casas,1991,N/A,Guinea Ecuatorial,Bioco,N/A,Basile,"Malabo - Basile, km 13, cerca de Basile, 32NMK7880, 390 m, márgenes de la carretera, Carvalho 2092, 25-IV-1986. Postrada. Forma pequeñas colonias dispersas.","Malabo - Basile, km 13, near Basile",margins of the road,soil,390 m,32NMK7880,2201362,Typed,no type status
0118_C0363442F.jpg,Henk van der Werff 11699,Henk van der Werff,N/A,11699,12 June 1990,1990-06-12,1990-06-12,Diplazium assimile (C. Presl) Bedd.,Diplazium assimile (C. Presl) Bedd.,Henk van der Werff,1991 (MO),N/A,Australia,Queensland,N/A,N/A,"Boonjee logging area, at base of Mt. Bartle Frere. Rainforest.","Boonjee logging area, at base of Mount Bartle Frere",Rainforest,soil,N/A,145°43'E 17°25'S,2094887,Typed,no type status
0119_C0378283F.jpg,M. Togawa & K. Iwatsuki,M. Togawa,K. Iwatsuki,1150,"July 28, 1956",1956-07-28,N/A,Diplazium umbilicatum (Tag.) Tag.,Diplazium umbilicatum (Tag.) Tag.,N/A,N/A,N/A,Japan,Kyushu,Kagoshima,N/A,"Kyushu, Pref. Kagoshima: western slope of Mt. Koyachi, south of Kanoya City","western slope of Mt. Koyachi, south of Kanoya City",Wet rocky slope in densely wooded ravine,rock,N/A,N/A,1475055,Typed,no type status
0120_C0364726F.jpg,W. Takeuchi & J. Wiakabu,W. Takeuchi,J. Wiakabu,9366,"February 5, 1994",1994-02-05,N/A,Blechnum ledermannii Brause,Blechnum ledermannii Brause,N/A,N/A,N/A,Papua New Guinea,New Ireland,N/A,N/A,"New Ireland: Hans Meyer Range, Site 4 on the expedition report.","Hans Meyer Range, Site 4","Montane rainforest, forest dominated by bryophyte and fern growth",soil,c. 1800 m,4°25' S x 152°39' E,02502643,Typed,no type status
0121_C0366013F.jpg,Tagawa & Iwatsuki 888,Tagawa,Iwatsuki,888,"May 20, 1956",1956-05-20,N/A,Dryopteris crassirhizoma Nakai,Dryopteris crassirhizoma Nakai,N/A,N/A,N/A,Japan,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,N/A,Typed,no type status
0122_C0366453F.jpg,J. Ohwi,J. Ohwi,N/A,202,April 1951,1951-04-00,1951-04-00,Polystichum tripteron Presl,Polystichum tripteron Presl,N/A,N/A,N/A,Japan,Honshu,N/A,Jumoji in Sagami,Honshu: Jumoji in Sagami,Jumoji in Sagami,N/A,N/A,N/A,N/A,1464206,Typed,no type status
0123_C0364207F.jpg,Father M. Vanoverbergh,Father M. Vanoverbergh,N/A,8591,April 13,1913-04-13,1913-04-13,Asplenium ontogenium Kaulf.,Asplenium ontogenium Kaulf.,N/A,N/A,N/A,Philippines,Bontoc Subprovince,N/A,N/A,"Bontoc Subprovince, Luzon","Bontoc Subprovince, Luzon",N/A,N/A,N/A,N/A,393429,Typed,no type status
0124_C0376117F.jpg,R.B & A.J.Faden,R.B,A.J.Faden,77/53,5 Jan. 1977,1977-01-05,N/A,Pyrrosia lanceolata (L.) Farw.,Pyrrosia lanceolata (L.) Farw.,D.B. Lellinger,1979,N/A,Ceylon,N/A,N/A,N/A,"North Western Province, Kurunegala District, Dambulla-Kuskanda Hill, ca. 7'37'II, 80°24'30""E.","North Western Province, Kurunegala District, Dambulla-Kuskanda Hill",Forest,N/A,Alt. 600 m,"ca. 7'37'II, 80°24'30""E.",2014294,Typed,no type status
0125_C0377881F.jpg,"Albert N. Steward, C. Y. Chiao, and H. C. Cheo",Albert N. Steward,"C. Y. Chiao, H. C. Cheo",344,"Sept. 6, 1931",1931-09-06,N/A,Dryopteris squamigera (Hook.) Kuntze,Thelypteris squamigera (Hook.) Ching,N/A,N/A,N/A,China,Kweichow Province,N/A,N/A,Tai Yang Shan,Tai Yang Shan,"Moist brushy slopes, Soil black",soil,alt. 980 m.,N/A,779919,Typed,no type status
0126_C0382365F.jpg,Julie F. Barcelona,Julie F. Barcelona,N/A,48,Nov. 1989,1989-11-00,1989-11-00,Selaginella cf. repanda,Selaginella cf. repanda,Julie F. Barcelona,Nov. 1989,N/A,Philippines,Visayas,Antique,N/A,"Visayas, Panay Isl., Antique, Culasi, Northwest Panay Peninsula, Mt. Madja-as, shaded moist places","Northwest Panay Peninsula, Mt. Madja-as, shaded moist places","Ridges, shaded & moist areas",soil,N/A,N/A,PNH no. 190235,Typed,no type status
0127_C0368029F.jpg,L. & A. Fay,L. Fay,A. Fay,1206,11 Apr 1985,1985-04-11,N/A,Drynaria laurentii (Christ.) Hieron.,Drynaria laurentii (Christ.) Hieron.,N/A,N/A,N/A,Liberia,N/A,N/A,Cuttington University College,"Cuttington University College. Alt. 250 m. On tree trunk about 10' from ground; common in groves of rubber trees, on trunks.",Cuttington University College,"On tree trunk about 10 feet from ground; common in groves of rubber trees, on trunks",bark,Alt. 250 m.,N/A,N° 2111378,Typed,no type status
0128_C0356535F.jpg,H. St. John,H. St. John,N/A,16662,"Aug. 26, 1934",1934-08-26,1934-08-26,Humata banksii Alston,Humata banksii Alston,E.B. Copeland,N/A,N/A,Austral Islands,N/A,N/A,N/A,"Northwest slope of Tere, Teti woods","Northwest slope of Tere, Teti woods",On mossy tree limb,bark,altitude 350 meters,N/A,1435764,Typed,no type status
0129_C0383576F.jpg,T. G. Yuncker,T. G. Yuncker,N/A,"18,561","Mar. 30, 1958",1958-03-30,1958-03-30,Selaginella plana (Diver.) Hieron.,Selaginella plana (Diver.) Hieron.,N/A,N/A,N/A,Jamaica,Portland,N/A,N/A,"On wet embankment along trail, rain forest, John Crow Mts., 1.5-2 miles southwest of Ecclesdown. Alt. 1500-2500 ft.","On wet embankment along trail, John Crow Mountains, 1.5-2 miles southwest of Ecclesdown",rain forest,N/A,Alt. 1500-2500 ft.,N/A,1481955,Typed,no type status
0130_C0383180F.jpg,A. Caruel,A. Caruel,N/A,851,1871,1871-00-00,1871-00-00,Lycopodium complanatum L.,Lycopodium complanatum L.,Joan H. Wlce,1962,N/A,Italy,N/A,N/A,N/A,Salita alla Boscaglia presso Sospello in Valdesia,Salita alla Boscaglia presso Sospello in Valdesia,N/A,N/A,N/A,N/A,1028302,Typed,no type status
0131_C0358423F.jpg,G.J. Chamberlain,G.J. Chamberlain,N/A,N/A,"Oct. 15, 1911",1911-10-15,1911-10-15,Trichomanes reniforme,Trichomanes reniforme,N/A,N/A,N/A,New Zealand,N/A,N/A,Ohakune,Ohakune,Ohakune,N/A,N/A,N/A,N/A,1407795,Typed,no type status
0132_C0662992F.jpg,"R. L. Wilbur, H. A. Hespenheide, D. R. Wiseman",R. L. Wilbur,"H. A. Hespenheide, D. R. Wiseman",1670026,2 August 1964,1964-08-02,N/A,Cnemidaria grandifolia (Willd.) Proctor var. grandifolia,Cnemidaria grandifolia (Willd.) Proctor var. grandifolia,R. L. Wilbur,1971,N/A,Dominica,St. Paul,N/A,N/A,Parish of St. Paul: Disturbed rainforest in the upper Layou Valley about 1.5 miles from Clarke Hall towards Pont Casse.,upper Layou Valley about 1.5 miles from Clarke Hall towards Pont Casse,Disturbed rainforest,N/A,N/A,N/A,N/A,Typed,no type status
0133_C0377971F.jpg,R.B.A. Faden,R.B.A. Faden,N/A,N/A,2 Jan 1977,1977-01-02,N/A,Thelypteris,Thelypteris,N/A,N/A,N/A,Ceylon,Central Province,Nuwara Eliya District,N/A,between mile posts 45/3 and 45/4 on Nuwara Eliya-Kandy road,between mile posts 45/3 and 45/4 on Nuwara Eliya-Kandy road,Shady moist bank near stream,soil,ca 1950 m,"6°59'50"" 80°45'E",2089703,Typed,no type status
0134_C0272257F.jpg,leg. H. et P. Sydow,H. Sydow,P. Sydow,67,14. 8. 1903,1903-08-14,N/A,"Entyloma crastophilum Sacc. Michelia I, p. 540; Sacc. Syll. VII, p. 491.",Entyloma crastophilum Sacc.,N/A,N/A,N/A,Germany,Sachsen,N/A,Zwiesel bei Schmilka,"am Grossen Winterberge ""Zwiesel bei Schmilka""","Grossen Winterberge ""Zwiesel bei Schmilka""",Auf Blättern von Holcus lanatus,leaves,N/A,N/A,C0272257F,Typed,no type status
0135_C0272323F.jpg,"Leg. O. Mattirolo, comm. G. Lagerheim",O. Mattirolo,G. Lagerheim,876,27/9 1895,1895-09-27,N/A,Neovossia Moliniae (Thüm.) Körn.,Neovossia Moliniae (Thüm.) Körn.,N/A,N/A,Moliniae,Italia,prov. Como,N/A,Rodero,"Rodero, prov. Como in ovarii Moliniae coeruleae",Rodero in ovarii Moliniae coeruleae,N/A,N/A,N/A,N/A,C0272323F,Typed,no type status
0136_C0272329F.jpg,"Richard W. Pohl, Gerrit Davidse",Richard W. Pohl,Gerrit Davidse,11146,25 September 1968,1968-09-25,N/A,Oplismenus setarius (Lam.) Roem. & Schult.,Oplismenus setarius (Lam.) Roem. & Schult.,N/A,N/A,N/A,Costa Rica,Puntarenas,N/A,N/A,5 KM NW of the Carretera Interamericana in Boruca area,5 kilometers northwest of the Carretera Interamericana in Boruca area,Carpeting the ground at the margin of forest and savanna,soil,elev. 450 m.,N/A,C0272329F,Typed,no type status
0137_C0272400F.jpg,E. W. D. Holway,E. W. D. Holway,N/A,1789,"Aug. 8, 1901",1901-08-08,1901-08-08,"Tuburcinia Clintoniae, Kom.",Tuburcinia Clintoniae,N/A,N/A,On Streptopus rosens.,Canada,British Columbia,N/A,N/A,"Glacier, Brit. Columbia, Aug. 8, 1901.",Glacier,N/A,N/A,N/A,N/A,C0272400F,Typed,no type status
0138_C0272404F.jpg,leg. F. Bubak,F. Bubak,N/A,3239,Majo,1900-05-00,1900-05-00,Tuburcinia anemones (Pers.) Liro,Tuburcinia anemones (Pers.) Liro,N/A,N/A,Anemones nemorosae,Bohemia,N/A,N/A,Poděbrad,"ad folia viva Anemones nemorosae ad Poděbrad, m. Majo.",ad Poděbrad,ad folia viva Anemones nemorosae,leaves,N/A,N/A,CO272404F,Typed,no type status
0139_C0272225F_%201.jpg,Harold E. Parks and Joseph P. Tracy,Harold E. Parks,Joseph P. Tracy,13207,"June 3, 1934",1934-06-03,1934-06-03,Exobasidium Vaccinii (Fuckl.) Wor.,Exobasidium Vaccinii (Fuckl.) Wor.,N/A,N/A,Vaccinium ovatum Pursh,United States,California,Humboldt County,Trinidad,Trinidad.,Trinidad,N/A,N/A,N/A,N/A,C0272225F,Typed,no type status
0140_C0272229F_%201.jpg,Lee Bonar,Lee Bonar,N/A,890,21 August 1954,1954-08-21,1954-08-21,Exobasidium Vaccinii (Fckl.) Wor.,Exobasidium Vaccinii (Fckl.) Wor.,N/A,N/A,Arctostaphylos patula Greene.,United States,California,Shasta County,N/A,"Manzanita Lake, Lassen National Park, Shasta County.","Manzanita Lake, Lassen National Park",N/A,N/A,N/A,N/A,C0272229F,Typed,no type status
0141_C0272218F_%201.jpg,Coll. H. E. Parks and J. P. Tracy,H. E. Parks,J. P. Tracy,238,"Sept. 15, 1930",1930-09-15,N/A,"Exobasidium Vaccinii (Fckl.) Wor. Host, Arbutus Menziesii Pursh.",Exobasidium Vaccinii,N/A,N/A,Arbutus Menziesii,United States,California,Humboldt County,N/A,"Kneeland, Bald Hills","Kneeland, Bald Hills",Seriously affecting the young shoots.,N/A,N/A,N/A,C0272218F,Typed,no type status
0142_C0003693F.jpg,H.K.,H.k.,N/A,68/641,5.VII.1968,1968-07-05,1968-07-05,Crucibulum laeve (Huds.) Kambly,Crucibulum laeve (Huds.) Kambly,N/A,N/A,"Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus, etc.",New Zealand,N/A,N/A,N/A,"Kuaotunu Valley, Coromandel Peninsula, N.Z.","Kuaotunu Valley, Coromandel Peninsula","In humus under Cyathea dealbata, C. smithii, Phyllocladus, Podocarpus, etc.",humus,N/A,N/A,1017207,Typed,no type status
0143_C0004429F.jpg,Singer,Singer,N/A,'B 7463,14 V 1973,1973-05-14,1973-05-14,Hygrocybe dimorphosidiata Sing.,Hygrocybe dimorphosidiata Sing.,N/A,N/A,N/A,Ecuador,Napo,N/A,Lago Agrio,Lago Agrio,Lago Agrio,Ad terram in hylaea,soil,N/A,N/A,1017827,Typed,TYPE
0144_C0004430F.jpg,Singer M0517,Singer,N/A,M0517,23 II 1988,1988-02-23,1988-02-23,Hygrocybe fuegiana Sing (= H. rosea sensu Horak),Hygrocybe fuegiana Sing,N/A,N/A,"Sphagnum spp., Rubus geoides",Argentina,Tierra del Fuego,Departamento Ushuaia,N/A,"va. road Ushuaya-Lago Fagnano, SW of highest point","road Ushuaya-Lago Fagnano, southwest of highest point",Gregarious in bog margin,soil,N/A,N/A,F1075922,Typed,Holotype
0145_C0209265F_3143.jpg,P. Ponce de Leon,P. Ponce de Leon,N/A,296,"September 21, 1978",1978-09-21,1978-09-21,Amanita,Amanita,N/A,N/A,N/A,Alaska,N/A,N/A,N/A,"At or above timberline, windswept slopes of mountains about 20-30 miles north of Mt. McKinley, with mosses, lichens, Vaccinium spp. and other Ericads.","At or above timberline, windswept slopes of mountains about 20-30 miles north of Mt. McKinley",N/A,soil,N/A,N/A,C0209265F,Typed,no type status
0146_C0225578F_7209.jpg,Coll. P. Ponce de Leon,P. Ponce de Leon,N/A,303,"September 21, 1978",1978-09-21,1978-09-21,Lycoperdon,Lycoperdon,N/A,N/A,N/A,Alaska,N/A,N/A,N/A,"At or above timberline, windswept slopes of mountains 20-30 miles north of Mt. McKinley. With mosses. lichens, Vaccinium spp. and other Ericads.","At or above timberline, windswept slopes of mountains 20-30 miles north of Mt. McKinley",On high slopes above timberline,soil,N/A,N/A,C0225578F,Typed,no type status
0147_C0227005F_7903.jpg,P. Ponce de Leon,P. Ponce de Leon,N/A,267,"September 20, 1978",1978-09-20,1978-09-20,(Agaricaceae),N/A,N/A,N/A,N/A,United States,Alaska,N/A,N/A,"Boggy area south of Yukon, just below the Chatanika River, about 25 miles north of Fairbanks, Alaska. In hummocks composed of grasses, lichens, mosses and Ericads, under Alnus, Prunus, Betula species.","Boggy area south of Yukon, just below the Chatanika River, about 25 miles north of Fairbanks","In hummocks composed of grasses, lichens, mosses and Ericads, under Alnus, Prunus, Betula species.",soil,N/A,N/A,F 1075800,Typed,no type status
0148_C0237407F_12659.jpg,"Leg. Chr. King, det. Singer",Chr. King,N/A,F1089947,1988,1988-00-00,1988-00-00,Psilocybe muliercula Sing. & Smith,Psilocybe muliercula Sing. & Smith,Singer,N/A,N/A,New Zealand,South Island,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,C0237407F,Typed,no type status
0149_C0275073F.jpg,Paul C. Standley,Paul C. Standley,N/A,82917,"Jan. 9, 1941",1941-01-09,1941-01-09,Phakopsora vitis (Him.) Syd.,Phakopsora vitis (Him.) Syd.,Arthur,N/A,On Vitis tiliifolia H. & B.,Guatemala,Huehuetenango,N/A,San Rafael Petzal,"Near crossing of Río San Juan Ixtán, east of San Rafael Petzal, alt. about 1730 m.","Near crossing of Río San Juan Ixtán, east of San Rafael Petzal",N/A,N/A,about 1730 m.,N/A,CO275073F,Typed,no type status
0150_C0275088F.jpg,PAUL C. STANDLEY,Paul C. Standley,N/A,86140,"FEB. 5, 1941",1941-02-05,1941-02-05,Maimia rubi (Sied. & Holw.) Jacks. On Rubus eriocarpus Liebm.,Gervasía,Arthur,N/A,Rubus eriocarpus Liebm.,Guatemala,Quezaltenango,N/A,N/A,"Dept. Quezaltenango: Oak-pine forest, above Los Vahos, Cerro Quemado, alt. 2900–3000 m.","Oak-pine forest, above Los Vahos, Cerro Quemado",Oak-pine forest,N/A,alt. 2900–3000 m.,N/A,C0275088F,Typed,no type status
0151_C0291873F.jpg,E. W. D. Holway,E. W. D. Holway,N/A,27,"Jan. 27, 1915",1915-01-27,1915-01-27,Ravenelia appendiculata Lagerh. & Diet. on Phyllanthus sp.,Ravenelia appendiculata Lagerh. & Diet.,E. B. Mains,N/A,Phyllanthus sp.,Guatemala,Solola,N/A,N/A,"Solola, Guatemala",Solola,N/A,N/A,N/A,N/A,C0291873F,Typed,no type status
0152_C0264367F.jpg,W.G. Bramley,W.g. Bramley,N/A,N/A,N/A,N/A,N/A,Nectria cinnabarina (Tode ex Fr.) Fr. with Tubercularia vulgaris,Nectria cinnabarina (Tode ex Fr.) Fr.,T. Petch,10 Jan. 1938,Tubercularia vulgaris,N/A,Yorkshire,N/A,Bolton Percy,"On Crataegus, Bolton Percy, Yorkshire.",Bolton Percy,On Crataegus,N/A,N/A,N/A,C0264367F,Typed,no type status
0153_C0095081F.jpg,H. Imshaug & K. Ohlsson,H. Imshaug,K. Ohlsson,49793,9 October 1971,1971-10-09,N/A,Xanthoparmelia mougeotii (Schaer.) Hale,Xanthoparmelia mougeotii (Schaer.) Hale,N/A,N/A,N/A,Chile,Magallanes,N/A,N/A,Scattered Anthobryum and Berberis on low hill near Primera Angostura.,low hill near Primera Angostura,N/A,N/A,N/A,"52° 27' S., 69° 36' W.",N/A,Typed,no type status
0154_C0095120F.jpg,W. L. Culberson & R. Ornduff,W. L. Culberson,R. Ornduff,22493,"September 3, 1998",1998-09-03,N/A,"Xanthoria parietina (L.) Th.Fr. in N. Acta Reg. Soc. Sc. Upsal., ser. 3, 3:67. 1861.",Xanthoria parietina (L.) Th.Fr.,W. L. Culberson,N/A,N/A,South Africa,Western Cape,N/A,N/A,"15 km SE of Oudtshoorn, on the road above Blossoms.","15 kilometers southeast of Oudtshoorn, on the road above Blossoms",On twigs of Zygophyllum sp.,twigs,N/A,N/A,N/A,Typed,no type status
0155_C0090513F.jpg,Henry A. Imshaug & Frederick H. Imshaug,Henry A. Imshaug,Frederick H. Imshaug,31340,21 September 1963,1963-09-21,N/A,Bamblyiospora chloritis (Nyl.) Zahlbr.,Bamblyiospora chloritis (Nyl.) Zahlbr.,N/A,N/A,N/A,Tobago,N/A,N/A,N/A,"Scattered cultivations in clearings of rain forest, ca. 1200 ft., Main Ridge along ""Mt. St. George - Castara Track"" (near Castara)","Main Ridge along ""Mt. St. George - Castara Track"" near Castara",Scattered cultivations in clearings of rain forest,N/A,ca. 1200 ft.,N/A,N/A,Typed,no type status
0156_C0053622F.jpg,Edward M. Wheeler,Edward M. Wheeler,N/A,9401,7 Jan 1989,1989-01-07,1989-01-07,Buellia bahiana Malme on Ilex glabra,Hafellia bahiana (Malme) Sheard,R. J. Salm,20 August 2015,Ilex glabra,United States,Florida,Polk County,N/A,"POLK COUNTY: Tiger Creek Preserve, just to right of Wakeford Road Entrance","Tiger Creek Preserve, just to right of Wakeford Road Entrance",N/A,bark,N/A,N/A,Lumbsch - 9401,Typed,no type status
0157_C0052970F.jpg,Shirley Tucker,Shirley Tucker,N/A,16863,"March 17, 1977",1977-03-17,1977-03-17,Buellia punctata (Hoffm.) Mass.,Amandinea punctata (Hoffm.) Coppins & Scheid.,R. J. Salm,3 July 2019,N/A,United States,Louisiana,St. Tammany Parish,N/A,"Fontainebleau State Park, north shore of Lake Pontchartrain","Fontainebleau State Park, north shore of Lake Pontchartrain",Common on Taxodium,bark,N/A,"30°20'N, 90°03'W",10469,Typed,no type status
0158_C0090117F.jpg,H. T. Lumbsch,H. T. Lumbsch,N/A,10566 b,14.7.1994,1994-07-14,1994-07-14,Acarospora,Acarospora,N/A,N/A,N/A,USA,Arizona,Gila Co.,N/A,"San Carlos Lake, E exposed slopes above dam, just N of Coolidge","San Carlos Lake, east exposed slopes above dam, just north of Coolidge",On siliceous rocks,rock,N/A,"33°11'N, 110°32'W",Nr. 10566 b,Typed,no type status
0159_C0090150F.jpg,"N.Hladun, H.T. Lumbsch & A. Henssen",N. Hladun,H.T. Lumbsch & A. Henssen,Nr. 925d,1983/05/24,1983-05-24,N/A,Acarospora,Acarospora,N/A,N/A,N/A,Spanien,Catalunya,Prov. Gerona,Torroella de Fluvia,"Les Torruelles, bei Torroella de Fluvia, bei Torella de Fluvià, auf Grauwacke in Kalkfelsen","Les Torruelles, bei Torroella de Fluvia, auf Grauwacke in Kalkfelsen",N/A,rock,N/A,N/A,N/A,Typed,no type status
0160_C0090526F.jpg,leg. H.T. Lumbsch,H.T. Lumbsch,N/A,8890,10.5.1983,1983-05-10,1983-05-10,Bellemerea,Bellemerea,N/A,N/A,N/A,Italien,Südtirol,Vinschgau,Gomagoi,"Italien, Südtirol, Vinschgau, Gomagoi, E des Ortes. An Silikatgestein.","Gomagoi, east of the place",An Silikatgestein,rock,N/A,N/A,N/A,Typed,no type status
0161_C0090341F.jpg,"leg. T. Feuerer, H. Hertel & H. Kilias",T. Feuerer,H. Hertel & H. Kilias,282,12.X.1977,1977-10-12,N/A,Buellia schaereri DNOT.,Buellia schaereri DNOT.,N/A,N/A,N/A,Italien,Südtirol,N/A,N/A,"Dolomiten, Rosengarten-Gruppe Purgametsch-Tal (an der Autostraße zwischen Nigerpaß und Tiers), nahe der Abzweigung des Sträßchens ins Tscharmin-Tal bei Rungun, 1220 m.","Dolomiten, Rosengarten-Gruppe, Purgametsch-Tal near the road between Nigerpaß and Tiers, near the turn-off to Tscharmin-Tal at Rungun",Lichter Lärchen-Bestand auf Almgelände,bark,1220 m.,N/A,N/A,Typed,no type status
0162_C0095075F.jpg,Henry A. Imshaug,Henry A. Imshaug,N/A,60155,3 October 1976,1976-10-03,1976-10-03,Xanthoria fallax (Hepp) Arn.,Xanthoria fallax (Hepp) Arn.,N/A,N/A,on Acer,United States,Michigan,Chippewa County,Drummond Island,"CHIPEWA COUNTY (DRUMMOND ISLAND): Along road at Drummond airport, Sec. 25, T. 42 N., R. 5 E.","Along road at Drummond airport, Section 25, Township 42 North, Range 5 East",N/A,bark,N/A,46° 01' N and 83° 44' W,N/A,Typed,no type status
0163_C0055249F.jpg,H. Mietzsch,H. Mietzsch,N/A,6246,27.8.1988,1988-08-27,1988-08-27,Baeomyces fungoides Sw.,Baeomyces fungoides Sw.,N/A,N/A,N/A,Schweiz,Graubünden,Unterengadin,Zernez,"Unterengadin, TK 25: 1218 Zernez, Marangun, Sursaas, 2150-2300 m alt.","Marangun, Sursaas",Auf Erde,soil,2150-2300 m alt.,N/A,N/A,Typed,no type status
0164_C0089982F.jpg,H. Mietzsch,H. Mietzsch,N/A,6983,26.8.1989,1989-08-26,1989-08-26,Xanthoparmelia somloensis (Gyelnik) Hale,Xanthoparmelia somloensis (Gyelnik) Hale,N/A,N/A,N/A,Schweiz,Graubünden,N/A,Savognin,"Albula-Tal, TK 25: 1236 Savognin, Straße von Latsch nach Stugl","Albula Valley, road from Latsch to Stugl",Locker an Gestein,rock,1600 m alt.,N/A,N/A,Typed,no type status
0165_C0090059F.jpg,leg. Aino Henssen,Aino Henssen,N/A,21 931 a,29.8.1971,1971-08-29,1971-08-29,Xanthoria elegans (Link) Th. Fr.,Xanthoria elegans (Link) Th. Fr.,N/A,N/A,N/A,Schweiz,Graubünden,N/A,N/A,"Graubünden, Albulapaß, 2000 m ü.M. auf Dolomit",Albulapaß on Dolomite,N/A,rock,2000 m ü.M.,N/A,N/A,Typed,no type status
0166_C0095147F.jpg,Leg. William L. Culberson,William L. Culberson,N/A,22403,9.VIII.1996,1996-08-09,N/A,Xanthoria polycarpa (Ehrh.) Rieber,"Polycauliona polycarpa (Hoffmann) Frödén, Arup & Søchting",R. J. Salm,7 July 2019,N/A,U.S.A.,Washington,Spokane County,Spokane,"In urbe Spokane, loco Riverside State Park. Ad ramunculos fruticis in Pineto (Pinus ponderosa).",Riverside State Park,Pineto (Pinus ponderosa),bark,N/A,N/A,N/A,Typed,no type status
0167_C0052862F.jpg,G. Follmann,G. Follmann,N/A,N/A,IV/1985,1985-04-00,1985-04-00,Abrothallus parmeliarum (SOMM.) ARN. (anam. Vouauxiomyces santessonii HAWKSW.) Patellariaceae,Abrothallus parmeliarum (SOMM.) ARN.,G. Follmann,IV/1985,N/A,Deutschland,Rheinland-Pfalz,N/A,N/A,"Deutschland, Rheinland-Pfalz: zerstreut in der Oberinde der Lagerlappen von Hypogymnia physodes (L.) NYL., 450 m, NW – SW, pH 6,0; Heckengürtel am Südfuß des Schwirzheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel",Heckengürtel am Südfuß des Schwirzheimer Kopfes zwischen Gerolstein und Prüm in der Hocheifel,zerstreut in der Oberinde der Lagerlappen von Hypogymnia physodes,bark,450 m,N/A,N/A,Typed,no type status
0168_C0052873F.jpg,H.T. Lumbsch & E. Mietzsch,H.T. Lumbsch,E. Mietzsch,5135 D,24.5.1987,1987-05-24,N/A,Buellia punctata (Hoffm.) Massal.,Amandinea punctata (Hoffm.) Coppins & Scheid.,R.J. Salm,3 July 2019,N/A,BRD,Rheinland-Pfalz,Landkreis Mainz/Bingen,6013 Bingen,"Tk 25: 6013 Bingen, Ockenheimer Hörnchen",Ockenheimer Hörnchen,An Populus,bark,N/A,N/A,N/A,Typed,no type status
0169_C0053240F.jpg,N/A,N/A,N/A,MTB5608,N/A,N/A,N/A,Aspicilia caesiocinerea Nyl. ex Malbr.,"Circinaria caesiocinerea (Nyl. ex Malbr.) A. Nordin, Savic & Tibell",R. J. Salm,3 July 2019,N/A,N/A,N/A,N/A,N/A,N/A,[precise locality unknown],N/A,N/A,N/A,N/A,8000,Mix of Handwritten and Typed,no type status
0170_C0053210F.jpg,H.T. Lumbsch & E. Mietzsch,H.T. Lumbsch,E. Mietzsch,5127 a,24.5.1987,1987-05-24,N/A,Aspicilia contorta,"Circinaria contorta (Hoffm.) A. Nordin, Savic & Tibell",R. J. Salm,3 July 2019,N/A,BRD,Rheinland-Pfalz,Landkreis Mainz-Bingen,Ingelheim am Rhein,"TK 25: 6014 Ingelheim am Rhein, Weg von Gau-Algesheim zum Ockenheimer Hörnchen. An Mörtel.",Weg von Gau-Algesheim zum Ockenheimer Hörnchen,An Mörtel,mortar,N/A,N/A,N/A,Typed,no type status
0171_C0090185F.jpg,"H.T. Lumbsch, E. Mietzsch & C.",H.T. Lumbsch,E. Mietzsch & C.,7103 f,19.11.1989,1989-11-19,N/A,Xanthoparmelia conspersa (Ach.) Hale,Xanthoparmelia conspersa (Ach.) Hale,N/A,N/A,N/A,Deutschland,Hessen,Stadt Wiesbaden,Dotzheim,"TK 25: 5925 Wiesbaden, Dotzheim, Fels am Weilburger Bach. An Silikatgestein.",Fels am Weilburger Bach,An Silikatgestein,rock,N/A,N/A,N/A,Typed,no type status
0172_C0090105F.jpg,H.T. Lumbsch,H.T. Lumbsch,N/A,12159,26.08.2001,2001-08-26,2001-08-26,Arctoparmelia centrifuga,Arctoparmelia centrifuga,N/A,N/A,N/A,Norwegen,Sogn og Fjordane,N/A,N/A,"Jotunheimen, alpine Matten an der Straße 55 zwischen Turtegrö und Hervassbu","Jotunheimen, along road 55 between Turtegrö and Hervassbu",Alpine Matten,Silikatgestein,1400 m alt.,N/A,N/A,Typed,no type status
