Image,title,collectedBy,secondaryCollectors,phylum,family,genus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,identifiedBy,dateIdentified,acceptedScientificName,otherScientificName,scientificName,associatedTaxa,verbatimEventDate,eventDate,country,countryCode,firstPoliticalUnit,secondPoliticalUnit,city,verbatimLocality,locality,habitat,substrate,verbatimElevation,maximumElevationInMeters,minimumElevationInMeters,verbatimCoordinates,decimalLatitude,decimalLongitude,collectionCode,recordNumber,catalogNumber,language,languageRemarks,originalMethod,typeStatus,occuranceRemarks,sex,reproductiveCondition,generalNotes,expeditionFundedBy,generalInformationAboutThePlantSpecimenItself,rawFormat
0147_C2077585F.jpg,,Y. Mexia,N/A,,,,,,,J. M. Bartram,,,,,N/A,"Aug. 31, 1931",,Brazil,,Pará,N/A,,Thomé Assú down Rio Acará 3 km,Thomé Assú down Rio Acará 3 kilometers,On fallen log,,Alt. 35 m.,,,N/A,,,,5014a,,,,Typed,no type status,,,,,,,
0148_C2077586F.jpg,,Y. Mexia,N/A,,,,,,,Bartram,,,,,N/A,"July 16, 1931",,Brazil,,Pará,N/A,,Districto Acará. Thomé Assú. Japanese Colony.,Districto Acará. Thomé Assú. Japanese Colony.,On rotting log in woods. Abundant.,,Alt. about 30 m.,,,N/A,,,,5014,,,,Typed,no type status,,,,,,,
0149_C2078862F.jpg,,D. Griffin,M. López F.,,,,,,,D. Griffin,,,,,N/A,14 marzo 1985,,Venezuela,,Trujillo,N/A,,"páramo de Guirigay, arriba del pueblo de La Puerta. Entre el río Barro y Pozo Blanco","Páramo de Guirigay, above the town of La Puerta. Between the Barro River and Pozo Blanco","Sobre roca húmeda, lecho de riachuelo, a sol",,3200-3300 m,,,N/A,,,,PV-1525,,,,Typed,no type status,,,,,,,
0150_C2078913F.jpg,,P. Dusén,N/A,,,,,,,W. R. Buck,,,,,N/A,22 February 1897,,Chile,,Patagonia,N/A,,Cerra Colorado,Cerra Colorado,N/A,,N/A,,,N/A,,,,5872,,,,Typed,no type status,,,,,,,
0151_C2078924F.jpg,,Y. Mexia,N/A,,,,,,,K. D. McFarland,,,,,Nothofagus,"April 10, 1936",,Chile,,Magallanes,N/A,,Last Hope Inlet; Peninsula Antonio Varas,Last Hope Inlet; Peninsula Antonio Varas,Openings in Nothofagus wood in moist earth. Common; scattered in small tufts.,,Alt. 25 m,,,N/A,,,,8001,,,,Typed,no type status,,,,,,,
0152_C2078925F.jpg,,M. Lewis,N/A,,,,,,,R. Ochyra,,,,,N/A,25 May 1979,,Bolivia,,Oruro,Sajama,,Rio Junthuma Khucha 2 mi. down river from Aguas termales de Rio Junthuma Khucha,Rio Junthuma Khucha 2 miles down river from Aguas termales de Rio Junthuma Khucha,In warmish creek,,4350 m,,,18°07' S 69°00' W,,,,79-2108,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0153_C2078926F.jpg,,M. Lewis,N/A,,,,,,,R. Ochyra,,,,,N/A,25 May 1979,,Bolivia,,Oruro,Sajama,,Rio Junthuma Khuchu 2 mi. down river from Aguas termales de Rio Junthuma Khuchu 4350 m 18° 07' S. 69° 00' W. In warmish creek.,Rio Junthuma Khuchu 2 miles down river from Aguas termales de Rio Junthuma Khuchu,In warmish creek,,4350 m,,,18° 07' S. 69° 00' W.,,,,79-2109,,,,Typed,no type status,,,,,,,
0154_C2078927F.jpg,,M. Lewis,N/A,,,,,,,R. Ochyra,,,,,N/A,25 May 1979,,Bolivia,,Oruro,Sajama,,Rio Junthuma Khuchu 2 mi. down river from Aguas termales de Rio Junthuma Khuchu,Rio Junthuma Khuchu 2 miles down river from Aguas termales de Rio Junthuma Khuchu,In warmish creek,,4350 m,,,"18° 07' S, 69° 00' W",,,,79-2112,,,,Typed,no type status,,,,,,,
0155_C2078928F.jpg,,M. Lewis,N/A,,,,,,,R. Ochyra,,,,,N/A,25 May 1979,,Bolivia,,Oruro,Sajama,,Rio Junthuma Khuchu 2 mi down river from Aguas termales de Rio Junthuma Khuchu,Rio Junthuma Khuchu 2 miles down river from Aguas termales de Rio Junthuma Khuchu,In warmish creek,,4350 m,,,18° 07' S 69° 00' W,,,,79-2115,,,,Typed,no type status,,,,,,,
0156_C2078929F.jpg,,M. Lewis,N/A,,,,,,,R. Ochyra,,,,,N/A,25 May 1979,,Bolivia,,Oruro,Sajama,,"Rio Junthuma Khuchu, 2 mi. down river from Aguas termales de Rio Junthuma Khuchu","Rio Junthuma Khuchu, 2 miles down river from Aguas termales de Rio Junthuma Khuchu",In warmish creek,,4350 m.,,,"18° 07' S., 69° 00' W.",,,,79-2117,,,,Typed,no type status,,,,,,,
0157_C2078930F.jpg,,M. Lewis,N/A,,,,,,,K. Ochyra,,,,,N/A,25 May 1979,,Bolivia,,Oruro,Sajama,,Rio Junthuma Khucha 2 mi. down river from Aguas termales de Rio Junthuma Khucha,Rio Junthuma Khucha 2 miles down river from Aguas termales de Rio Junthuma Khucha,In warmish creek,,4350 m,,,18° 07' S 69° 00' W,,,,2118,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0158_C2078931F.jpg,,M. Lewis,N/A,,,,,,,R. Ochyra,,,,,N/A,25 May 1979,,Bolivia,,Oruro,Sajama,,Rio Junthuma Khuchu 2 mi. down river from Aguas termales de Rio Junthuma Khuchu,Rio Junthuma Khuchu 2 miles down river from Aguas termales de Rio Junthuma Khuchu,In warmish creek,,4350 m.,,,18° 07' S. 69° 00' W.,,,,79-2107,,,,Typed,no type status,,,,,,,
0159_C2078932F.jpg,,M. Lewis,N/A,,,,,,,R. Ochyra,,,,,N/A,25 May 1979,,Bolivia,,Oruro,Sajama,,Río Junthuma Khuchu 2 mi. down river from Aguas termales de Río Junthuma Khuchu,Río Junthuma Khuchu 2 miles down river from Aguas termales de Río Junthuma Khuchu,In warmish creek,,4350 m.,,,18° 07' S. 69° 00' W.,,,,79-2119,,,,Typed,no type status,,,,,,,
0160_C2079350F.jpg,,Y. Mexia,N/A,,,,,,,A. Bartram,,,,,N/A,"Nov. 23, 1931",,Peru,,Loreto,N/A,,Above Pongo de Manseriche Left bank of Rio Santiago,Left bank of Rio Santiago,On stone in overflow forest,,Alt. 200 m.,,,N/A,,,,6149,,,,Typed,no type status,,,,,,,
0161_C2079351F.jpg,,Y. Mexia,N/A,,,,,,,Bartram,,,,,N/A,"Nov. 25, 1931",,Peru,,Loreto,N/A,,Above Pongo de Manseriche Right bank of Rio Santiago,Above Pongo de Manseriche Right bank of Rio Santiago,Dense forest on log,,alt. 200 m.,,,N/A,,,,16160,,,,Typed,no type status,,,,,,,
0162_C2079352F.jpg,,Y. Mexia,N/A,,,,,,,Bartram,,,,,N/A,"Dec. 4, 1931",,Peru,,Loreto,N/A,,Above Pongo de Manseriche Streamlet on right bank of Rio Santiago,Above Pongo de Manseriche Streamlet on right bank of Rio Santiago,On rocks wet by spray,,Alt. 250 m.,,,N/A,,,,6217-a,,,,Typed,no type status,,,,,,,
0163_C2079353F.jpg,,Y. Mexia,N/A,,,,,,,G. K. Bartram,,,,,Croci Caropsis,"Dec. 12, 1931",,Peru,,Loreto,N/A,,Above Pongo de Manseriche,Above Pongo de Manseriche,Bog in forest,,Alt. 215 m.,,,N/A,,,,6259,,,,Typed,no type status,,,,,,,
0164_C2079354F.jpg,,Y. Mexia,N/A,,,,,,,Bartram,,,,,N/A,"Jan. 3, 1938",,Peru,,Loreto,N/A,,Above Pongo de Manseriche Crost Inchio,Above Pongo de Manseriche Crost Inchio,On earth collected on inclined tree trunk,,Alt. 215 m,,,N/A,,,,6354-a,,,,Typed,no type status,,,,,,,
0165_C2079355F.jpg,,Y. Mexia,N/A,,,,,,,Bartram,,,,,Taxithelium planum,"Jan. 3, 1932",,Peru,,Loreto,N/A,,Above Pongo de Manseriche Creek Inche. On rotten log.,Above Pongo de Manseriche Creek Inche. On rotten log.,Sterile.,,Alt. 215 m.,,,N/A,,,,6375a,,,,Typed,no type status,,,,,,,
0166_C2079356F.jpg,,Y. Mexia,N/A,,,,,,,J. L. Darb.,,,,,N/A,"Jan. 3, 1935",,Peru,,Loreto,N/A,,Above Pongo de Manseriche,Above Pongo de Manseriche,Crook Inlet On rotten log,,alt. 215 m.,,,N/A,,,,6375,,,,Typed,no type status,,,,,,,
0167_C2079357F.jpg,,Y. Mexia,N/A,,,,,,,N/A,,,,,N/A,"Jan. 3, 1932",,Peru,,Loreto,N/A,,Above Pongo de Manseriche,Above Pongo de Manseriche,Creek Inche. On rotten log.,,Alt. 215 m.,,,N/A,,,,6377,,,,Typed,no type status,,,,,,,
0168_C2079358F.jpg,,Y. Mexia,N/A,,,,,,,Bartram,,,,,N/A,"May 14, 1936",,Peru,,Cuzco,La Convencion,,upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,upper valley of the Sambray; affluent of the Vilcanota,on rotten logs in virgin forest,,Alt. 1800 m,,,N/A,,,,8070,,,,Typed,no type status,,,,,,,
0169_C2079359F.jpg,,Y. Mexia,N/A,,,,,,,E. Bartram,,,,,N/A,"May 14, 1936",,Peru,,Cuzco,La Convencion,,upper valley of the Sambray; affluent of the Vilcanota; on rotten logs in virgin forest,upper valley of the Sambray; affluent of the Vilcanota,on rotten logs in virgin forest,,Alt. 1800 m,,,N/A,,,,8070,,,,Typed,no type status,,,,,,,
0170_C2079360F.jpg,,L. Reitz,N/A,,,,,,,H. B. S. Magill,,,,,N/A,20.9.1961,,Brazil,,Santa Catarina,N/A,,"Azambuja, Brusque","Azambuja, Brusque",Epífito de mata virgem,,50 msm,,,N/A,,,,"2,222",,,,Typed,no type status,,,,,,,
0171_C2079361F.jpg,,F. J. Hermann,N/A,,,,,,,H. Robinson,,,,,N/A,"December 19, 1972",,Colombia,,Santander,N/A,,"On base of tree trunk, Paraquitas, alt. ca. 4000 ft., 1/4 mile NW.","Paraquitas, 1/4 mile northwest",On base of tree trunk,,alt. ca. 4000 ft.,,,N/A,,,,25019,,,,Typed,no type status,,,,,,,
0172_C2079362F.jpg,,R. E. Schultes,N/A,,,,,,,D. Griffin III,,,,,N/A,"Dec., 1950",,Colombia,,Meta,N/A,,alrededores de Villavicencio,Villavicencio,N/A,,Alt 500 m,,,N/A,,,,11107,,,,Typed,no type status,,,,,,,
0173_C2079595F.jpg,,H. Roivainen,N/A,,,,,,,R. Ochyra,,,,,Nothofagus pumilio,25.1.1970,,Argentina,,Tierra del Fuego,Ushuaia,,Arroyo Grande (54°47.5'S 68°17'W) en fisuras de roca y en raices humoso-arcillosos de Nothofagus pumilio en orilla de la cascada 150 m s.m.bastante copiosamente,Arroyo Grande in rock fissures and in humus-clay roots of Nothofagus pumilio on the edge of the waterfall 150 meters above sea level,en fisuras de roca y en raices humoso-arcillosos de Nothofagus pumilio en orilla de la cascada 150 m s.m.bastante copiosamente,,150 m s.m.,,,54°47.5'S 68°17'W,,,,2095,,,,Typed,no type status,,,,,,,
0174_C2079596F.jpg,,H. Roivainen,N/A,,,,,,,R. Ochyra,,,,,N/A,24.12.1969,,Argentina,,Tierra del Fuego,N/A,,Valle del río Pipo suelo humoso húmedo en el pendiente del río,Valle del río Pipo,Suelo humoso húmedo en el pendiente del río bastante copiosamente,,300 m s.n.m.,,,54°46'S 68°20'W,,,,1352,,,,Typed,no type status,,,,,,,
0175_C2079597F.jpg,,B. F. Phillips,A. C. Smith,,,,,,,R. R. Ireland,,,,,N/A,"November 29, 1926",,Colombia,,Santander,N/A,,Between Puerto Wilches and Puerto Santos,Between Puerto Wilches and Puerto Santos,N/A,,alt. 110-115 m,,,N/A,,,,14871,,,,Typed,no type status,,,,,,,
0176_C2079598F.jpg,,R. E. Schultes,N/A,,,,,,,D. Griffin III,,,,,N/A,"Dec., 1950",,Colombia,,Meta,N/A,,alrededores de Villavicencio,Alrededores de Villavicencio,N/A,,Alt. 500 m.,,,N/A,,,,s.n.,,,,Typed,No type status,,,,,,,
0177_C2079599F.jpg,,D. C. Geijskes,N/A,,,,,,,H. R. Zielman,,,,,N/A,29-9-1952,,Suriname,,N/A,N/A,,"Haroebo river, Armina falls","Haroebo river, Armina falls","Rainforest On roots and rocks on bank of river, shade",,N/A,,,N/A,,,,s.n.,,,,Typed,no type status,,,,,,,
0178_C2079600F.jpg,,Y. Mexia,N/A,,,,,,,R. R. R. Ireland,,,,,N/A,July 9 1930,,Brazil,,Minas Gerais,N/A,,Agricultural College land Horticultural Hill Cut over woods near base,Agricultural College land Horticultural Hill Cut over woods near base,On rotting log Abundant,,Alt. 970 m,,,N/A,,,,4932,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0179_C2079601F.jpg,,Y. Mexia,N/A,,,,,,,Bartram,,,,,N/A,"July 21, 1930",,Brazil,,Minas Gerais,N/A,,Viçosa Agricultural College lands Corriga Ribeirão,Viçosa Agricultural College lands Corriga Ribeirão,Shady streambank On rotten wood,,Alt. 675 m,,,N/A,,,,4888,,,,Typed,no type status,,,,,,,
0180_C2079602F.jpg,,Y. Mexia,N/A,,,,,,,R. R. Ireland,,,,,N/A,"Dec. 6, 1930",,Brazil,,Minas Gerais,N/A,,Road to São Miguel About km 4,Road to São Miguel About 4 kilometers,Dense forest On rotten log In fruit,,Alt. 710 m,,,N/A,,,,5380,,,,Typed,no type status,,,,,,,
0181_C2079603F.jpg,,Y. Mexia,N/A,,,,,,,E. B. Bartram,,,,,N/A,"Dec 23, 1930",,Brazil,,Minas Gerais,N/A,,Viçosa Agricultural College lands Base of Horticultural Hill,Viçosa Agricultural College lands Base of Horticultural Hill,On rotting log in woods,,Alt. 670 m,,,N/A,,,,5441,,,,Typed,no type status,,,,,,,
0182_C2079604F.jpg,,H. S. Irwin,R. M. Harley | G. L. Smith,,,,,,,R. R. Ireland,,,,,Coccoloba,2 March 1971,,Brazil,,Bahia,N/A,,Valley of the Rio das Ondas,"Valley of the Rio das Ondas, ca. 10 kilometers west of Barreiras",On the bark and exposed roots of Coccoloba sp. and on adjacent soil at river bank. Cut-over gallery forest and adjacent cerrado,,elev. ca. 500m,,,N/A,,,,31332,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0183_C2079606F.jpg,,Y. Mexia,N/A,,,,,,,Bartram,,,,,N/A,"July 21, 1929",,Brazil,,Minas Gerais,N/A,,Viçosa Agricultural College lands. Córrego Hidroforo.,Viçosa Agricultural College lands. Córrego Hidroforo.,"Shady streambank, on rotten log. Abundant.",,Alt. 675 m.,,,N/A,,,,4884,,,,Typed,no type status,,,,,,,
0184_C2079607F.jpg,,Y. Mexia,N/A,,,,,,,Bartram,,,,,N/A,"May 14, 1930",,Brazil,,Minas Gerais,N/A,,Fazenda de Cresiuma Wood on slope On rotten log,Fazenda de Cresiuma,Wood on slope On rotten log,,Alt. 700 m.,,,N/A,,,,4698,,,,Typed,no type status,,,,,,,
0185_C2079608F.jpg,,Y. Mexia,N/A,,,,,,,Bartram,,,,,N/A,"July 21, 1930",,Brazil,,Minas Gerais,N/A,,"Viçosa Agricultural College lands. Corrigo Ribeiro. Shady streambank, on rotten log.",Viçosa Agricultural College lands. Corrigo Ribeiro.,"Shady streambank, on rotten log. Abundant.",,Alt. 675 m.,,,N/A,,,,4884,,,,Typed,no type status,,,,,,,
0186_C2079609F.jpg,,Y. Mexia,N/A,,,,,,,Bartram | R. R. Ireland,,,,,N/A,"March 31, 1930",,Brazil,,Minas Gerais,N/A,,Road to São Miguel. Near stream Turvo.,Road to São Miguel. Near stream Turvo.,Cut over woods on slope. On rotting tree trunk.,,Alt. 710 m.,,,N/A,,,,4545,,,,Typed,no type status,,,,,,,
0187_C2079611F.jpg,,V. Schiffner,N/A,,,,,,,R. R. Ireland,,,,,N/A,Dec. 65-67,,Brazil,,Sao Paulo,N/A,,prope urbem Cerqueira Cesar in paludibus,Near the city of Cerqueira Cesar in swamps,N/A,,c. 530 m s. m.,,,N/A,,,,2898,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0188_C2079715F.jpg,,J. P. Frahm,P. Geissler | S. R. Gradstein | G. Philippi | W. Schultz-Motel,,,,,,,W. Schultz-Motel,,,,,N/A,4.9.1982,,Peru,,Amazonas,Chachapoyas,,Straße Chachapoyas-Cajamarca oberhalb Leimebamba km 417 s-exponierter Hang hochandiner Regenwald auf Kalkstein,Straße Chachapoyas-Cajamarca above Leimebamba at kilometer 417 south-exposed slope high Andean rainforest on limestone,hochandiner Regenwald auf Kalkstein,,2800 msm,,,N/A,,,,875,,,,Typed,no type status,,,,,,,
0189_C2079716F.jpg,,P. C. Hutchison,J. K. Wright,,,,,,,H. Robinson,,,,,N/A,1 April 1964,,Peru,,Chachapoyas,Amazonas,,Cerros Calla Calla east side 5 km. above Leimebamba on the road to Balsas at San Miguel (no buildings at this locality),Cerros Calla Calla east side 5 kilometers above Leimebamba on the road to Balsas at San Miguel (no buildings at this locality),N/A,,Altitude 1400 m.,,,N/A,,,,1806,,,,Typed,no type status,,,,,,,
0190_C2079717F.jpg,,D. Griffin,N/A,,,,,,,D. Griffin,,,,,N/A,20 Feb. 1989,,Venezuela,,Merida,N/A,,páramo de Los Granates finca de Los Granates a lo largo del río de Los Granates y sus laderas cercanas,Páramo de Los Granates finca de Los Granates along the river of Los Granates and its nearby slopes,Sobre roca + seca a sombra,,3000-3100 m,,,N/A,,,,208,,,,Typed,no type status,,,,,,,
0191_C2079718F.jpg,,Y. Mexia,N/A,,,,,,,Det. Bartram,,,,,N/A,"April 21, 1931",,Brazil,,Minas Gerais,N/A,,Fazenda do Diamante Campo Tiritas,Fazenda do Diamante Campo Tiritas,Base of living tree in shade,,Alt. 500 m.,,,N/A,,,,5687,,,,Typed,no type status,,,,,,,
0192_C2079719F.jpg,,R. Spruce,N/A,,,,,,,W. Mitten,,,,,N/A,N/A,,Ecuador,,N/A,N/A,,Banos,Banos,N/A,,N/A,,,N/A,,,,1023,,,,Typed,no type status,,,,,,,
0193_C2079720F.jpg,,M. Lewis,N/A,,,,,,,W. Buck,,,,,N/A,8 February 1979,,Bolivia,,Tarija,Méndez,,Depto. Tarija Prov. Méndez Prov. Cercado Prov. Aviles. Canyon 5 mi. SW of Tablada SW of Tarija,Canyon 5 miles southwest of Tablada southwest of Tarija,Bank of creek,,2160 m,,,21° 36' S. 64° 48' W.,,,,79-590,,,,Typed,no type status,,,,,,,
0194_C2079721F.jpg,,M. Lewis,N/A,,,,,,,W. Buck,,,,,N/A,22 March 1979,,Bolivia,,La Paz,Larecaja,,Near large red outcrop 2 mi. from Sorata down Rio Consata,Near large red outcrop 2 miles from Sorata down Rio Consata,Very shady ground along creek in humid shrubs,,2600 m.,,,"15° 41' S., 68° 43' W.",,,,79-1220,,,,Typed,no type status,,,,,,,
0195_C2079722F.jpg,,H. W. Foote,N/A,,,,,,,N/A,,,,,N/A,Sept. 3,,Peru,,N/A,N/A,,On rocks above San Miguel,On rocks above San Miguel,N/A,,16000 ft.,,,N/A,,,,s.n.,,,,Handwritten,no type status,,,,,,,
0196_C2079723F.jpg,,M. Lewis,N/A,,,,,,,W. Buck,,,,,N/A,1 April 1979,,Bolivia,,La Paz,Larecaja,,Between Abra Huallata and waterfall at Millipaya 16° 51' S. 68° 39' W.,Between Abra Huallata and waterfall at Millipaya,Waterfall ravine highest extension of shrubs,,3780 m,,,16° 51' S. 68° 39' W.,,,,79-1346,,,,Typed,no type status,,,,,,,
0197_C2079856F.jpg,,Y. Mexia,N/A,,,,,,,R. R. Ireland,,,,,N/A,"July 6, 1950",,Brazil,,Minas Gerais,N/A,,Vicosa Agricultural College lands Horticultural Hill Cut over woods near base On rotting log,Vicosa Agricultural College lands Horticultural Hill Cut over woods near base On rotting log,Cut over woods near base On rotting log,,Alt. 670 m,,,N/A,,,,4841,,,,Typed,no type status,,,,,,,
0198_C2079858F.jpg,,R. S. Williams,N/A,,,,,,,R. R. Ireland,,,,,N/A,Dec. 29 1901,,Bolivia,,La Paz,N/A,,San Antonio Central,San Antonio Central,On rocks,,1900 meters,,,N/A,,,,2085,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0199_C2079859F.jpg,,R. S. Williams,N/A,,,,,,,R. S. Williams,,,,,N/A,1901-1902,,Bolivia,,N/A,N/A,,Tumupasa,Tumupasa,N/A,,N/A,,,N/A,,,,2058,,,,Mix of Handwritten and Typed,no type status,,,,,,,
0200_V0565514F.jpg,,J. D. Sauer,N/A,,,,,,,unsure and check,,,,,N/A,15 June 1963,,Kenya,,Coast,Kwale,,Bumburi Beach N of Mombasa,Bumburi Beach north of Mombasa,Beach ridge shallow open coast,,N/A,,,N/A,,,,3914,,,,Typed,no type status,,,,,,,
0201_V0565977F.jpg,,C. Vigie,N/A,,,,,,,N/A,,,,,N/A,N/A,,Guyana,,N/A,N/A,,Gold Coast,Gold Coast,N/A,,N/A,,,N/A,,,,1069,,,,Typed,no type status,,,,,,,
0202_V0566108F.jpg,,E. Addo,N/A,,,,,,,N/A,,,,,N/A,1999,,Ghana,,N/A,N/A,,N/A,[precise locality unknown],N/A,,N/A,,,N/A,,,,1026,,,,Typed,no type status,,,,,,,
0203_V0567164F.jpg,,A. A. Enti,N/A,,,,,,,A. A. Enti,,,,,N/A,21 11 71,,Ghana,,N/A,N/A,,Avutu - Winneba Road,Avutu - Winneba Road,"A climber among grasses. Flower white, conspicuous. Latex present.",,Altitude: N/A,,,N/A,,,,Sp 398,,,,Typed,no type status,,,,,,,
